benchmark,solver,configuration,solver time,status,result,verifier time,verifier result
sat/partial-10-11-s-sc2007.cnf.bz2, SparrowToMergeSAT, Sparrow2MergeSAT_proof, 4275.46, complete, SAT-VERIFIED, 0.00915998, --
sat/partial-10-11-s-sc2007.cnf.bz2, Topk3.2_Glucose3.0, default, 197.115, complete, SAT-VERIFIED, 0.00976595, --
sat/partial-10-11-s-sc2007.cnf.bz2, Topk3_Glucose3.0, default, 1547.15, complete, SAT-VERIFIED, 0.01094, --
sat/partial-10-11-s-sc2007.cnf.bz2, Topk6.2_Glucose3.0, default, 189.693, complete, SAT-VERIFIED, 0.00942097, --
sat/partial-10-11-s-sc2007.cnf.bz2, Topk6_Glucose3.0, default, 215.58, complete, SAT-VERIFIED, 0.0349239, --
sat/partial-10-11-s-sc2007.cnf.bz2, ZIB_Glucose, default, 449.813, complete, SAT-VERIFIED, 0.011418, --
sat/partial-10-11-s-sc2007.cnf.bz2, cmsatv56-walksat, default, 379.905, complete, SAT-VERIFIED, 0.012392, --
sat/partial-10-11-s-sc2007.cnf.bz2, cmsatv56-walksat-chronobt, default, 408.01, complete, SAT-VERIFIED, 0.0118521, --
sat/partial-10-11-s-sc2007.cnf.bz2, cmsatv56-yalsat, default, 381.653, complete, SAT-VERIFIED, 0.00894201, --
sat/partial-10-11-s-sc2007.cnf.bz2, cmsatv56-yalsat-chronobt, default, 416.112, complete, SAT-VERIFIED, 0.0125469, --
sat/partial-10-11-s-sc2007.cnf.bz2, expMaple_CM, default, 77.9103, complete, SAT-VERIFIED, 0.0109891, --
sat/partial-10-11-s-sc2007.cnf.bz2, expMaple_CM _GCBump, default, 2527.79, complete, SAT-VERIFIED, 0.011119, --
sat/partial-10-11-s-sc2007.cnf.bz2, expMaple_CM _GCBumpOnlyLRB, default, 2687.67, complete, SAT-VERIFIED, 0.0111959, --
sat/partial-10-11-s-sc2007.cnf.bz2, glucose-4.2.1, default, 167.276, complete, SAT-VERIFIED, 0.00969405, --
sat/partial-10-11-s-sc2007.cnf.bz2, glucose3.0, proofs, 1211.16, complete, SAT-VERIFIED, 0.0119909, --
sat/partial-10-11-s-sc2007.cnf.bz2, glucose_421_del, default, 160.487, complete, SAT-VERIFIED, 0.0120019, --
sat/partial-10-11-s-sc2007.cnf.bz2, glucose_BTL, default, 3448.15, complete, SAT-VERIFIED, 0.0106779, --
sat/partial-10-11-s-sc2007.cnf.bz2, optsat, default, 2472.25, complete, SAT-VERIFIED, 0.00893699, --
sat/partial-10-11-s-sc2007.cnf.bz2, smallsat, default, 5000.11, timeout (wallclock), UNKNOWN, 0.010307, --
sat/partial-10-11-u-sc2007.cnf.bz2, CCAnrSim, default, 5000.03, timeout (wallclock), UNKNOWN, 0.0377229, --
sat/partial-10-11-u-sc2007.cnf.bz2, COMiniSatPS_Pulsar_drup, drup, 5000.02, timeout (wallclock), UNKNOWN, 0.010447, --
sat/partial-10-11-u-sc2007.cnf.bz2, CaDiCaL, default, 5000.02, timeout (wallclock), UNKNOWN, 0.013145, --
sat/partial-10-11-u-sc2007.cnf.bz2, CaDiCaL, sat, 5000.11, timeout (wallclock), UNKNOWN, 0.0106559, --
sat/partial-10-11-u-sc2007.cnf.bz2, CaDiCaL, unsat, 5000.06, timeout (wallclock), UNKNOWN, 0.0101269, --
sat/partial-10-11-u-sc2007.cnf.bz2, Candy, default, 5000.01, timeout (wallclock), UNKNOWN, 0.018456, --
sat/partial-10-11-u-sc2007.cnf.bz2, MLDChronoBT_GCBump, default, 5000.06, timeout (wallclock), UNKNOWN, 0.00971897, --
sat/partial-10-11-u-sc2007.cnf.bz2, MapleCOMSPS_CHB_VSIDS_drup, CHB_VSIDS_drup, 5000.1, timeout (wallclock), UNKNOWN, 0.010592, --
sat/partial-10-11-u-sc2007.cnf.bz2, MapleCOMSPS_LRB_VSIDS_2_drup, LRB_VSIDS_2_drup, 5000.02, timeout (wallclock), UNKNOWN, 0.0246891, --
sat/partial-10-11-u-sc2007.cnf.bz2, MapleCOMSPS_LRB_VSIDS_drup, LRB_VSIDS_drup, 5000.1, timeout (wallclock), UNKNOWN, 0.011166, --
sat/partial-10-11-u-sc2007.cnf.bz2, MapleLCMChronoBT_DEL, default, 5000.08, timeout (wallclock), UNKNOWN, 0.0135049, --
sat/partial-10-11-u-sc2007.cnf.bz2, MapleLCMChronoBT_Scavel_EWMA, default, 5000.03, timeout (wallclock), UNKNOWN, 0.010007, --
sat/partial-10-11-u-sc2007.cnf.bz2, MapleLCMChronoBT_ldcr, default, 5000.01, timeout (wallclock), UNKNOWN, 0.0123931, --
sat/partial-10-11-u-sc2007.cnf.bz2, MapleLCMDISTChronoBT_Scavel_EWMA_08ALL, default, 5000.11, timeout (wallclock), UNKNOWN, 0.010263, --
sat/partial-10-11-u-sc2007.cnf.bz2, MapleLCMDiscChronoBT-DL-v3, default, 5000.1, timeout (wallclock), UNKNOWN, 0.0124379, --
sat/partial-10-11-u-sc2007.cnf.bz2, MapleLCMDistChronoBT-DL-v2.1, default, 5000.08, timeout (wallclock), UNKNOWN, 0.010524, --
sat/partial-10-11-u-sc2007.cnf.bz2, MapleLCMDistChronoBT-DL-v2.2, default, 5000.05, timeout (wallclock), UNKNOWN, 0.010399, --
sat/partial-10-11-u-sc2007.cnf.bz2, MapleLCMDistChronoBTVariableReindexing, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0102309, --
sat/partial-10-11-u-sc2007.cnf.bz2, MapleLCMdistCBTcoreFirst, default, 5000.04, timeout (wallclock), UNKNOWN, 0.0106289, --
sat/partial-10-11-u-sc2007.cnf.bz2, Maple_CM_OnlineDel_19b, default, 5000.08, timeout (wallclock), UNKNOWN, 0.0111169, --
sat/partial-10-11-u-sc2007.cnf.bz2, Maple_LCM_BTL, default, 5000.02, timeout (wallclock), UNKNOWN, 0.012478, --
sat/partial-10-11-u-sc2007.cnf.bz2, Maple_LCM_OnlineDel_19a, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0105959, --
sat/partial-10-11-u-sc2007.cnf.bz2, Maple_LCM_Scavel_155, default, 5000.05, timeout (wallclock), UNKNOWN, 0.0122599, --
sat/partial-10-11-u-sc2007.cnf.bz2, MergeSAT, simp_proof, 5000.02, timeout (wallclock), UNKNOWN, 0.0114019, --
sat/partial-10-11-u-sc2007.cnf.bz2, Minisat-v2.2.0-106-ge2dd095, simp_proof, 5000.06, timeout (wallclock), UNKNOWN, 0.02642, --
sat/partial-10-11-u-sc2007.cnf.bz2, PADC_MapleLCMDistChronoBT, default, 5000.04, timeout (wallclock), UNKNOWN, 0.012039, --
sat/partial-10-11-u-sc2007.cnf.bz2, PADC_MapleLCMDistChronoBT, nbIncRedDB_5_CT_0, 5000.01, timeout (wallclock), UNKNOWN, 0.00904189, --
sat/partial-10-11-u-sc2007.cnf.bz2, PADC_Maple_LCM_Dist, default, 5000.1, timeout (wallclock), UNKNOWN, 0.01665, --
sat/partial-10-11-u-sc2007.cnf.bz2, PSIDS_MapleLCMDistChronoBT, default, 5000.05, timeout (wallclock), UNKNOWN, 0.011284, --
sat/partial-10-11-u-sc2007.cnf.bz2, Relaxed_LCMDistChronoBT, default, 5000.04, timeout (wallclock), UNKNOWN, 0.00970596, --
sat/partial-10-11-u-sc2007.cnf.bz2, Relaxed_LCMDistChronoBT_Scavel, default, 5000.02, timeout (wallclock), UNKNOWN, 0.010661, --
sat/partial-10-11-u-sc2007.cnf.bz2, Relaxed_LCMDistChronoBT_p9, default, 5000.01, timeout (wallclock), UNKNOWN, 0.011158, --
sat/partial-10-11-u-sc2007.cnf.bz2, Relaxed_LCM_Dist, default, 5000.06, timeout (wallclock), UNKNOWN, 0.0137839, --
sat/partial-10-11-u-sc2007.cnf.bz2, Riss7.1, NOUNSAT_proof, 5000.06, timeout (wallclock), UNKNOWN, 0.012563, --
sat/partial-10-11-u-sc2007.cnf.bz2, Riss7.1, default_proof, 5000.02, timeout (wallclock), UNKNOWN, 0.0128449, --
sat/partial-10-11-u-sc2007.cnf.bz2, SLIME, default, 5000.11, timeout (wallclock), UNKNOWN, 0.00917507, --
sat/partial-10-11-u-sc2007.cnf.bz2, SparrowToMergeSAT, Sparrow2MergeSAT_proof, 5000.03, timeout (wallclock), UNKNOWN, 0.014124, --
sat/partial-10-11-u-sc2007.cnf.bz2, Topk3.2_Glucose3.0, default, 5000.09, timeout (wallclock), UNKNOWN, 0.0114141, --
sat/partial-10-11-u-sc2007.cnf.bz2, Topk3_Glucose3.0, default, 5000.02, timeout (wallclock), UNKNOWN, 0.010829, --
sat/partial-10-11-u-sc2007.cnf.bz2, Topk6.2_Glucose3.0, default, 5000.02, timeout (wallclock), UNKNOWN, 0.00898604, --
sat/partial-10-11-u-sc2007.cnf.bz2, Topk6_Glucose3.0, default, 5000.01, timeout (wallclock), UNKNOWN, 0.0138709, --
sat/partial-10-11-u-sc2007.cnf.bz2, ZIB_Glucose, default, 5000.11, timeout (wallclock), UNKNOWN, 0.010066, --
sat/partial-10-11-u-sc2007.cnf.bz2, cmsatv56-walksat, default, 5000.01, timeout (wallclock), UNKNOWN, 0.00907404, --
sat/partial-10-11-u-sc2007.cnf.bz2, cmsatv56-walksat-chronobt, default, 5000.02, timeout (wallclock), UNKNOWN, 0.014406, --
sat/partial-10-11-u-sc2007.cnf.bz2, cmsatv56-yalsat, default, 5000.02, timeout (wallclock), UNKNOWN, 0.011663, --
sat/partial-10-11-u-sc2007.cnf.bz2, cmsatv56-yalsat-chronobt, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0335719, --
sat/partial-10-11-u-sc2007.cnf.bz2, expMaple_CM, default, 5000.1, timeout (wallclock), UNKNOWN, 0.0134389, --
sat/partial-10-11-u-sc2007.cnf.bz2, expMaple_CM _GCBump, default, 5000.1, timeout (wallclock), UNKNOWN, 0.0126331, --
sat/partial-10-11-u-sc2007.cnf.bz2, expMaple_CM _GCBumpOnlyLRB, default, 5000.02, timeout (wallclock), UNKNOWN, 0.010807, --
sat/partial-10-11-u-sc2007.cnf.bz2, glucose-4.2.1, default, 5000.02, timeout (wallclock), UNKNOWN, 0.00984207, --
sat/partial-10-11-u-sc2007.cnf.bz2, glucose3.0, proofs, 5000.02, timeout (wallclock), UNKNOWN, 0.0112439, --
sat/partial-10-11-u-sc2007.cnf.bz2, glucose_421_del, default, 5000.07, timeout (wallclock), UNKNOWN, 0.0123529, --
sat/partial-10-11-u-sc2007.cnf.bz2, glucose_BTL, default, 5000.1, timeout (wallclock), UNKNOWN, 0.011579, --
sat/partial-10-11-u-sc2007.cnf.bz2, optsat, default, 5000.03, timeout (wallclock), UNKNOWN, 0.023926, --
sat/partial-10-11-u-sc2007.cnf.bz2, smallsat, default, 5000.11, timeout (wallclock), UNKNOWN, 0.0109639, --
sat/partial-5-11-u-sc2007.cnf.bz2, CCAnrSim, default, 5000.01, timeout (wallclock), UNKNOWN, 0.0089659, --
sat/partial-5-11-u-sc2007.cnf.bz2, COMiniSatPS_Pulsar_drup, drup, 5000.02, timeout (wallclock), UNKNOWN, 0.010334, --
sat/partial-5-11-u-sc2007.cnf.bz2, CaDiCaL, default, 5000.02, timeout (wallclock), UNKNOWN, 0.00998091, --
sat/partial-5-11-u-sc2007.cnf.bz2, CaDiCaL, sat, 5000.01, timeout (wallclock), UNKNOWN, 0.00990994, --
sat/partial-5-11-u-sc2007.cnf.bz2, CaDiCaL, unsat, 5000.09, timeout (wallclock), UNKNOWN, 0.0111871, --
sat/partial-5-11-u-sc2007.cnf.bz2, Candy, default, 5000.05, timeout (wallclock), UNKNOWN, 0.00925697, --
sat/partial-5-11-u-sc2007.cnf.bz2, MLDChronoBT_GCBump, default, 5000.01, timeout (wallclock), UNKNOWN, 0.011837, --
sat/partial-5-11-u-sc2007.cnf.bz2, MapleCOMSPS_CHB_VSIDS_drup, CHB_VSIDS_drup, 5000.02, timeout (wallclock), UNKNOWN, 0.00905195, --
sat/partial-5-11-u-sc2007.cnf.bz2, MapleCOMSPS_LRB_VSIDS_2_drup, LRB_VSIDS_2_drup, 5000.1, timeout (wallclock), UNKNOWN, 0.010238, --
sat/partial-5-11-u-sc2007.cnf.bz2, MapleCOMSPS_LRB_VSIDS_drup, LRB_VSIDS_drup, 5000.02, timeout (wallclock), UNKNOWN, 0.00974198, --
sat/partial-5-11-u-sc2007.cnf.bz2, MapleLCMChronoBT_DEL, default, 5000.04, timeout (wallclock), UNKNOWN, 0.0102511, --
sat/partial-5-11-u-sc2007.cnf.bz2, MapleLCMChronoBT_Scavel_EWMA, default, 5000.11, timeout (wallclock), UNKNOWN, 0.0123639, --
sat/partial-5-11-u-sc2007.cnf.bz2, MapleLCMChronoBT_ldcr, default, 5000.01, timeout (wallclock), UNKNOWN, 0.010901, --
sat/partial-5-11-u-sc2007.cnf.bz2, MapleLCMDISTChronoBT_Scavel_EWMA_08ALL, default, 5000.01, timeout (wallclock), UNKNOWN, 0.0117061, --
sat/partial-5-11-u-sc2007.cnf.bz2, MapleLCMDiscChronoBT-DL-v3, default, 5000.02, timeout (wallclock), UNKNOWN, 0.010949, --
sat/partial-5-11-u-sc2007.cnf.bz2, MapleLCMDistChronoBT-DL-v2.1, default, 5000.02, timeout (wallclock), UNKNOWN, 0.012042, --
sat/partial-5-11-u-sc2007.cnf.bz2, MapleLCMDistChronoBT-DL-v2.2, default, 5000.02, timeout (wallclock), UNKNOWN, 0.010339, --
sat/partial-5-11-u-sc2007.cnf.bz2, MapleLCMDistChronoBTVariableReindexing, default, 5000.03, timeout (wallclock), UNKNOWN, 0.00962395, --
sat/partial-5-11-u-sc2007.cnf.bz2, MapleLCMdistCBTcoreFirst, default, 5000.01, timeout (wallclock), UNKNOWN, 0.0106801, --
sat/partial-5-11-u-sc2007.cnf.bz2, Maple_CM_OnlineDel_19b, default, 5000.03, timeout (wallclock), UNKNOWN, 0.010525, --
sat/partial-5-11-u-sc2007.cnf.bz2, Maple_LCM_BTL, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0091779, --
sat/partial-5-11-u-sc2007.cnf.bz2, Maple_LCM_OnlineDel_19a, default, 5000.03, timeout (wallclock), UNKNOWN, 0.0113069, --
sat/partial-5-11-u-sc2007.cnf.bz2, Maple_LCM_Scavel_155, default, 5000.01, timeout (wallclock), UNKNOWN, 0.0125149, --
sat/partial-5-11-u-sc2007.cnf.bz2, MergeSAT, simp_proof, 5000.02, timeout (wallclock), UNKNOWN, 0.018525, --
sat/partial-5-11-u-sc2007.cnf.bz2, Minisat-v2.2.0-106-ge2dd095, simp_proof, 5000.01, timeout (wallclock), UNKNOWN, 0.00899911, --
sat/partial-5-11-u-sc2007.cnf.bz2, PADC_MapleLCMDistChronoBT, default, 5000.06, timeout (wallclock), UNKNOWN, 0.0332079, --
sat/partial-5-11-u-sc2007.cnf.bz2, PADC_MapleLCMDistChronoBT, nbIncRedDB_5_CT_0, 5000.03, timeout (wallclock), UNKNOWN, 0.0118661, --
sat/partial-5-11-u-sc2007.cnf.bz2, PADC_Maple_LCM_Dist, default, 5000.02, timeout (wallclock), UNKNOWN, 0.011443, --
sat/partial-5-11-u-sc2007.cnf.bz2, PSIDS_MapleLCMDistChronoBT, default, 5000.02, timeout (wallclock), UNKNOWN, 0.00997204, --
sat/partial-5-11-u-sc2007.cnf.bz2, Relaxed_LCMDistChronoBT, default, 5000.02, timeout (wallclock), UNKNOWN, 0.011084, --
sat/partial-5-11-u-sc2007.cnf.bz2, Relaxed_LCMDistChronoBT_Scavel, default, 5000.02, timeout (wallclock), UNKNOWN, 0.009364, --
sat/partial-5-11-u-sc2007.cnf.bz2, Relaxed_LCMDistChronoBT_p9, default, 5000.02, timeout (wallclock), UNKNOWN, 0.012858, --
sat/partial-5-11-u-sc2007.cnf.bz2, Relaxed_LCM_Dist, default, 5000.11, timeout (wallclock), UNKNOWN, 0.0119329, --
sat/partial-5-11-u-sc2007.cnf.bz2, Riss7.1, NOUNSAT_proof, 5000.11, timeout (wallclock), UNKNOWN, 0.00996894, --
sat/partial-5-11-u-sc2007.cnf.bz2, Riss7.1, default_proof, 5000.11, timeout (wallclock), UNKNOWN, 0.00981805, --
sat/partial-5-11-u-sc2007.cnf.bz2, SLIME, default, 5000.1, timeout (wallclock), UNKNOWN, 0.00981012, --
sat/partial-5-11-u-sc2007.cnf.bz2, SparrowToMergeSAT, Sparrow2MergeSAT_proof, 5000.02, timeout (wallclock), UNKNOWN, 0.0098821, --
sat/partial-5-11-u-sc2007.cnf.bz2, Topk3.2_Glucose3.0, default, 5000.04, timeout (wallclock), UNKNOWN, 0.0109469, --
sat/partial-5-11-u-sc2007.cnf.bz2, Topk3_Glucose3.0, default, 5000.02, timeout (wallclock), UNKNOWN, 0.012202, --
sat/partial-5-11-u-sc2007.cnf.bz2, Topk6.2_Glucose3.0, default, 5000.02, timeout (wallclock), UNKNOWN, 0.00969305, --
sat/partial-5-11-u-sc2007.cnf.bz2, Topk6_Glucose3.0, default, 5000.01, timeout (wallclock), UNKNOWN, 0.0139791, --
sat/partial-5-11-u-sc2007.cnf.bz2, ZIB_Glucose, default, 5000.01, timeout (wallclock), UNKNOWN, 0.00906606, --
sat/partial-5-11-u-sc2007.cnf.bz2, cmsatv56-walksat, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0125579, --
sat/partial-5-11-u-sc2007.cnf.bz2, cmsatv56-walksat-chronobt, default, 5000.01, timeout (wallclock), UNKNOWN, 0.011395, --
sat/partial-5-11-u-sc2007.cnf.bz2, cmsatv56-yalsat, default, 5000.01, timeout (wallclock), UNKNOWN, 0.00927906, --
sat/partial-5-11-u-sc2007.cnf.bz2, cmsatv56-yalsat-chronobt, default, 5000.1, timeout (wallclock), UNKNOWN, 0.0148611, --
sat/partial-5-11-u-sc2007.cnf.bz2, expMaple_CM, default, 5000.11, timeout (wallclock), UNKNOWN, 0.0126001, --
sat/partial-5-11-u-sc2007.cnf.bz2, expMaple_CM _GCBump, default, 5000.11, timeout (wallclock), UNKNOWN, 0.0102251, --
sat/partial-5-11-u-sc2007.cnf.bz2, expMaple_CM _GCBumpOnlyLRB, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0108531, --
sat/partial-5-11-u-sc2007.cnf.bz2, glucose-4.2.1, default, 5000.1, timeout (wallclock), UNKNOWN, 0.011879, --
sat/partial-5-11-u-sc2007.cnf.bz2, glucose3.0, proofs, 5000.38, timeout (wallclock), UNKNOWN, 0.196775, --
sat/partial-5-11-u-sc2007.cnf.bz2, glucose_421_del, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0100781, --
sat/partial-5-11-u-sc2007.cnf.bz2, glucose_BTL, default, 5000.07, timeout (wallclock), UNKNOWN, 0.00902794, --
sat/partial-5-11-u-sc2007.cnf.bz2, optsat, default, 5000.02, timeout (wallclock), UNKNOWN, 0.013844, --
sat/partial-5-11-u-sc2007.cnf.bz2, smallsat, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0110919, --
sat/partial-5-17-s-sc2007.cnf.bz2, CCAnrSim, default, 5000.01, timeout (wallclock), UNKNOWN, 0.00917894, --
sat/partial-5-17-s-sc2007.cnf.bz2, COMiniSatPS_Pulsar_drup, drup, 3156.49, complete, SAT-VERIFIED, 0.0118319, --
sat/partial-5-17-s-sc2007.cnf.bz2, CaDiCaL, default, 1934.04, complete, SAT-VERIFIED, 0.00965392, --
sat/partial-5-17-s-sc2007.cnf.bz2, CaDiCaL, sat, 726.962, complete, SAT-VERIFIED, 0.00966499, --
sat/partial-5-17-s-sc2007.cnf.bz2, CaDiCaL, unsat, 5000.05, timeout (wallclock), UNKNOWN, 0.0110561, --
sat/partial-5-17-s-sc2007.cnf.bz2, Candy, default, 4995.11, complete, SAT-VERIFIED, 0.00985704, --
sat/partial-5-17-s-sc2007.cnf.bz2, MLDChronoBT_GCBump, default, 2724.98, complete, SAT-VERIFIED, 0.035188, --
sat/partial-5-17-s-sc2007.cnf.bz2, MapleCOMSPS_CHB_VSIDS_drup, CHB_VSIDS_drup, 228.094, complete, SAT-VERIFIED, 0.0116309, --
sat/partial-5-17-s-sc2007.cnf.bz2, MapleCOMSPS_LRB_VSIDS_2_drup, LRB_VSIDS_2_drup, 325.983, complete, SAT-VERIFIED, 0.030727, --
sat/partial-5-17-s-sc2007.cnf.bz2, MapleCOMSPS_LRB_VSIDS_drup, LRB_VSIDS_drup, 518.251, complete, SAT-VERIFIED, 0.0108671, --
sat/partial-5-17-s-sc2007.cnf.bz2, MapleLCMChronoBT_DEL, default, 1034.14, complete, SAT-VERIFIED, 0.010202, --
sat/partial-5-17-s-sc2007.cnf.bz2, MapleLCMChronoBT_Scavel_EWMA, default, 1188.73, complete, SAT-VERIFIED, 0.0108981, --
sat/partial-5-17-s-sc2007.cnf.bz2, MapleLCMChronoBT_ldcr, default, 106.165, complete, SAT-VERIFIED, 0.00921403, --
sat/partial-5-17-s-sc2007.cnf.bz2, MapleLCMDISTChronoBT_Scavel_EWMA_08ALL, default, 3033.59, complete, SAT-VERIFIED, 0.010547, --
sat/partial-5-17-s-sc2007.cnf.bz2, MapleLCMDiscChronoBT-DL-v3, default, 584.088, complete, SAT-VERIFIED, 0.0350691, --
sat/partial-5-17-s-sc2007.cnf.bz2, MapleLCMDistChronoBT-DL-v2.1, default, 2730.13, complete, SAT-VERIFIED, 0.0106431, --
sat/partial-5-17-s-sc2007.cnf.bz2, MapleLCMDistChronoBT-DL-v2.2, default, 261.314, complete, SAT-VERIFIED, 0.00941099, --
sat/partial-5-17-s-sc2007.cnf.bz2, MapleLCMDistChronoBTVariableReindexing, default, 1172.75, complete, SAT-VERIFIED, 0.00890611, --
sat/partial-5-17-s-sc2007.cnf.bz2, MapleLCMdistCBTcoreFirst, default, 2608.75, complete, SAT-VERIFIED, 0.025797, --
sat/partial-5-17-s-sc2007.cnf.bz2, Maple_CM_OnlineDel_19b, default, 1281.62, complete, SAT-VERIFIED, 0.0120219, --
sat/partial-5-17-s-sc2007.cnf.bz2, Maple_LCM_BTL, default, 446.185, complete, SAT-VERIFIED, 0.010323, --
sat/partial-5-17-s-sc2007.cnf.bz2, Maple_LCM_OnlineDel_19a, default, 805.805, complete, SAT-VERIFIED, 0.0124041, --
sat/partial-5-17-s-sc2007.cnf.bz2, Maple_LCM_Scavel_155, default, 5000.02, timeout (wallclock), UNKNOWN, 0.011319, --
sat/partial-5-17-s-sc2007.cnf.bz2, MergeSAT, simp_proof, 259.242, complete, SAT-VERIFIED, 0.0102131, --
sat/partial-5-17-s-sc2007.cnf.bz2, Minisat-v2.2.0-106-ge2dd095, simp_proof, 1561.83, complete, SAT-VERIFIED, 0.01358, --
sat/partial-5-17-s-sc2007.cnf.bz2, PADC_MapleLCMDistChronoBT, default, 267.972, complete, SAT-VERIFIED, 0.0105791, --
sat/partial-5-17-s-sc2007.cnf.bz2, PADC_MapleLCMDistChronoBT, nbIncRedDB_5_CT_0, 267.719, complete, SAT-VERIFIED, 0.0107451, --
sat/partial-5-17-s-sc2007.cnf.bz2, PADC_Maple_LCM_Dist, default, 1516.77, complete, SAT-VERIFIED, 0.0106131, --
sat/partial-5-17-s-sc2007.cnf.bz2, PSIDS_MapleLCMDistChronoBT, default, 321.932, complete, SAT-VERIFIED, 0.00945605, --
sat/partial-5-17-s-sc2007.cnf.bz2, Relaxed_LCMDistChronoBT, default, 1035.63, complete, SAT-VERIFIED, 0.00928192, --
sat/partial-5-17-s-sc2007.cnf.bz2, Relaxed_LCMDistChronoBT_Scavel, default, 141.911, complete, SAT-VERIFIED, 0.0146729, --
sat/partial-5-17-s-sc2007.cnf.bz2, Relaxed_LCMDistChronoBT_p9, default, 1042.36, complete, SAT-VERIFIED, 0.012858, --
sat/partial-5-17-s-sc2007.cnf.bz2, Relaxed_LCM_Dist, default, 462.852, complete, SAT-VERIFIED, 0.010707, --
sat/partial-5-17-s-sc2007.cnf.bz2, Riss7.1, NOUNSAT_proof, 544.96, complete, SAT-VERIFIED, 0.01012, --
sat/partial-5-17-s-sc2007.cnf.bz2, Riss7.1, default_proof, 215.585, complete, SAT-VERIFIED, 0.033487, --
sat/partial-5-17-s-sc2007.cnf.bz2, SLIME, default, 505.594, complete, SAT-VERIFIED, 0.0111439, --
sat/partial-5-17-s-sc2007.cnf.bz2, SparrowToMergeSAT, Sparrow2MergeSAT_proof, 1179.28, complete, SAT-VERIFIED, 0.0111399, --
sat/partial-5-17-s-sc2007.cnf.bz2, Topk3.2_Glucose3.0, default, 2865.83, complete, SAT-VERIFIED, 0.010062, --
sat/partial-5-17-s-sc2007.cnf.bz2, Topk3_Glucose3.0, default, 330.323, complete, SAT-VERIFIED, 0.0346739, --
sat/partial-5-17-s-sc2007.cnf.bz2, Topk6.2_Glucose3.0, default, 642.966, complete, SAT-VERIFIED, 0.013985, --
sat/partial-5-17-s-sc2007.cnf.bz2, Topk6_Glucose3.0, default, 615.394, complete, SAT-VERIFIED, 0.010022, --
sat/partial-5-17-s-sc2007.cnf.bz2, ZIB_Glucose, default, 580.56, complete, SAT-VERIFIED, 0.0131011, --
sat/partial-5-17-s-sc2007.cnf.bz2, cmsatv56-walksat, default, 693.579, complete, SAT-VERIFIED, 0.0127971, --
sat/partial-5-17-s-sc2007.cnf.bz2, cmsatv56-walksat-chronobt, default, 803.109, complete, SAT-VERIFIED, 0.00956491, --
sat/partial-5-17-s-sc2007.cnf.bz2, cmsatv56-yalsat, default, 720.252, complete, SAT-VERIFIED, 0.010003, --
sat/partial-5-17-s-sc2007.cnf.bz2, cmsatv56-yalsat-chronobt, default, 814.72, complete, SAT-VERIFIED, 0.011942, --
sat/partial-5-17-s-sc2007.cnf.bz2, expMaple_CM, default, 250.199, complete, SAT-VERIFIED, 0.0134309, --
sat/partial-5-17-s-sc2007.cnf.bz2, expMaple_CM _GCBump, default, 177.394, complete, SAT-VERIFIED, 0.0105189, --
sat/partial-5-17-s-sc2007.cnf.bz2, expMaple_CM _GCBumpOnlyLRB, default, 186.617, complete, SAT-VERIFIED, 0.00936002, --
sat/partial-5-17-s-sc2007.cnf.bz2, glucose-4.2.1, default, 817.434, complete, SAT-VERIFIED, 0.0117289, --
sat/partial-5-17-s-sc2007.cnf.bz2, glucose3.0, proofs, 205.878, complete, SAT-VERIFIED, 0.00913008, --
sat/partial-5-17-s-sc2007.cnf.bz2, glucose_421_del, default, 1278.91, complete, SAT-VERIFIED, 0.0108269, --
sat/partial-5-17-s-sc2007.cnf.bz2, glucose_BTL, default, 5000.06, timeout (wallclock), UNKNOWN, 0.0110671, --
sat/partial-5-17-s-sc2007.cnf.bz2, optsat, default, 266.942, complete, SAT-VERIFIED, 0.01023, --
sat/partial-5-17-s-sc2007.cnf.bz2, smallsat, default, 5000.1, timeout (wallclock), UNKNOWN, 0.00905112, --
sat/partial-5-19-u-sc2007.cnf.bz2, CCAnrSim, default, 4999.7, timeout (cpu), UNKNOWN, 0.0102739, --
sat/partial-5-19-u-sc2007.cnf.bz2, COMiniSatPS_Pulsar_drup, drup, 5000.07, timeout (wallclock), UNKNOWN, 0.00995108, --
sat/partial-5-19-u-sc2007.cnf.bz2, CaDiCaL, default, 5000.04, timeout (wallclock), UNKNOWN, 0.00947894, --
sat/partial-5-19-u-sc2007.cnf.bz2, CaDiCaL, sat, 5000.11, timeout (wallclock), UNKNOWN, 0.0120351, --
sat/partial-5-19-u-sc2007.cnf.bz2, CaDiCaL, unsat, 5000.01, timeout (wallclock), UNKNOWN, 0.0109511, --
sat/partial-5-19-u-sc2007.cnf.bz2, Candy, default, 5000.04, timeout (wallclock), UNKNOWN, 0.011414, --
sat/partial-5-19-u-sc2007.cnf.bz2, MLDChronoBT_GCBump, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0102111, --
