benchmark,solver,configuration,solver time,status,result,verifier time,verifier result
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, PADC_Maple_LCM_Dist, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0116709, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, PSIDS_MapleLCMDistChronoBT, default, 5000.01, timeout (wallclock), UNKNOWN, 0.0101171, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, Relaxed_LCMDistChronoBT, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0108471, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, Relaxed_LCMDistChronoBT_Scavel, default, 5000.11, timeout (wallclock), UNKNOWN, 0.00934612, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, Relaxed_LCMDistChronoBT_p9, default, 5000.05, timeout (wallclock), UNKNOWN, 0.0114661, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, Relaxed_LCM_Dist, default, 5000.08, timeout (wallclock), UNKNOWN, 0.0122161, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, Riss7.1, NOUNSAT_proof, 5000.02, timeout (wallclock), UNKNOWN, 0.01046, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, Riss7.1, default_proof, 5000.08, timeout (wallclock), UNKNOWN, 0.0129259, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, SLIME, default, 5000.03, timeout (wallclock), UNKNOWN, 0.00974, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, SparrowToMergeSAT, Sparrow2MergeSAT_proof, 5000.08, timeout (wallclock), UNKNOWN, 0.0125589, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, Topk3.2_Glucose3.0, default, 5000.04, timeout (wallclock), UNKNOWN, 0.0123429, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, Topk3_Glucose3.0, default, 5000.07, timeout (wallclock), UNKNOWN, 0.00903311, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, Topk6.2_Glucose3.0, default, 5000.01, timeout (wallclock), UNKNOWN, 0.0135591, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, Topk6_Glucose3.0, default, 5000.02, timeout (wallclock), UNKNOWN, 0.011595, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, ZIB_Glucose, default, 5000.1, timeout (wallclock), UNKNOWN, 0.0131239, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, cmsatv56-walksat, default, 5000.02, timeout (wallclock), UNKNOWN, 0.00988696, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, cmsatv56-walksat-chronobt, default, 5000.01, timeout (wallclock), UNKNOWN, 0.00931509, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, cmsatv56-yalsat, default, 5000.01, timeout (wallclock), UNKNOWN, 0.0106771, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, cmsatv56-yalsat-chronobt, default, 5000.11, timeout (wallclock), UNKNOWN, 0.0110039, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, expMaple_CM, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0124071, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, expMaple_CM _GCBump, default, 5000.08, timeout (wallclock), UNKNOWN, 0.011677, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, expMaple_CM _GCBumpOnlyLRB, default, 5000.03, timeout (wallclock), UNKNOWN, 0.00921811, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, glucose-4.2.1, default, 5000.06, timeout (wallclock), UNKNOWN, 0.0126689, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, glucose3.0, proofs, 5000.02, timeout (wallclock), UNKNOWN, 0.0110129, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, glucose_421_del, default, 5000.06, timeout (wallclock), UNKNOWN, 0.0114409, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, glucose_BTL, default, 5000.11, timeout (wallclock), UNKNOWN, 0.00912109, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, optsat, default, 5000.07, timeout (wallclock), UNKNOWN, 0.0144999, --
sat/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012.cnf.bz2, smallsat, default, 5000.01, timeout (wallclock), UNKNOWN, 0.0104919, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, CCAnrSim, default, 5000.02, timeout (wallclock), UNKNOWN, 0.00977195, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, COMiniSatPS_Pulsar_drup, drup, 5000.01, timeout (wallclock), UNKNOWN, 0.0120601, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, CaDiCaL, default, 5000.04, timeout (wallclock), UNKNOWN, 0.010653, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, CaDiCaL, sat, 5000.09, timeout (wallclock), UNKNOWN, 0.0092261, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, CaDiCaL, unsat, 5000.01, timeout (wallclock), UNKNOWN, 0.0127309, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, Candy, default, 5000.03, timeout (wallclock), UNKNOWN, 0.0109291, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, MLDChronoBT_GCBump, default, 5000.11, timeout (wallclock), UNKNOWN, 0.0116251, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, MapleCOMSPS_CHB_VSIDS_drup, CHB_VSIDS_drup, 5000.05, timeout (wallclock), UNKNOWN, 0.0113171, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, MapleCOMSPS_LRB_VSIDS_2_drup, LRB_VSIDS_2_drup, 5000.09, timeout (wallclock), UNKNOWN, 0.0105819, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, MapleCOMSPS_LRB_VSIDS_drup, LRB_VSIDS_drup, 5000.02, timeout (wallclock), UNKNOWN, 0.0126799, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, MapleLCMChronoBT_DEL, default, 5000.02, timeout (wallclock), UNKNOWN, 0.00983004, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, MapleLCMChronoBT_Scavel_EWMA, default, 5000.02, timeout (wallclock), UNKNOWN, 0.00947591, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, MapleLCMChronoBT_ldcr, default, 5000.07, timeout (wallclock), UNKNOWN, 0.0119549, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, MapleLCMDISTChronoBT_Scavel_EWMA_08ALL, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0111909, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, MapleLCMDiscChronoBT-DL-v3, default, 1054.5, complete, SAT-VERIFIED, 0.0101309, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, MapleLCMDistChronoBT-DL-v2.1, default, 5000.1, timeout (wallclock), UNKNOWN, 0.010866, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, MapleLCMDistChronoBT-DL-v2.2, default, 5000.05, timeout (wallclock), UNKNOWN, 0.0114589, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, MapleLCMDistChronoBTVariableReindexing, default, 5000.11, timeout (wallclock), UNKNOWN, 0.011914, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, MapleLCMdistCBTcoreFirst, default, 5000.1, timeout (wallclock), UNKNOWN, 0.0102459, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, Maple_CM_OnlineDel_19b, default, 5000.12, timeout (wallclock), UNKNOWN, 0.011951, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, Maple_LCM_BTL, default, 5000.02, timeout (wallclock), UNKNOWN, 0.010765, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, Maple_LCM_OnlineDel_19a, default, 5000.08, timeout (wallclock), UNKNOWN, 0.0106079, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, Maple_LCM_Scavel_155, default, 5000.05, timeout (wallclock), UNKNOWN, 0.0102269, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, MergeSAT, simp_proof, 5000.01, timeout (wallclock), UNKNOWN, 0.00971204, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, Minisat-v2.2.0-106-ge2dd095, simp_proof, 5000.02, timeout (wallclock), UNKNOWN, 0.0122131, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, PADC_MapleLCMDistChronoBT, default, 5000.04, timeout (wallclock), UNKNOWN, 0.010517, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, PADC_MapleLCMDistChronoBT, nbIncRedDB_5_CT_0, 5000.01, timeout (wallclock), UNKNOWN, 0.010296, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, PADC_Maple_LCM_Dist, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0109851, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, PSIDS_MapleLCMDistChronoBT, default, 5000.06, timeout (wallclock), UNKNOWN, 0.013955, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, Relaxed_LCMDistChronoBT, default, 5000.07, timeout (wallclock), UNKNOWN, 0.00989791, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, Relaxed_LCMDistChronoBT_Scavel, default, 421.783, complete, SAT-VERIFIED, 0.0108221, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, Relaxed_LCMDistChronoBT_p9, default, 5000.06, timeout (wallclock), UNKNOWN, 0.0122619, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, Relaxed_LCM_Dist, default, 5000.01, timeout (wallclock), UNKNOWN, 0.0115649, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, Riss7.1, NOUNSAT_proof, 5000.05, timeout (wallclock), UNKNOWN, 0.00992191, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, Riss7.1, default_proof, 5000.05, timeout (wallclock), UNKNOWN, 0.0119281, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, SLIME, default, 5000.05, timeout (wallclock), UNKNOWN, 0.0104501, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, SparrowToMergeSAT, Sparrow2MergeSAT_proof, 5000.05, timeout (wallclock), UNKNOWN, 0.011222, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, Topk3.2_Glucose3.0, default, 5000.07, timeout (wallclock), UNKNOWN, 0.00975998, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, Topk3_Glucose3.0, default, 5000.01, timeout (wallclock), UNKNOWN, 0.0102099, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, Topk6.2_Glucose3.0, default, 5000.1, timeout (wallclock), UNKNOWN, 0.011856, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, Topk6_Glucose3.0, default, 4604.04, complete, SAT-VERIFIED, 0.0108681, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, ZIB_Glucose, default, 5000.08, timeout (wallclock), UNKNOWN, 0.011442, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, cmsatv56-walksat, default, 5000.11, timeout (wallclock), UNKNOWN, 0.0117261, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, cmsatv56-walksat-chronobt, default, 1049.5, complete, SAT-VERIFIED, 0.00903192, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, cmsatv56-yalsat, default, 5000.1, timeout (wallclock), UNKNOWN, 0.011017, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, cmsatv56-yalsat-chronobt, default, 1098.24, complete, SAT-VERIFIED, 0.01202, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, expMaple_CM, default, 5000.11, timeout (wallclock), UNKNOWN, 0.010672, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, expMaple_CM _GCBump, default, 2659.59, complete, SAT-VERIFIED, 0.013163, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, expMaple_CM _GCBumpOnlyLRB, default, 5000.05, timeout (wallclock), UNKNOWN, 0.0112789, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, glucose-4.2.1, default, 5000.04, timeout (wallclock), UNKNOWN, 0.012223, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, glucose3.0, proofs, 5000.05, timeout (wallclock), UNKNOWN, 0.00937992, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, glucose_421_del, default, 4205.55, complete, SAT-VERIFIED, 0.011669, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, glucose_BTL, default, 5000.03, timeout (wallclock), UNKNOWN, 0.011916, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, optsat, default, 5000.09, timeout (wallclock), UNKNOWN, 0.018964, --
sat/LABS_n066_goal005-sc2013.cnf.bz2, smallsat, default, 5000.09, timeout (wallclock), UNKNOWN, 0.0106681, --
sat/LABS_n071_goal001-sc2013.cnf.bz2, CCAnrSim, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0103981, --
sat/LABS_n071_goal001-sc2013.cnf.bz2, COMiniSatPS_Pulsar_drup, drup, 3617.56, complete, UNSAT, 3137.89, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, CaDiCaL, default, 2913.38, complete, UNSAT, 2511.34, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, CaDiCaL, sat, 2463.36, complete, UNSAT, 2712.42, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, CaDiCaL, unsat, 4837.2, complete, UNSAT, 2967.59, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, Candy, default, 2698.04, complete, UNSAT, 3682.85, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, MLDChronoBT_GCBump, default, 2836.02, complete, UNSAT, 2497.43, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, MapleCOMSPS_CHB_VSIDS_drup, CHB_VSIDS_drup, 3638.56, complete, UNSAT, 2721.31, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, MapleCOMSPS_LRB_VSIDS_2_drup, LRB_VSIDS_2_drup, 2931.9, complete, UNSAT, 3106.24, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, MapleCOMSPS_LRB_VSIDS_drup, LRB_VSIDS_drup, 3588.8, complete, UNSAT, 3437.63, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, MapleLCMChronoBT_DEL, default, 2761.18, complete, UNSAT, 2640.68, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, MapleLCMChronoBT_Scavel_EWMA, default, 3257.66, complete, UNSAT, 2486.34, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, MapleLCMChronoBT_ldcr, default, 2875.23, complete, UNSAT, 3084.35, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, MapleLCMDISTChronoBT_Scavel_EWMA_08ALL, default, 3895.74, complete, UNSAT, 3380.45, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, MapleLCMDiscChronoBT-DL-v3, default, 3342.8, complete, UNSAT, 3733.65, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, MapleLCMDistChronoBT-DL-v2.1, default, 2978.42, complete, UNSAT, 2940.26, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, MapleLCMDistChronoBT-DL-v2.2, default, 2882.26, complete, UNSAT, 2664.49, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, MapleLCMDistChronoBTVariableReindexing, default, 2879.66, complete, UNSAT, 2765.62, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, MapleLCMdistCBTcoreFirst, default, 4052.59, complete, UNSAT, 3283.92, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, Maple_CM_OnlineDel_19b, default, 2516.74, complete, UNSAT, 2083.5, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, Maple_LCM_BTL, default, 3233.67, complete, UNSAT, 2850.32, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, Maple_LCM_OnlineDel_19a, default, 3839.77, complete, UNSAT, 3480.29, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, Maple_LCM_Scavel_155, default, 3237.64, complete, UNSAT, 2412.83, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, MergeSAT, simp_proof, 2970.86, complete, UNSAT, 3268.48, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, Minisat-v2.2.0-106-ge2dd095, simp_proof, 3706.95, complete, UNSAT, 5781.04, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, PADC_MapleLCMDistChronoBT, default, 2877.98, complete, UNSAT, 2622.92, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, PADC_MapleLCMDistChronoBT, nbIncRedDB_5_CT_0, 3145.89, complete, UNSAT, 2930.05, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, PADC_Maple_LCM_Dist, default, 2740.18, complete, UNSAT, 2560.9, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, PSIDS_MapleLCMDistChronoBT, default, 3193.65, complete, UNSAT, 2804.49, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, Relaxed_LCMDistChronoBT, default, 3754.8, complete, UNSAT, 3172.26, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, Relaxed_LCMDistChronoBT_Scavel, default, 3131.22, complete, UNSAT, 2751.98, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, Relaxed_LCMDistChronoBT_p9, default, 2778.86, complete, UNSAT, 2630.17, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, Relaxed_LCM_Dist, default, 2696.73, complete, UNSAT, 2436.75, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, Riss7.1, NOUNSAT_proof, 5000.02, timeout (wallclock), UNKNOWN, 0.00965589, --
sat/LABS_n071_goal001-sc2013.cnf.bz2, Riss7.1, default_proof, 3244.67, complete, UNSAT, 0.93193, FailedToCheck
sat/LABS_n071_goal001-sc2013.cnf.bz2, SLIME, default, 3705.21, complete, UNSAT, 4647.72, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, SparrowToMergeSAT, Sparrow2MergeSAT_proof, 3912.35, complete, UNSAT, 3028.53, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, Topk3.2_Glucose3.0, default, 5000.1, timeout (wallclock), UNKNOWN, 0.0111709, --
sat/LABS_n071_goal001-sc2013.cnf.bz2, Topk3_Glucose3.0, default, 5000.1, timeout (wallclock), UNKNOWN, 0.011438, --
sat/LABS_n071_goal001-sc2013.cnf.bz2, Topk6.2_Glucose3.0, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0104939, --
sat/LABS_n071_goal001-sc2013.cnf.bz2, Topk6_Glucose3.0, default, 5000.02, timeout (wallclock), UNKNOWN, 0.0104651, --
sat/LABS_n071_goal001-sc2013.cnf.bz2, ZIB_Glucose, default, 3842.85, complete, UNSAT, 3294.36, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, cmsatv56-walksat, default, 2095.87, complete, UNSAT, 3057.99, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, cmsatv56-walksat-chronobt, default, 2282.05, complete, UNSAT, 3199.52, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, cmsatv56-yalsat, default, 2122.96, complete, UNSAT, 3084.75, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, cmsatv56-yalsat-chronobt, default, 2256.89, complete, UNSAT, 3118.92, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, expMaple_CM, default, 2354.29, complete, UNSAT, 2305.33, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, expMaple_CM _GCBump, default, 2302.76, complete, UNSAT, 2404.65, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, expMaple_CM _GCBumpOnlyLRB, default, 2665.56, complete, UNSAT, 2349.84, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, glucose-4.2.1, default, 2605.29, complete, UNSAT, 3324.21, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, glucose3.0, proofs, 3363.58, complete, UNSAT, 3286.07, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, glucose_421_del, default, 2574.62, complete, UNSAT, 3305.56, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, glucose_BTL, default, 2814.14, complete, UNSAT, 3926.78, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, optsat, default, 2820.06, complete, UNSAT, 4791.57, UNSAT-VERIFIED
sat/LABS_n071_goal001-sc2013.cnf.bz2, smallsat, default, 2437.62, complete, UNSAT, 4989.6, UNSAT-VERIFIED
sat/LABS_n087_goal008-sc2013.cnf.bz2, CCAnrSim, default, 5000.01, timeout (wallclock), UNKNOWN, 0.0157591, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, COMiniSatPS_Pulsar_drup, drup, 216.889, complete, SAT-VERIFIED, 0.011294, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, CaDiCaL, default, 492.942, complete, SAT-VERIFIED, 0.0104481, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, CaDiCaL, sat, 1578.99, complete, SAT-VERIFIED, 0.0148319, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, CaDiCaL, unsat, 2680.33, complete, SAT-VERIFIED, 0.011464, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, Candy, default, 1095.31, complete, SAT-VERIFIED, 0.032567, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, MLDChronoBT_GCBump, default, 267.474, complete, SAT-VERIFIED, 0.0111709, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, MapleCOMSPS_CHB_VSIDS_drup, CHB_VSIDS_drup, 381.305, complete, SAT-VERIFIED, 0.01551, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, MapleCOMSPS_LRB_VSIDS_2_drup, LRB_VSIDS_2_drup, 25.4532, complete, SAT-VERIFIED, 0.00945499, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, MapleCOMSPS_LRB_VSIDS_drup, LRB_VSIDS_drup, 2092.6, complete, SAT-VERIFIED, 0.011564, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, MapleLCMChronoBT_DEL, default, 1374.86, complete, SAT-VERIFIED, 0.0107831, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, MapleLCMChronoBT_Scavel_EWMA, default, 588.794, complete, SAT-VERIFIED, 0.0129251, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, MapleLCMChronoBT_ldcr, default, 4900.72, complete, SAT-VERIFIED, 0.010763, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, MapleLCMDISTChronoBT_Scavel_EWMA_08ALL, default, 5000.11, timeout (wallclock), UNKNOWN, 0.00967288, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, MapleLCMDiscChronoBT-DL-v3, default, 804.949, complete, SAT-VERIFIED, 0.01147, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, MapleLCMDistChronoBT-DL-v2.1, default, 2778.13, complete, SAT-VERIFIED, 0.011005, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, MapleLCMDistChronoBT-DL-v2.2, default, 5000.4, timeout (wallclock), UNKNOWN, 0.185702, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, MapleLCMDistChronoBTVariableReindexing, default, 1285.46, complete, SAT-VERIFIED, 0.0135001, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, MapleLCMdistCBTcoreFirst, default, 2603.29, complete, SAT-VERIFIED, 0.00984293, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, Maple_CM_OnlineDel_19b, default, 3067.11, complete, SAT-VERIFIED, 0.0115839, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, Maple_LCM_BTL, default, 4220.09, complete, SAT-VERIFIED, 0.01181, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, Maple_LCM_OnlineDel_19a, default, 5000.04, timeout (wallclock), UNKNOWN, 0.0108799, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, Maple_LCM_Scavel_155, default, 2172.6, complete, SAT-VERIFIED, 0.00954411, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, MergeSAT, simp_proof, 2870.38, complete, SAT-VERIFIED, 0.00972798, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, Minisat-v2.2.0-106-ge2dd095, simp_proof, 1005.45, complete, SAT-VERIFIED, 0.0108509, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, PADC_MapleLCMDistChronoBT, default, 3507.17, complete, SAT-VERIFIED, 0.011008, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, PADC_MapleLCMDistChronoBT, nbIncRedDB_5_CT_0, 5000.02, timeout (wallclock), UNKNOWN, 0.00958211, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, PADC_Maple_LCM_Dist, default, 5000.07, timeout (wallclock), UNKNOWN, 0.011518, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, PSIDS_MapleLCMDistChronoBT, default, 5000.09, timeout (wallclock), UNKNOWN, 0.0144569, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, Relaxed_LCMDistChronoBT, default, 1117.58, complete, SAT-VERIFIED, 0.0110269, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, Relaxed_LCMDistChronoBT_Scavel, default, 3046.15, complete, SAT-VERIFIED, 0.01167, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, Relaxed_LCMDistChronoBT_p9, default, 1076.5, complete, SAT-VERIFIED, 0.0113239, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, Relaxed_LCM_Dist, default, 5000.02, timeout (wallclock), UNKNOWN, 0.011867, --
sat/LABS_n087_goal008-sc2013.cnf.bz2, Riss7.1, NOUNSAT_proof, 5000.04, timeout (wallclock), UNKNOWN, 0.00910003, --
