input;id_instance;method;k;size;percent;res3700re;time;cut;ite;cover
TF-48.tf;17;ktf;1;17;1.0;0;0.24013161659240723;False;1;95
rtf30-5.txt;18;ktf;1;4;1.0;0;0.16256332397460938;False;1;95
TF-57.tf;19;ktf;1;11;1.0;0;0.21513748168945312;False;1;95
TF-81.tf;20;ktf;1;13;1.0;0;0.2285146713256836;False;1;95
TF-18.tf;21;ktf;1;11;1.0;0;0.22805118560791016;False;1;95
TF-12.tf;22;ktf;1;12;1.0;0;0.21712470054626465;False;1;95
TF-21.tf;23;ktf;1;16;1.0;0;0.23335647583007812;False;1;95
rtf30-7.txt;24;ktf;1;7;1.0;0;0.15921521186828613;False;1;95
TF-42.tf;25;ktf;1;15;1.0;0;0.22953224182128906;False;1;95
scp1000-8.txt;26;ktf;1;111;1.0;0;0.31906843185424805;False;1;95
TF-11.tf;27;ktf;1;16;1.0;0;0.24185657501220703;False;1;95
TF-33.tf;28;ktf;1;16;1.0;0;0.23707962036132812;False;1;95
TF-56.tf;29;ktf;1;13;1.0;0;0.2216954231262207;False;1;95
TF-36.tf;30;ktf;1;10;1.0;0;0.2138218879699707;False;1;95
TF-30.tf;31;ktf;1;19;1.0;0;0.633800745010376;False;1;95
TF-28.tf;32;ktf;1;10;1.0;0;0.19706177711486816;False;1;95
TF-38.tf;33;ktf;1;17;1.0;0;0.24542784690856934;False;1;95
TF-64.tf;34;ktf;1;14;1.0;0;0.23770570755004883;False;1;95
TF-31.tf;35;ktf;1;13;1.0;0;0.24111628532409668;False;1;95
TF-88.tf;36;ktf;1;10;1.0;0;0.21781396865844727;False;1;95
cire150-1.txt;37;ktf;1;20;1.0;0;0.7512147426605225;False;1;95
cire100-2.txt;38;ktf;1;15;1.0;0;0.1698744297027588;False;1;95
TF-14.tf;39;ktf;1;17;1.0;0;0.24890589714050293;False;1;95
TF-95.tf;40;ktf;1;16;1.0;0;1.1775574684143066;False;1;95
TF-86.tf;41;ktf;1;17;1.0;0;0.23843026161193848;False;1;95
TF-83.tf;42;ktf;1;11;1.0;0;0.20914363861083984;False;1;95
TF-24.tf;43;ktf;1;10;1.0;0;0.20411396026611328;False;1;95
TF-4.tf;44;ktf;1;7;1.0;0;0.19582748413085938;False;1;95
rtf30-9.txt;45;ktf;1;4;1.0;0;0.1610426902770996;False;1;95
TF-74.tf;46;ktf;1;10;1.0;0;0.21433067321777344;False;1;95
TF-80.tf;47;ktf;1;14;1.0;0;0.26029276847839355;False;1;95
TF-44.tf;48;ktf;1;15;1.0;0;0.21319222450256348;False;1;95
TF-66.tf;49;ktf;1;13;1.0;0;0.2728915214538574;False;1;95
TF-62.tf;50;ktf;1;14;1.0;0;0.21332263946533203;False;1;95
TF-97.tf;51;ktf;1;17;1.0;0;0.2458961009979248;False;1;95
TF-13.tf;52;ktf;1;10;1.0;0;0.20902395248413086;False;1;95
scp1000-7.txt;53;ktf;1;107;1.0;0;3.169755220413208;False;1;95
scp1000-0.txt;54;ktf;1;112;1.0;0;1.2998876571655273;False;1;95
scp1000-5.txt;55;ktf;1;111;1.0;0;0.997434139251709;False;1;95
rtf30-4.txt;56;ktf;1;4;1.0;0;0.160475492477417;False;1;95
TF-59.tf;57;ktf;1;12;1.0;0;0.2084183692932129;False;1;95
TF-27.tf;58;ktf;1;12;1.0;0;0.22473835945129395;False;1;95
TF-23.tf;59;ktf;1;14;1.0;0;0.21442389488220215;False;1;95
TF-35.tf;60;ktf;1;14;1.0;0;0.22087979316711426;False;1;95
scp1000-4.txt;61;ktf;1;106;1.0;0;1.5820088386535645;False;1;95
TF-61.tf;62;ktf;1;15;1.0;0;0.2361910343170166;False;1;95
scp1000-2.txt;63;ktf;1;106;1.0;0;1.1089911460876465;False;1;95
TF-98.tf;64;ktf;1;13;1.0;0;0.22525763511657715;False;1;95
TF-40.tf;65;ktf;1;14;1.0;0;0.22231650352478027;False;1;95
TF-46.tf;66;ktf;1;10;1.0;0;0.22556328773498535;False;1;95
TF-58.tf;67;ktf;1;12;1.0;0;0.2071857452392578;False;1;95
cire150-5.txt;68;ktf;1;25;1.0;0;0.7775547504425049;False;1;95
cire150-6.txt;69;ktf;1;23;1.0;0;0.168381929397583;False;1;95
TF-100.tf;70;ktf;1;10;1.0;0;0.2044050693511963;False;1;95
TF-87.tf;71;ktf;1;16;1.0;0;0.734874963760376;False;1;95
cire100-6.txt;72;ktf;1;16;1.0;0;0.1720595359802246;False;1;95
TF-3.tf;73;ktf;1;11;1.0;0;0.20802998542785645;False;1;95
TF-73.tf;74;ktf;1;14;1.0;0;0.22835230827331543;False;1;95
rtf30-3.txt;75;ktf;1;3;1.0;0;0.15980792045593262;False;1;95
TF-16.tf;76;ktf;1;14;1.0;0;0.22954225540161133;False;1;95
TF-65.tf;77;ktf;1;18;1.0;0;0.23139166831970215;False;1;95
TF-22.tf;78;ktf;1;12;1.0;0;0.21278953552246094;False;1;95
cire100-0.txt;79;ktf;1;14;1.0;0;0.7983813285827637;False;1;95
TF-26.tf;80;ktf;1;10;1.0;0;0.2081470489501953;False;1;95
TF-75.tf;81;ktf;1;18;1.0;0;0.9349236488342285;False;1;95
TF-32.tf;82;ktf;1;14;1.0;0;0.23091888427734375;False;1;95
rtf30-2.txt;83;ktf;1;3;1.0;0;0.1577754020690918;False;1;95
scp1000-3.txt;84;ktf;1;107;1.0;0;1.2354815006256104;False;1;95
TF-90.tf;85;ktf;1;13;1.0;0;0.2252645492553711;False;1;95
rtf30-1.txt;86;ktf;1;5;1.0;0;0.1612405776977539;False;1;95
TF-25.tf;87;ktf;1;15;1.0;0;0.23807406425476074;False;1;95
cire150-9.txt;88;ktf;1;23;1.0;0;0.9223060607910156;False;1;95
scp1000-6.txt;89;ktf;1;104;1.0;0;0.2362060546875;False;1;95
TF-89.tf;90;ktf;1;18;1.0;0;0.2690751552581787;False;1;95
cire100-8.txt;91;ktf;1;17;1.0;0;0.8175172805786133;False;1;95
TF-39.tf;92;ktf;1;15;1.0;0;0.5305330753326416;False;1;95
TF-67.tf;93;ktf;1;9;1.0;0;0.20958900451660156;False;1;95
TF-69.tf;94;ktf;1;11;1.0;0;0.21877646446228027;False;1;95
TF-53.tf;95;ktf;1;13;1.0;0;0.23350071907043457;False;1;95
TF-60.tf;96;ktf;1;17;1.0;0;1.7057557106018066;False;1;95
TF-71.tf;97;ktf;1;14;1.0;0;0.2383129596710205;False;1;95
cire100-7.txt;98;ktf;1;19;1.0;0;0.1726090908050537;False;1;95
cire150-4.txt;99;ktf;1;25;1.0;0;1.0165374279022217;False;1;95
TF-77.tf;100;ktf;1;11;1.0;0;0.21451354026794434;False;1;95
TF-85.tf;101;ktf;1;13;1.0;0;0.22375106811523438;False;1;95
TF-91.tf;102;ktf;1;19;1.0;0;1.5640392303466797;False;1;95
cire100-5.txt;103;ktf;1;13;1.0;0;0.17169642448425293;False;1;95
TF-93.tf;104;ktf;1;15;1.0;0;0.9722363948822021;False;1;95
TF-47.tf;105;ktf;1;14;1.0;0;0.22194552421569824;False;1;95
scp1000-9.txt;106;ktf;1;116;1.0;0;1.0210461616516113;False;1;95
TF-79.tf;107;ktf;1;17;1.0;0;1.1057701110839844;False;1;95
TF-6.tf;108;ktf;1;10;1.0;0;0.2114560604095459;False;1;95
TF-49.tf;109;ktf;1;10;1.0;0;0.21567678451538086;False;1;95
TF-63.tf;110;ktf;1;12;1.0;0;0.22066426277160645;False;1;95
TF-9.tf;111;ktf;1;16;1.0;0;0.2464156150817871;False;1;95
TF-94.tf;112;ktf;1;12;1.0;0;0.21376419067382812;False;1;95
TF-20.tf;113;ktf;1;12;1.0;0;0.2395014762878418;False;1;95
TF-50.tf;114;ktf;1;13;1.0;0;0.22433686256408691;False;1;95
cire150-8.txt;115;ktf;1;22;1.0;0;0.16846013069152832;False;1;95
TF-1.tf;116;ktf;1;14;1.0;0;0.22920918464660645;False;1;95
cire100-3.txt;117;ktf;1;15;1.0;0;0.9374234676361084;False;1;95
rtf30-8.txt;118;ktf;1;3;1.0;0;0.1597301959991455;False;1;95
TF-5.tf;119;ktf;1;10;1.0;0;0.21878623962402344;False;1;95
TF-17.tf;120;ktf;1;17;1.0;0;0.23961830139160156;False;1;95
TF-19.tf;121;ktf;1;16;1.0;0;0.24287772178649902;False;1;95
TF-7.tf;122;ktf;1;17;1.0;0;0.4468204975128174;False;1;95
rtf30-0.txt;123;ktf;1;4;1.0;0;0.7760090827941895;False;1;95
TF-84.tf;124;ktf;1;14;1.0;0;0.21952176094055176;False;1;95
TF-82.tf;125;ktf;1;16;1.0;0;0.26425886154174805;False;1;95
cire150-0.txt;126;ktf;1;22;1.0;0;0.16678905487060547;False;1;95
cire150-7.txt;127;ktf;1;21;1.0;0;0.7482435703277588;False;1;95
cire150-3.txt;128;ktf;1;20;1.0;0;0.1693737506866455;False;1;95
TF-43.tf;129;ktf;1;10;1.0;0;0.2132861614227295;False;1;95
TF-68.tf;130;ktf;1;14;1.0;0;0.831693172454834;False;1;95
cire100-1.txt;131;ktf;1;18;1.0;0;0.1734921932220459;False;1;95
TF-29.tf;132;ktf;1;13;1.0;0;0.22205758094787598;False;1;95
TF-92.tf;133;ktf;1;16;1.0;0;0.3930075168609619;False;1;95
cire150-2.txt;134;ktf;1;27;1.0;0;0.16667866706848145;False;1;95
TF-52.tf;135;ktf;1;17;1.0;0;0.24589800834655762;False;1;95
TF-45.tf;136;ktf;1;13;1.0;0;0.22350025177001953;False;1;95
TF-34.tf;137;ktf;1;13;1.0;0;0.2190840244293213;False;1;95
TF-72.tf;138;ktf;1;11;1.0;0;0.22677350044250488;False;1;95
TF-96.tf;139;ktf;1;8;1.0;0;0.2065441608428955;False;1;95
TF-37.tf;0;ptf;4;NA;NA;NA;3700;False;1;90
TF-70.tf;1;ptf;4;NA;NA;NA;3700;False;1;90
cire100-4.txt;2;ptf;4;NA;NA;NA;3700;False;1;90
rtf30-6.txt;3;ptf;4;NA;NA;NA;3700;False;1;90
TF-15.tf;4;ptf;4;NA;NA;NA;3700;False;1;90
TF-10.tf;5;ptf;4;NA;NA;NA;3700;False;1;90
TF-51.tf;6;ptf;4;NA;NA;NA;3700;False;1;90
TF-54.tf;7;ptf;4;NA;NA;NA;3700;False;1;90
scp1000-1.txt;8;ptf;4;60;0.905;False;1;90
TF-76.tf;9;ptf;4;NA;NA;NA;3700;False;1;90
TF-55.tf;10;ptf;4;NA;NA;NA;3700;False;1;90
TF-8.tf;11;ptf;4;NA;NA;NA;3700;False;1;90
TF-78.tf;12;ptf;4;NA;NA;NA;3700;False;1;90
cire100-9.txt;13;ptf;4;NA;NA;NA;3700;False;1;90
TF-99.tf;14;ptf;4;NA;NA;NA;3700;False;1;90
TF-41.tf;15;ptf;4;NA;NA;NA;3700;False;1;90
TF-2.tf;16;ptf;4;NA;NA;NA;3700;False;1;90
TF-48.tf;17;ptf;4;NA;NA;NA;3700;False;1;90
rtf30-5.txt;18;ptf;4;NA;NA;NA;3700;False;1;90
TF-57.tf;19;ptf;4;NA;NA;NA;3700;False;1;90
TF-81.tf;20;ptf;4;NA;NA;NA;3700;False;1;90
TF-18.tf;21;ptf;4;NA;NA;NA;3700;False;1;90
TF-12.tf;22;ptf;4;NA;NA;NA;3700;False;1;90
TF-21.tf;23;ptf;4;NA;NA;NA;3700;False;1;90
rtf30-7.txt;24;ptf;4;NA;NA;NA;3700;False;1;90
TF-42.tf;25;ptf;4;NA;NA;NA;3700;False;1;90
scp1000-8.txt;26;ptf;4;61;0.905;False;1;90
TF-11.tf;27;ptf;4;NA;NA;NA;3700;False;1;90
TF-33.tf;28;ptf;4;NA;NA;NA;3700;False;1;90
TF-56.tf;29;ptf;4;NA;NA;NA;3700;False;1;90
TF-36.tf;30;ptf;4;NA;NA;NA;3700;False;1;90
TF-30.tf;31;ptf;4;NA;NA;NA;3700;False;1;90
TF-28.tf;32;ptf;4;NA;NA;NA;3700;False;1;90
TF-38.tf;33;ptf;4;NA;NA;NA;3700;False;1;90
TF-64.tf;34;ptf;4;NA;NA;NA;3700;False;1;90
TF-31.tf;35;ptf;4;NA;NA;NA;3700;False;1;90
TF-88.tf;36;ptf;4;NA;NA;NA;3700;False;1;90
cire150-1.txt;37;ptf;4;NA;NA;NA;3700;False;1;90
cire100-2.txt;38;ptf;4;NA;NA;NA;3700;False;1;90
TF-14.tf;39;ptf;4;NA;NA;NA;3700;False;1;90
TF-95.tf;40;ptf;4;NA;NA;NA;3700;False;1;90
TF-86.tf;41;ptf;4;NA;NA;NA;3700;False;1;90
TF-83.tf;42;ptf;4;NA;NA;NA;3700;False;1;90
TF-24.tf;43;ptf;4;NA;NA;NA;3700;False;1;90
TF-4.tf;44;ptf;4;NA;NA;NA;3700;False;1;90
rtf30-9.txt;45;ptf;4;NA;NA;NA;3700;False;1;90
TF-74.tf;46;ptf;4;NA;NA;NA;3700;False;1;90
TF-80.tf;47;ptf;4;NA;NA;NA;3700;False;1;90
TF-44.tf;48;ptf;4;NA;NA;NA;3700;False;1;90
TF-66.tf;49;ptf;4;NA;NA;NA;3700;False;1;90
TF-62.tf;50;ptf;4;NA;NA;NA;3700;False;1;90
TF-97.tf;51;ptf;4;NA;NA;NA;3700;False;1;90
TF-13.tf;52;ptf;4;NA;NA;NA;3700;False;1;90
scp1000-7.txt;53;ptf;4;59;0.9;False;1;90
scp1000-0.txt;54;ptf;4;66;0.915;False;1;90
scp1000-5.txt;55;ptf;4;65;0.925;False;1;90
rtf30-4.txt;56;ptf;4;NA;NA;NA;3700;False;1;90
TF-59.tf;57;ptf;4;NA;NA;NA;3700;False;1;90
TF-27.tf;58;ptf;4;NA;NA;NA;3700;False;1;90
TF-23.tf;59;ptf;4;NA;NA;NA;3700;False;1;90
TF-35.tf;60;ptf;4;NA;NA;NA;3700;False;1;90
scp1000-4.txt;61;ptf;4;60;0.92;False;1;90
TF-61.tf;62;ptf;4;NA;NA;NA;3700;False;1;90
scp1000-2.txt;63;ptf;4;64;0.915;False;1;90
TF-98.tf;64;ptf;4;NA;NA;NA;3700;False;1;90
TF-40.tf;65;ptf;4;NA;NA;NA;3700;False;1;90
TF-46.tf;66;ptf;4;NA;NA;NA;3700;False;1;90
TF-58.tf;67;ptf;4;NA;NA;NA;3700;False;1;90
cire150-5.txt;68;ptf;4;NA;NA;NA;3700;False;1;90
cire150-6.txt;69;ptf;4;NA;NA;NA;3700;False;1;90
TF-100.tf;70;ptf;4;NA;NA;NA;3700;False;1;90
TF-87.tf;71;ptf;4;NA;NA;NA;3700;False;1;90
cire100-6.txt;72;ptf;4;NA;NA;NA;3700;False;1;90
TF-3.tf;73;ptf;4;NA;NA;NA;3700;False;1;90
TF-73.tf;74;ptf;4;NA;NA;NA;3700;False;1;90
rtf30-3.txt;75;ptf;4;NA;NA;NA;3700;False;1;90
TF-16.tf;76;ptf;4;NA;NA;NA;3700;False;1;90
TF-65.tf;77;ptf;4;NA;NA;NA;3700;False;1;90
TF-22.tf;78;ptf;4;NA;NA;NA;3700;False;1;90
cire100-0.txt;79;ptf;4;NA;NA;NA;3700;False;1;90
TF-26.tf;80;ptf;4;NA;NA;NA;3700;False;1;90
TF-75.tf;81;ptf;4;NA;NA;NA;3700;False;1;90
TF-32.tf;82;ptf;4;NA;NA;NA;3700;False;1;90
rtf30-2.txt;83;ptf;4;NA;NA;NA;3700;False;1;90
scp1000-3.txt;84;ptf;4;63;0.92;False;1;90
TF-90.tf;85;ptf;4;NA;NA;NA;3700;False;1;90
rtf30-1.txt;86;ptf;4;NA;NA;NA;3700;False;1;90
TF-25.tf;87;ptf;4;NA;NA;NA;3700;False;1;90
cire150-9.txt;88;ptf;4;NA;NA;NA;3700;False;1;90
scp1000-6.txt;89;ptf;4;58;0.9;False;1;90
TF-89.tf;90;ptf;4;NA;NA;NA;3700;False;1;90
cire100-8.txt;91;ptf;4;NA;NA;NA;3700;False;1;90
TF-39.tf;92;ptf;4;NA;NA;NA;3700;False;1;90
TF-67.tf;93;ptf;4;NA;NA;NA;3700;False;1;90
TF-69.tf;94;ptf;4;NA;NA;NA;3700;False;1;90
TF-53.tf;95;ptf;4;NA;NA;NA;3700;False;1;90
TF-60.tf;96;ptf;4;NA;NA;NA;3700;False;1;90
TF-71.tf;97;ptf;4;NA;NA;NA;3700;False;1;90
cire100-7.txt;98;ptf;4;NA;NA;NA;3700;False;1;90
cire150-4.txt;99;ptf;4;NA;NA;NA;3700;False;1;90
TF-77.tf;100;ptf;4;NA;NA;NA;3700;False;1;90
TF-85.tf;101;ptf;4;NA;NA;NA;3700;False;1;90
TF-91.tf;102;ptf;4;NA;NA;NA;3700;False;1;90
cire100-5.txt;103;ptf;4;NA;NA;NA;3700;False;1;90
TF-93.tf;104;ptf;4;NA;NA;NA;3700;False;1;90
TF-47.tf;105;ptf;4;NA;NA;NA;3700;False;1;90
scp1000-9.txt;106;ptf;4;65;0.92;False;1;90
TF-79.tf;107;ptf;4;NA;NA;NA;3700;False;1;90
TF-6.tf;108;ptf;4;NA;NA;NA;3700;False;1;90
TF-49.tf;109;ptf;4;NA;NA;NA;3700;False;1;90
TF-63.tf;110;ptf;4;NA;NA;NA;3700;False;1;90
TF-9.tf;111;ptf;4;NA;NA;NA;3700;False;1;90
TF-94.tf;112;ptf;4;NA;NA;NA;3700;False;1;90
TF-20.tf;113;ptf;4;NA;NA;NA;3700;False;1;90
TF-50.tf;114;ptf;4;NA;NA;NA;3700;False;1;90
cire150-8.txt;115;ptf;4;NA;NA;NA;3700;False;1;90
TF-1.tf;116;ptf;4;NA;NA;NA;3700;False;1;90
cire100-3.txt;117;ptf;4;NA;NA;NA;3700;False;1;90
rtf30-8.txt;118;ptf;4;NA;NA;NA;3700;False;1;90
TF-5.tf;119;ptf;4;NA;NA;NA;3700;False;1;90
TF-17.tf;120;ptf;4;NA;NA;NA;3700;False;1;90
TF-19.tf;121;ptf;4;NA;NA;NA;3700;False;1;90
TF-7.tf;122;ptf;4;NA;NA;NA;3700;False;1;90
rtf30-0.txt;123;ptf;4;NA;NA;NA;3700;False;1;90
TF-84.tf;124;ptf;4;NA;NA;NA;3700;False;1;90
TF-82.tf;125;ptf;4;NA;NA;NA;3700;False;1;90
cire150-0.txt;126;ptf;4;NA;NA;NA;3700;False;1;90
cire150-7.txt;127;ptf;4;NA;NA;NA;3700;False;1;90
cire150-3.txt;128;ptf;4;NA;NA;NA;3700;False;1;90
TF-43.tf;129;ptf;4;NA;NA;NA;3700;False;1;90
TF-68.tf;130;ptf;4;NA;NA;NA;3700;False;1;90
cire100-1.txt;131;ptf;4;NA;NA;NA;3700;False;1;90
TF-29.tf;132;ptf;4;NA;NA;NA;3700;False;1;90
TF-92.tf;133;ptf;4;NA;NA;NA;3700;False;1;90
cire150-2.txt;134;ptf;4;NA;NA;NA;3700;False;1;90
TF-52.tf;135;ptf;4;NA;NA;NA;3700;False;1;90
TF-45.tf;136;ptf;4;NA;NA;NA;3700;False;1;90
TF-34.tf;137;ptf;4;NA;NA;NA;3700;False;1;90
TF-72.tf;138;ptf;4;NA;NA;NA;3700;False;1;90
TF-96.tf;139;ptf;4;NA;NA;NA;3700;False;1;90
TF-37.tf;0;ptf;2;NA;NA;NA;3700;False;1;95
TF-70.tf;1;ptf;2;NA;NA;NA;3700;False;1;95
cire100-4.txt;2;ptf;2;NA;NA;NA;3700;False;1;95
rtf30-6.txt;3;ptf;2;5;1.0;0;337.7708604335785;False;213;95
TF-15.tf;4;ptf;2;NA;NA;NA;3700;False;1;95
TF-10.tf;5;ptf;2;NA;NA;NA;3700;False;1;95
TF-51.tf;6;ptf;2;NA;NA;NA;3700;False;1;95
TF-54.tf;7;ptf;2;NA;NA;NA;3700;False;1;95
scp1000-1.txt;8;ptf;2;60;0.95;123.0;0.3073430061340332;False;1;95
TF-76.tf;9;ptf;2;NA;NA;NA;3700;False;1;95
TF-55.tf;10;ptf;2;NA;NA;NA;3700;False;1;95
TF-8.tf;11;ptf;2;NA;NA;NA;3700;False;1;95
TF-78.tf;12;ptf;2;NA;NA;NA;3700;False;1;95
cire100-9.txt;13;ptf;2;NA;NA;NA;3700;False;1;95
TF-99.tf;14;ptf;2;NA;NA;NA;3700;False;1;95
TF-41.tf;15;ptf;2;NA;NA;NA;3700;False;1;95
TF-2.tf;16;ptf;2;NA;NA;NA;3700;False;1;95
TF-48.tf;17;ptf;2;NA;NA;NA;3700;False;1;95
rtf30-5.txt;18;ptf;2;NA;NA;NA;3700;False;1;95
TF-57.tf;19;ptf;2;NA;NA;NA;3700;False;1;95
TF-81.tf;20;ptf;2;NA;NA;NA;3700;False;1;95
TF-18.tf;21;ptf;2;NA;NA;NA;3700;False;1;95
TF-12.tf;22;ptf;2;NA;NA;NA;3700;False;1;95
TF-21.tf;23;ptf;2;NA;NA;NA;3700;False;1;95
rtf30-7.txt;24;ptf;2;NA;NA;NA;3700;False;1;95
TF-42.tf;25;ptf;2;NA;NA;NA;3700;False;1;95
scp1000-8.txt;26;ptf;2;62;0.95;117.0;10.66624927520752;False;8;95
TF-11.tf;27;ptf;2;NA;NA;NA;3700;False;1;95
TF-33.tf;28;ptf;2;NA;NA;NA;3700;False;1;95
TF-56.tf;29;ptf;2;NA;NA;NA;3700;False;1;95
TF-36.tf;30;ptf;2;NA;NA;NA;3700;False;1;95
TF-30.tf;31;ptf;2;NA;NA;NA;3700;False;1;95
TF-28.tf;32;ptf;2;NA;NA;NA;3700;False;1;95
TF-38.tf;33;ptf;2;NA;NA;NA;3700;False;1;95
TF-64.tf;34;ptf;2;NA;NA;NA;3700;False;1;95
TF-31.tf;35;ptf;2;NA;NA;NA;3700;False;1;95
TF-88.tf;36;ptf;2;NA;NA;NA;3700;False;1;95
cire150-1.txt;37;ptf;2;NA;NA;NA;3700;False;1;95
cire100-2.txt;38;ptf;2;NA;NA;NA;3700;False;1;95
TF-14.tf;39;ptf;2;NA;NA;NA;3700;False;1;95
TF-95.tf;40;ptf;2;NA;NA;NA;3700;False;1;95
TF-86.tf;41;ptf;2;NA;NA;NA;3700;False;1;95
TF-83.tf;42;ptf;2;NA;NA;NA;3700;False;1;95
TF-24.tf;43;ptf;2;NA;NA;NA;3700;False;1;95
TF-4.tf;44;ptf;2;NA;NA;NA;3700;False;1;95
rtf30-9.txt;45;ptf;2;NA;NA;NA;3700;False;1;95
TF-74.tf;46;ptf;2;NA;NA;NA;3700;False;1;95
TF-80.tf;47;ptf;2;NA;NA;NA;3700;False;1;95
TF-44.tf;48;ptf;2;NA;NA;NA;3700;False;1;95
TF-66.tf;49;ptf;2;NA;NA;NA;3700;False;1;95
TF-62.tf;50;ptf;2;NA;NA;NA;3700;False;1;95
TF-97.tf;51;ptf;2;NA;NA;NA;3700;False;1;95
TF-13.tf;52;ptf;2;NA;NA;NA;3700;False;1;95
scp1000-7.txt;53;ptf;2;64;0.955;111.0;2.712157964706421;False;3;95
scp1000-0.txt;54;ptf;2;66;0.955;113.0;0.31867170333862305;False;1;95
scp1000-5.txt;55;ptf;2;65;0.96;136.0;1.2301878929138184;False;1;95
rtf30-4.txt;56;ptf;2;5;1.0;0;458.502516746521;False;309;95
TF-59.tf;57;ptf;2;NA;NA;NA;3700;False;1;95
TF-27.tf;58;ptf;2;NA;NA;NA;3700;False;1;95
TF-23.tf;59;ptf;2;NA;NA;NA;3700;False;1;95
TF-35.tf;60;ptf;2;NA;NA;NA;3700;False;1;95
scp1000-4.txt;61;ptf;2;60;0.96;98.0;0.3096754550933838;False;1;95
TF-61.tf;62;ptf;2;NA;NA;NA;3700;False;1;95
scp1000-2.txt;63;ptf;2;64;0.955;117.0;0.3184800148010254;False;1;95
TF-98.tf;64;ptf;2;NA;NA;NA;3700;False;1;95
TF-40.tf;65;ptf;2;NA;NA;NA;3700;False;1;95
TF-46.tf;66;ptf;2;NA;NA;NA;3700;False;1;95
TF-58.tf;67;ptf;2;NA;NA;NA;3700;False;1;95
cire150-5.txt;68;ptf;2;NA;NA;NA;3700;False;1;95
cire150-6.txt;69;ptf;2;NA;NA;NA;3700;False;1;95
TF-100.tf;70;ptf;2;NA;NA;NA;3700;False;1;95
TF-87.tf;71;ptf;2;NA;NA;NA;3700;False;1;95
cire100-6.txt;72;ptf;2;NA;NA;NA;3700;False;1;95
TF-3.tf;73;ptf;2;NA;NA;NA;3700;False;1;95
TF-73.tf;74;ptf;2;NA;NA;NA;3700;False;1;95
rtf30-3.txt;75;ptf;2;NA;NA;NA;3700;False;1;95
TF-16.tf;76;ptf;2;NA;NA;NA;3700;False;1;95
TF-65.tf;77;ptf;2;NA;NA;NA;3700;False;1;95
TF-22.tf;78;ptf;2;NA;NA;NA;3700;False;1;95
cire100-0.txt;79;ptf;2;NA;NA;NA;3700;False;1;95
TF-26.tf;80;ptf;2;NA;NA;NA;3700;False;1;95
TF-75.tf;81;ptf;2;NA;NA;NA;3700;False;1;95
TF-32.tf;82;ptf;2;NA;NA;NA;3700;False;1;95
rtf30-2.txt;83;ptf;2;NA;NA;NA;3700;False;1;95
scp1000-3.txt;84;ptf;2;63;0.96;106.0;0.3350038528442383;False;1;95
TF-90.tf;85;ptf;2;NA;NA;NA;3700;False;1;95
rtf30-1.txt;86;ptf;2;NA;NA;NA;3700;False;1;95
TF-25.tf;87;ptf;2;NA;NA;NA;3700;False;1;95
cire150-9.txt;88;ptf;2;NA;NA;NA;3700;False;1;95
scp1000-6.txt;89;ptf;2;59;0.95;97.0;0.5132513046264648;False;3;95
TF-89.tf;90;ptf;2;NA;NA;NA;3700;False;1;95
cire100-8.txt;91;ptf;2;NA;NA;NA;3700;False;1;95
TF-39.tf;92;ptf;2;NA;NA;NA;3700;False;1;95
TF-67.tf;93;ptf;2;NA;NA;NA;3700;False;1;95
TF-69.tf;94;ptf;2;NA;NA;NA;3700;False;1;95
TF-53.tf;95;ptf;2;NA;NA;NA;3700;False;1;95
TF-60.tf;96;ptf;2;NA;NA;NA;3700;False;1;95
TF-71.tf;97;ptf;2;NA;NA;NA;3700;False;1;95
cire100-7.txt;98;ptf;2;NA;NA;NA;3700;False;1;95
cire150-4.txt;99;ptf;2;NA;NA;NA;3700;False;1;95
TF-77.tf;100;ptf;2;NA;NA;NA;3700;False;1;95
TF-85.tf;101;ptf;2;NA;NA;NA;3700;False;1;95
TF-91.tf;102;ptf;2;NA;NA;NA;3700;False;1;95
cire100-5.txt;103;ptf;2;NA;NA;NA;3700;False;1;95
TF-93.tf;104;ptf;2;NA;NA;NA;3700;False;1;95
TF-47.tf;105;ptf;2;NA;NA;NA;3700;False;1;95
scp1000-9.txt;106;ptf;2;65;0.955;115.0;0.39391064643859863;False;1;95
TF-79.tf;107;ptf;2;NA;NA;NA;3700;False;1;95
TF-6.tf;108;ptf;2;NA;NA;NA;3700;False;1;95
TF-49.tf;109;ptf;2;NA;NA;NA;3700;False;1;95
TF-63.tf;110;ptf;2;NA;NA;NA;3700;False;1;95
TF-9.tf;111;ptf;2;NA;NA;NA;3700;False;1;95
TF-94.tf;112;ptf;2;NA;NA;NA;3700;False;1;95
TF-20.tf;113;ptf;2;NA;NA;NA;3700;False;1;95
TF-50.tf;114;ptf;2;NA;NA;NA;3700;False;1;95
cire150-8.txt;115;ptf;2;NA;NA;NA;3700;False;1;95
TF-1.tf;116;ptf;2;NA;NA;NA;3700;False;1;95
cire100-3.txt;117;ptf;2;NA;NA;NA;3700;False;1;95
rtf30-8.txt;118;ptf;2;NA;NA;NA;3700;False;1;95
TF-5.tf;119;ptf;2;NA;NA;NA;3700;False;1;95
TF-17.tf;120;ptf;2;NA;NA;NA;3700;False;1;95
TF-19.tf;121;ptf;2;NA;NA;NA;3700;False;1;95
TF-7.tf;122;ptf;2;NA;NA;NA;3700;False;1;95
rtf30-0.txt;123;ptf;2;NA;NA;NA;3700;False;1;95
