input;id_instance;method;k;size;percent;res3700re;time;cut;ite;cover
TF-77.tf;100;ktf;3;25;1.0;0;0.21717166900634766;False;1;95
TF-85.tf;101;ktf;3;26;1.0;0;0.22985410690307617;False;1;95
TF-91.tf;102;ktf;3;36;1.0;0;0.8343658447265625;False;1;95
cire100-5.txt;103;ktf;3;28;1.0;0;0.17060184478759766;False;1;95
TF-93.tf;104;ktf;3;30;1.0;0;0.2604546546936035;False;1;95
TF-47.tf;105;ktf;3;25;1.0;0;0.23506975173950195;False;1;95
scp1000-9.txt;106;ktf;3;210;False;1;95
TF-79.tf;107;ktf;3;34;1.0;0;0.24688291549682617;False;1;95
TF-6.tf;108;ktf;3;21;1.0;0;0.22584009170532227;False;1;95
TF-49.tf;109;ktf;3;24;1.0;0;0.22499370574951172;False;1;95
TF-63.tf;110;ktf;3;25;1.0;0;0.9064137935638428;False;1;95
TF-9.tf;111;ktf;3;31;1.0;0;1.3623020648956299;False;1;95
TF-94.tf;112;ktf;3;24;1.0;0;0.22254157066345215;False;1;95
TF-20.tf;113;ktf;3;27;1.0;0;0.24216794967651367;False;1;95
TF-50.tf;114;ktf;3;25;1.0;0;0.49646711349487305;False;1;95
cire150-8.txt;115;ktf;3;39;1.0;0;0.16581940650939941;False;1;95
TF-1.tf;116;ktf;3;27;1.0;0;0.2463517189025879;False;1;95
cire100-3.txt;117;ktf;3;27;1.0;0;0.1673591136932373;False;1;95
rtf30-8.txt;118;ktf;3;7;1.0;0;0.16378188133239746;False;1;95
TF-5.tf;119;ktf;3;22;1.0;0;0.22102665901184082;False;1;95
TF-17.tf;120;ktf;3;35;1.0;0;0.6241171360015869;False;1;95
TF-19.tf;121;ktf;3;31;1.0;0;0.24609994888305664;False;1;95
TF-7.tf;122;ktf;3;37;1.0;0;0.6722073554992676;False;1;95
rtf30-0.txt;123;ktf;3;7;1.0;0;0.8575999736785889;False;1;95
TF-84.tf;124;ktf;3;28;1.0;0;0.2307291030883789;False;1;95
TF-82.tf;125;ktf;3;34;1.0;0;0.9098930358886719;False;1;95
cire150-0.txt;126;ktf;3;42;1.0;0;0.1665172576904297;False;1;95
cire150-7.txt;127;ktf;3;40;1.0;0;0.16812586784362793;False;1;95
cire150-3.txt;128;ktf;3;44;1.0;0;1.3851404190063477;False;1;95
TF-43.tf;129;ktf;3;21;1.0;0;0.22007060050964355;False;1;95
TF-68.tf;130;ktf;3;28;1.0;0;0.9369926452636719;False;1;95
cire100-1.txt;131;ktf;3;35;1.0;0;0.9489116668701172;False;1;95
TF-29.tf;132;ktf;3;26;1.0;0;0.2367265224456787;False;1;95
TF-92.tf;133;ktf;3;32;1.0;0;1.3967571258544922;False;1;95
cire150-2.txt;134;ktf;3;45;1.0;0;0.9451730251312256;False;1;95
TF-52.tf;135;ktf;3;34;1.0;0;0.2478175163269043;False;1;95
TF-45.tf;136;ktf;3;25;1.0;0;0.940232515335083;False;1;95
TF-34.tf;137;ktf;3;24;1.0;0;0.232252836227417;False;1;95
TF-72.tf;138;ktf;3;24;1.0;0;0.2366163730621338;False;1;95
TF-96.tf;139;ktf;3;18;1.0;0;0.20874929428100586;False;1;95
TF-37.tf;0;rtf;2;NA;NA;NA;3700;True;1;95
TF-70.tf;1;rtf;2;NA;NA;NA;3700;True;1;95
cire100-4.txt;2;rtf;2;NA;NA;NA;3700;True;1;95
rtf30-6.txt;3;rtf;2;2;0;80.0;8.89462947845459;True;27;95
TF-15.tf;4;rtf;2;NA;NA;NA;3700;True;1;95
TF-10.tf;5;rtf;2;NA;NA;NA;3700;True;1;95
TF-51.tf;6;rtf;2;NA;NA;NA;3700;True;1;95
TF-54.tf;7;rtf;2;NA;NA;NA;3700;True;1;95
scp1000-1.txt;8;rtf;2;NA;NA;NA;3700;True;1;95
TF-76.tf;9;rtf;2;NA;NA;NA;3700;True;1;95
TF-55.tf;10;rtf;2;NA;NA;NA;3700;True;1;95
TF-8.tf;11;rtf;2;NA;NA;NA;3700;True;1;95
TF-78.tf;12;rtf;2;NA;NA;NA;3700;True;1;95
cire100-9.txt;13;rtf;2;NA;NA;NA;3700;True;1;95
TF-99.tf;14;rtf;2;NA;NA;NA;3700;True;1;95
TF-41.tf;15;rtf;2;NA;NA;NA;3700;True;1;95
TF-2.tf;16;rtf;2;NA;NA;NA;3700;True;1;95
TF-48.tf;17;rtf;2;NA;NA;NA;3700;True;1;95
rtf30-5.txt;18;rtf;2;2;0;75.0;107.72188234329224;True;74;95
TF-57.tf;19;rtf;2;NA;NA;NA;3700;True;1;95
TF-81.tf;20;rtf;2;NA;NA;NA;3700;True;1;95
TF-18.tf;21;rtf;2;NA;NA;NA;3700;True;1;95
TF-12.tf;22;rtf;2;NA;NA;NA;3700;True;1;95
TF-21.tf;23;rtf;2;NA;NA;NA;3700;True;1;95
rtf30-7.txt;24;rtf;2;3;0.5454545454545454;82.0;759.1776831150055;True;512;95
TF-42.tf;25;rtf;2;NA;NA;NA;3700;True;1;95
scp1000-8.txt;26;rtf;2;NA;NA;NA;3700;True;1;95
TF-11.tf;27;rtf;2;NA;NA;NA;3700;True;1;95
TF-33.tf;28;rtf;2;NA;NA;NA;3700;True;1;95
TF-56.tf;29;rtf;2;NA;NA;NA;3700;True;1;95
TF-36.tf;30;rtf;2;NA;NA;NA;3700;True;1;95
TF-30.tf;31;rtf;2;NA;NA;NA;3700;True;1;95
TF-28.tf;32;rtf;2;NA;NA;NA;3700;True;1;95
TF-38.tf;33;rtf;2;NA;NA;NA;3700;True;1;95
TF-64.tf;34;rtf;2;NA;NA;NA;3700;True;1;95
TF-31.tf;35;rtf;2;NA;NA;NA;3700;True;1;95
TF-88.tf;36;rtf;2;NA;NA;NA;3700;True;1;95
cire150-1.txt;37;rtf;2;NA;NA;NA;3700;True;1;95
cire100-2.txt;38;rtf;2;NA;NA;NA;3700;True;1;95
TF-14.tf;39;rtf;2;NA;NA;NA;3700;True;1;95
TF-95.tf;40;rtf;2;NA;NA;NA;3700;True;1;95
TF-86.tf;41;rtf;2;NA;NA;NA;3700;True;1;95
TF-83.tf;42;rtf;2;NA;NA;NA;3700;True;1;95
TF-24.tf;43;rtf;2;NA;NA;NA;3700;True;1;95
TF-4.tf;44;rtf;2;NA;NA;NA;3700;True;1;95
rtf30-9.txt;45;rtf;2;4;0.45454545454545453;54.0;793.7644083499908;True;618;95
TF-74.tf;46;rtf;2;NA;NA;NA;3700;True;1;95
TF-80.tf;47;rtf;2;NA;NA;NA;3700;True;1;95
TF-44.tf;48;rtf;2;NA;NA;NA;3700;True;1;95
TF-66.tf;49;rtf;2;NA;NA;NA;3700;True;1;95
TF-62.tf;50;rtf;2;NA;NA;NA;3700;True;1;95
TF-97.tf;51;rtf;2;NA;NA;NA;3700;True;1;95
TF-13.tf;52;rtf;2;NA;NA;NA;3700;True;1;95
scp1000-7.txt;53;rtf;2;NA;NA;NA;3700;True;1;95
scp1000-0.txt;54;rtf;2;NA;NA;NA;3700;True;1;95
scp1000-5.txt;55;rtf;2;NA;NA;NA;3700;True;1;95
rtf30-4.txt;56;rtf;2;3;0.36363636363636365;27.0;128.4757399559021;True;99;95
TF-59.tf;57;rtf;2;NA;NA;NA;3700;True;1;95
TF-27.tf;58;rtf;2;NA;NA;NA;3700;True;1;95
TF-23.tf;59;rtf;2;NA;NA;NA;3700;True;1;95
TF-35.tf;60;rtf;2;NA;NA;NA;3700;True;1;95
scp1000-4.txt;61;rtf;2;NA;NA;NA;3700;True;1;95
TF-61.tf;62;rtf;2;NA;NA;NA;3700;True;1;95
scp1000-2.txt;63;rtf;2;NA;NA;NA;3700;True;1;95
TF-98.tf;64;rtf;2;NA;NA;NA;3700;True;1;95
TF-40.tf;65;rtf;2;NA;NA;NA;3700;True;1;95
TF-46.tf;66;rtf;2;NA;NA;NA;3700;True;1;95
TF-58.tf;67;rtf;2;NA;NA;NA;3700;True;1;95
cire150-5.txt;68;rtf;2;NA;NA;NA;3700;True;1;95
cire150-6.txt;69;rtf;2;NA;NA;NA;3700;True;1;95
TF-100.tf;70;rtf;2;NA;NA;NA;3700;True;1;95
TF-87.tf;71;rtf;2;NA;NA;NA;3700;True;1;95
cire100-6.txt;72;rtf;2;NA;NA;NA;3700;True;1;95
TF-3.tf;73;rtf;2;NA;NA;NA;3700;True;1;95
TF-73.tf;74;rtf;2;NA;NA;NA;3700;True;1;95
rtf30-3.txt;75;rtf;2;3;0.2727272727272727;57.0;64.09077000617981;True;64;95
TF-16.tf;76;rtf;2;NA;NA;NA;3700;True;1;95
TF-65.tf;77;rtf;2;NA;NA;NA;3700;True;1;95
TF-22.tf;78;rtf;2;NA;NA;NA;3700;True;1;95
cire100-0.txt;79;rtf;2;NA;NA;NA;3700;True;1;95
TF-26.tf;80;rtf;2;NA;NA;NA;3700;True;1;95
TF-75.tf;81;rtf;2;NA;NA;NA;3700;True;1;95
TF-32.tf;82;rtf;2;NA;NA;NA;3700;True;1;95
rtf30-2.txt;83;rtf;2;2;0;123.0;234.24491500854492;True;166;95
scp1000-3.txt;84;rtf;2;NA;NA;NA;3700;True;1;95
TF-90.tf;85;rtf;2;NA;NA;NA;3700;True;1;95
rtf30-1.txt;86;rtf;2;3;0.45454545454545453;127.0;311.22913646698;True;225;95
TF-25.tf;87;rtf;2;NA;NA;NA;3700;True;1;95
cire150-9.txt;88;rtf;2;NA;NA;NA;3700;True;1;95
scp1000-6.txt;89;rtf;2;NA;NA;NA;3700;True;1;95
TF-89.tf;90;rtf;2;NA;NA;NA;3700;True;1;95
cire100-8.txt;91;rtf;2;NA;NA;NA;3700;True;1;95
TF-39.tf;92;rtf;2;NA;NA;NA;3700;True;1;95
TF-67.tf;93;rtf;2;NA;NA;NA;3700;True;1;95
TF-69.tf;94;rtf;2;NA;NA;NA;3700;True;1;95
TF-53.tf;95;rtf;2;NA;NA;NA;3700;True;1;95
TF-60.tf;96;rtf;2;NA;NA;NA;3700;True;1;95
TF-71.tf;97;rtf;2;NA;NA;NA;3700;True;1;95
cire100-7.txt;98;rtf;2;NA;NA;NA;3700;True;1;95
cire150-4.txt;99;rtf;2;NA;NA;NA;3700;True;1;95
TF-77.tf;100;rtf;2;NA;NA;NA;3700;True;1;95
TF-85.tf;101;rtf;2;NA;NA;NA;3700;True;1;95
TF-91.tf;102;rtf;2;NA;NA;NA;3700;True;1;95
cire100-5.txt;103;rtf;2;NA;NA;NA;3700;True;1;95
TF-93.tf;104;rtf;2;NA;NA;NA;3700;True;1;95
TF-47.tf;105;rtf;2;NA;NA;NA;3700;True;1;95
scp1000-9.txt;106;rtf;2;NA;NA;NA;3700;True;1;95
TF-79.tf;107;rtf;2;NA;NA;NA;3700;True;1;95
TF-6.tf;108;rtf;2;NA;NA;NA;3700;True;1;95
TF-49.tf;109;rtf;2;NA;NA;NA;3700;True;1;95
TF-63.tf;110;rtf;2;NA;NA;NA;3700;True;1;95
TF-9.tf;111;rtf;2;NA;NA;NA;3700;True;1;95
TF-94.tf;112;rtf;2;NA;NA;NA;3700;True;1;95
TF-20.tf;113;rtf;2;NA;NA;NA;3700;True;1;95
TF-50.tf;114;rtf;2;NA;NA;NA;3700;True;1;95
cire150-8.txt;115;rtf;2;NA;NA;NA;3700;True;1;95
TF-1.tf;116;rtf;2;NA;NA;NA;3700;True;1;95
cire100-3.txt;117;rtf;2;NA;NA;NA;3700;True;1;95
rtf30-8.txt;118;rtf;2;2;0;163.0;180.18331360816956;True;112;95
TF-5.tf;119;rtf;2;NA;NA;NA;3700;True;1;95
TF-17.tf;120;rtf;2;NA;NA;NA;3700;True;1;95
TF-19.tf;121;rtf;2;NA;NA;NA;3700;True;1;95
TF-7.tf;122;rtf;2;NA;NA;NA;3700;True;1;95
rtf30-0.txt;123;rtf;2;2;0;141.0;667.1048107147217;True;514;95
TF-84.tf;124;rtf;2;NA;NA;NA;3700;True;1;95
TF-82.tf;125;rtf;2;NA;NA;NA;3700;True;1;95
cire150-0.txt;126;rtf;2;NA;NA;NA;3700;True;1;95
cire150-7.txt;127;rtf;2;NA;NA;NA;3700;True;1;95
cire150-3.txt;128;rtf;2;NA;NA;NA;3700;True;1;95
TF-43.tf;129;rtf;2;NA;NA;NA;3700;True;1;95
TF-68.tf;130;rtf;2;NA;NA;NA;3700;True;1;95
cire100-1.txt;131;rtf;2;NA;NA;NA;3700;True;1;95
TF-29.tf;132;rtf;2;NA;NA;NA;3700;True;1;95
TF-92.tf;133;rtf;2;NA;NA;NA;3700;True;1;95
cire150-2.txt;134;rtf;2;NA;NA;NA;3700;True;1;95
TF-52.tf;135;rtf;2;NA;NA;NA;3700;True;1;95
TF-45.tf;136;rtf;2;NA;NA;NA;3700;True;1;95
TF-34.tf;137;rtf;2;NA;NA;NA;3700;True;1;95
TF-72.tf;138;rtf;2;NA;NA;NA;3700;True;1;95
TF-96.tf;139;rtf;2;NA;NA;NA;3700;True;1;95
TF-37.tf;0;ptf;1;NA;NA;NA;3700;False;1;95
TF-70.tf;1;ptf;1;NA;NA;NA;3700;False;1;95
cire100-4.txt;2;ptf;1;NA;NA;NA;3700;False;1;95
rtf30-6.txt;3;ptf;1;4;1.0;0;1.0139660835266113;False;7;95
TF-15.tf;4;ptf;1;NA;NA;NA;3700;False;1;95
TF-10.tf;5;ptf;1;NA;NA;NA;3700;False;1;95
TF-51.tf;6;ptf;1;NA;NA;NA;3700;False;1;95
TF-54.tf;7;ptf;1;NA;NA;NA;3700;False;1;95
scp1000-1.txt;8;ptf;1;60;0.975;62.0;0.3129997253417969;False;1;95
TF-76.tf;9;ptf;1;NA;NA;NA;3700;False;1;95
TF-55.tf;10;ptf;1;NA;NA;NA;3700;False;1;95
TF-8.tf;11;ptf;1;NA;NA;NA;3700;False;1;95
TF-78.tf;12;ptf;1;NA;NA;NA;3700;False;1;95
cire100-9.txt;13;ptf;1;NA;NA;NA;3700;False;1;95
TF-99.tf;14;ptf;1;NA;NA;NA;3700;False;1;95
TF-41.tf;15;ptf;1;NA;NA;NA;3700;False;1;95
TF-2.tf;16;ptf;1;NA;NA;NA;3700;False;1;95
TF-48.tf;17;ptf;1;NA;NA;NA;3700;False;1;95
rtf30-5.txt;18;ptf;1;4;1.0;0;111.1396164894104;False;74;95
TF-57.tf;19;ptf;1;NA;NA;NA;3700;False;1;95
TF-81.tf;20;ptf;1;NA;NA;NA;3700;False;1;95
TF-18.tf;21;ptf;1;NA;NA;NA;3700;False;1;95
TF-12.tf;22;ptf;1;NA;NA;NA;3700;False;1;95
TF-21.tf;23;ptf;1;NA;NA;NA;3700;False;1;95
rtf30-7.txt;24;ptf;1;7;1.0;0;366.83518290519714;False;245;95
TF-42.tf;25;ptf;1;NA;NA;NA;3700;False;1;95
scp1000-8.txt;26;ptf;1;61;0.97;60.0;1.3925020694732666;False;1;95
TF-11.tf;27;ptf;1;NA;NA;NA;3700;False;1;95
TF-33.tf;28;ptf;1;NA;NA;NA;3700;False;1;95
TF-56.tf;29;ptf;1;NA;NA;NA;3700;False;1;95
TF-36.tf;30;ptf;1;NA;NA;NA;3700;False;1;95
TF-30.tf;31;ptf;1;NA;NA;NA;3700;False;1;95
TF-28.tf;32;ptf;1;NA;NA;NA;3700;False;1;95
TF-38.tf;33;ptf;1;NA;NA;NA;3700;False;1;95
TF-64.tf;34;ptf;1;NA;NA;NA;3700;False;1;95
TF-31.tf;35;ptf;1;NA;NA;NA;3700;False;1;95
TF-88.tf;36;ptf;1;NA;NA;NA;3700;False;1;95
cire150-1.txt;37;ptf;1;NA;NA;NA;3700;False;1;95
cire100-2.txt;38;ptf;1;NA;NA;NA;3700;False;1;95
TF-14.tf;39;ptf;1;NA;NA;NA;3700;False;1;95
TF-95.tf;40;ptf;1;NA;NA;NA;3700;False;1;95
TF-86.tf;41;ptf;1;NA;NA;NA;3700;False;1;95
TF-83.tf;42;ptf;1;NA;NA;NA;3700;False;1;95
TF-24.tf;43;ptf;1;NA;NA;NA;3700;False;1;95
TF-4.tf;44;ptf;1;NA;NA;NA;3700;False;1;95
rtf30-9.txt;45;ptf;1;4;1.0;0;460.1096730232239;False;351;95
TF-74.tf;46;ptf;1;NA;NA;NA;3700;False;1;95
TF-80.tf;47;ptf;1;NA;NA;NA;3700;False;1;95
TF-44.tf;48;ptf;1;NA;NA;NA;3700;False;1;95
TF-66.tf;49;ptf;1;NA;NA;NA;3700;False;1;95
TF-62.tf;50;ptf;1;NA;NA;NA;3700;False;1;95
TF-97.tf;51;ptf;1;NA;NA;NA;3700;False;1;95
TF-13.tf;52;ptf;1;NA;NA;NA;3700;False;1;95
scp1000-7.txt;53;ptf;1;59;0.9700000000000003;63.0;0.9251508712768555;False;1;95
scp1000-0.txt;54;ptf;1;66;0.98;58.0;0.3064534664154053;False;1;95
scp1000-5.txt;55;ptf;1;65;0.98;70.0;1.2292323112487793;False;1;95
rtf30-4.txt;56;ptf;1;4;1.0;0;17.992677450180054;False;22;95
TF-59.tf;57;ptf;1;NA;NA;NA;3700;False;1;95
TF-27.tf;58;ptf;1;NA;NA;NA;3700;False;1;95
TF-23.tf;59;ptf;1;NA;NA;NA;3700;False;1;95
TF-35.tf;60;ptf;1;NA;NA;NA;3700;False;1;95
scp1000-4.txt;61;ptf;1;60;0.98;50.0;0.3222935199737549;False;1;95
TF-61.tf;62;ptf;1;NA;NA;NA;3700;False;1;95
scp1000-2.txt;63;ptf;1;64;0.975;69.0;0.3164830207824707;False;1;95
TF-98.tf;64;ptf;1;NA;NA;NA;3700;False;1;95
TF-40.tf;65;ptf;1;NA;NA;NA;3700;False;1;95
TF-46.tf;66;ptf;1;NA;NA;NA;3700;False;1;95
TF-58.tf;67;ptf;1;NA;NA;NA;3700;False;1;95
cire150-5.txt;68;ptf;1;NA;NA;NA;3700;False;1;95
cire150-6.txt;69;ptf;1;NA;NA;NA;3700;False;1;95
TF-100.tf;70;ptf;1;NA;NA;NA;3700;False;1;95
TF-87.tf;71;ptf;1;NA;NA;NA;3700;False;1;95
cire100-6.txt;72;ptf;1;NA;NA;NA;3700;False;1;95
TF-3.tf;73;ptf;1;NA;NA;NA;3700;False;1;95
TF-73.tf;74;ptf;1;NA;NA;NA;3700;False;1;95
rtf30-3.txt;75;ptf;1;3;1.0;0;13.930842876434326;False;23;95
TF-16.tf;76;ptf;1;NA;NA;NA;3700;False;1;95
TF-65.tf;77;ptf;1;NA;NA;NA;3700;False;1;95
TF-22.tf;78;ptf;1;NA;NA;NA;3700;False;1;95
cire100-0.txt;79;ptf;1;NA;NA;NA;3700;False;1;95
TF-26.tf;80;ptf;1;NA;NA;NA;3700;False;1;95
TF-75.tf;81;ptf;1;NA;NA;NA;3700;False;1;95
TF-32.tf;82;ptf;1;NA;NA;NA;3700;False;1;95
rtf30-2.txt;83;ptf;1;3;1.0;0;217.62063121795654;False;152;95
scp1000-3.txt;84;ptf;1;63;0.98;57.0;0.31808924674987793;False;1;95
TF-90.tf;85;ptf;1;NA;NA;NA;3700;False;1;95
rtf30-1.txt;86;ptf;1;5;1.0;0;638.8253672122955;False;458;95
TF-25.tf;87;ptf;1;NA;NA;NA;3700;False;1;95
cire150-9.txt;88;ptf;1;NA;NA;NA;3700;False;1;95
scp1000-6.txt;89;ptf;1;58;0.97;49.0;0.31321048736572266;False;1;95
TF-89.tf;90;ptf;1;NA;NA;NA;3700;False;1;95
cire100-8.txt;91;ptf;1;NA;NA;NA;3700;False;1;95
TF-39.tf;92;ptf;1;NA;NA;NA;3700;False;1;95
TF-67.tf;93;ptf;1;NA;NA;NA;3700;False;1;95
TF-69.tf;94;ptf;1;NA;NA;NA;3700;False;1;95
TF-53.tf;95;ptf;1;NA;NA;NA;3700;False;1;95
TF-60.tf;96;ptf;1;NA;NA;NA;3700;False;1;95
TF-71.tf;97;ptf;1;NA;NA;NA;3700;False;1;95
cire100-7.txt;98;ptf;1;NA;NA;NA;3700;False;1;95
cire150-4.txt;99;ptf;1;NA;NA;NA;3700;False;1;95
TF-77.tf;100;ptf;1;NA;NA;NA;3700;False;1;95
TF-85.tf;101;ptf;1;NA;NA;NA;3700;False;1;95
TF-91.tf;102;ptf;1;NA;NA;NA;3700;False;1;95
cire100-5.txt;103;ptf;1;NA;NA;NA;3700;False;1;95
TF-93.tf;104;ptf;1;NA;NA;NA;3700;False;1;95
TF-47.tf;105;ptf;1;NA;NA;NA;3700;False;1;95
scp1000-9.txt;106;ptf;1;65;0.975;58.0;0.39728474617004395;False;1;95
TF-79.tf;107;ptf;1;NA;NA;NA;3700;False;1;95
TF-6.tf;108;ptf;1;NA;NA;NA;3700;False;1;95
TF-49.tf;109;ptf;1;NA;NA;NA;3700;False;1;95
TF-63.tf;110;ptf;1;NA;NA;NA;3700;False;1;95
TF-9.tf;111;ptf;1;NA;NA;NA;3700;False;1;95
TF-94.tf;112;ptf;1;NA;NA;NA;3700;False;1;95
TF-20.tf;113;ptf;1;NA;NA;NA;3700;False;1;95
TF-50.tf;114;ptf;1;NA;NA;NA;3700;False;1;95
cire150-8.txt;115;ptf;1;NA;NA;NA;3700;False;1;95
TF-1.tf;116;ptf;1;NA;NA;NA;3700;False;1;95
cire100-3.txt;117;ptf;1;NA;NA;NA;3700;False;1;95
rtf30-8.txt;118;ptf;1;3;1.0;0;159.14139461517334;False;97;95
TF-5.tf;119;ptf;1;NA;NA;NA;3700;False;1;95
TF-17.tf;120;ptf;1;NA;NA;NA;3700;False;1;95
TF-19.tf;121;ptf;1;NA;NA;NA;3700;False;1;95
TF-7.tf;122;ptf;1;NA;NA;NA;3700;False;1;95
rtf30-0.txt;123;ptf;1;4;1.0;0;599.2947647571564;False;515;95
TF-84.tf;124;ptf;1;NA;NA;NA;3700;False;1;95
TF-82.tf;125;ptf;1;NA;NA;NA;3700;False;1;95
cire150-0.txt;126;ptf;1;NA;NA;NA;3700;False;1;95
cire150-7.txt;127;ptf;1;NA;NA;NA;3700;False;1;95
cire150-3.txt;128;ptf;1;NA;NA;NA;3700;False;1;95
TF-43.tf;129;ptf;1;NA;NA;NA;3700;False;1;95
TF-68.tf;130;ptf;1;NA;NA;NA;3700;False;1;95
cire100-1.txt;131;ptf;1;NA;NA;NA;3700;False;1;95
TF-29.tf;132;ptf;1;NA;NA;NA;3700;False;1;95
TF-92.tf;133;ptf;1;NA;NA;NA;3700;False;1;95
cire150-2.txt;134;ptf;1;NA;NA;NA;3700;False;1;95
TF-52.tf;135;ptf;1;NA;NA;NA;3700;False;1;95
TF-45.tf;136;ptf;1;NA;NA;NA;3700;False;1;95
TF-34.tf;137;ptf;1;NA;NA;NA;3700;False;1;95
TF-72.tf;138;ptf;1;NA;NA;NA;3700;False;1;95
TF-96.tf;139;ptf;1;NA;NA;NA;3700;False;1;95
TF-37.tf;0;ptf;1;7;0.9067357512953368;8.0;8.628029584884644;True;28;90
TF-70.tf;1;ptf;1;8;0.9067357512953368;10.0;22.60487174987793;True;52;90
cire100-4.txt;2;ptf;1;9;0.9;527.0;0.18570518493652344;True;2;90
rtf30-6.txt;3;ptf;1;3;0.9090909090909091;11.0;0.19655513763427734;True;4;90
TF-15.tf;4;ptf;1;7;0.9032815198618307;6.0;15.300020933151245;True;41;90
TF-10.tf;5;ptf;1;7;0.9119170984455959;10.0;3.141883134841919;True;13;90
TF-51.tf;6;ptf;1;6;0.9015544041450777;8.0;5.630954742431641;True;14;90
TF-54.tf;7;ptf;1;9;0.9032815198618307;11.0;18.315045595169067;True;44;90
scp1000-1.txt;8;ptf;1;60;0.975;62.0;0.30523133277893066;True;1;90
TF-76.tf;9;ptf;1;7;0.9050086355785838;8.0;5.161164283752441;True;24;90
TF-55.tf;10;ptf;1;6;0.9134948096885813;9.0;6.628302335739136;True;21;90
TF-8.tf;11;ptf;1;7;0.9084628670120898;10.0;2.6533288955688477;True;10;90
TF-78.tf;12;ptf;1;9;0.9153713298791019;6.0;46.488112926483154;True;50;90
cire100-9.txt;13;ptf;1;9;0.9;592.0;0.25618624687194824;True;5;90
TF-99.tf;14;ptf;1;7;0.9050086355785838;8.0;6.781848192214966;True;17;90
TF-41.tf;15;ptf;1;8;0.9101899827288429;8.0;21.902220010757446;True;39;90
TF-2.tf;16;ptf;1;9;0.9084628670120898;11.0;7.172030925750732;True;24;90
TF-48.tf;17;ptf;1;8;0.9015544041450777;9.0;2.5283098220825195;True;15;90
rtf30-5.txt;18;ptf;1;3;0.9090909090909091;54.0;0.2086179256439209;True;4;90
TF-57.tf;19;ptf;1;6;0.9032815198618307;7.0;5.608345031738281;True;22;90
TF-81.tf;20;ptf;1;9;0.9032815198618307;10.0;18.135875463485718;True;42;90
TF-18.tf;21;ptf;1;7;0.9084628670120898;9.0;21.281012058258057;True;45;90
TF-12.tf;22;ptf;1;5;0.924006908462867;7.0;2.5605316162109375;True;19;90
TF-21.tf;23;ptf;1;9;0.9015544041450777;9.0;4.258652687072754;True;15;90
rtf30-7.txt;24;ptf;1;4;0.9090909090909091;28.0;0.9344909191131592;True;7;90
TF-42.tf;25;ptf;1;9;0.9032815198618307;9.0;3.6476569175720215;True;14;90
scp1000-8.txt;26;ptf;1;61;0.97;60.0;1.307884693145752;True;1;90
TF-11.tf;27;ptf;1;9;0.9015544041450777;8.0;14.261649370193481;True;30;90
TF-33.tf;28;ptf;1;8;0.9015544041450777;6.0;16.414466381072998;True;37;90
TF-56.tf;29;ptf;1;8;0.924006908462867;8.0;7.25309944152832;True;32;90
TF-36.tf;30;ptf;1;6;0.9136442141623489;8.0;6.521482944488525;True;33;90
TF-30.tf;31;ptf;1;12;0.9119170984455959;8.0;89.64965987205505;True;80;90
TF-28.tf;32;ptf;1;7;0.9153713298791019;6.0;3.2162065505981445;True;31;90
TF-38.tf;33;ptf;1;9;0.9222797927461139;8.0;38.9488799571991;True;68;90
TF-64.tf;34;ptf;1;8;0.9101899827288429;9.0;21.676592588424683;True;52;90
TF-31.tf;35;ptf;1;7;0.9050086355785838;7.0;40.3251576423645;True;70;90
TF-88.tf;36;ptf;1;6;0.9050086355785838;8.0;4.528771162033081;True;26;90
cire150-1.txt;37;ptf;1;12;0.9;620.0;0.6620399951934814;True;2;90
cire100-2.txt;38;ptf;1;9;0.9;510.0;0.48038220405578613;True;3;90
TF-14.tf;39;ptf;1;10;0.9050086355785838;9.0;26.028819799423218;True;44;90
TF-95.tf;40;ptf;1;10;0.9067357512953368;10.0;11.272005081176758;True;22;90
TF-86.tf;41;ptf;1;10;0.9015544041450777;8.0;6.257744550704956;True;19;90
TF-83.tf;42;ptf;1;6;0.917098445595855;9.0;2.543182134628296;True;23;90
TF-24.tf;43;ptf;1;5;0.924006908462867;8.0;4.596364736557007;True;19;90
TF-4.tf;44;ptf;1;4;0.9067357512953368;5.0;0.6401424407958984;True;12;90
rtf30-9.txt;45;ptf;1;3;0.9090909090909091;58.0;0.8986048698425293;True;5;90
TF-74.tf;46;ptf;1;6;0.924006908462867;9.0;3.1240592002868652;True;22;90
TF-80.tf;47;ptf;1;9;0.9153713298791019;10.0;115.17576766014099;True;82;90
TF-44.tf;48;ptf;1;7;0.9048442906574394;5.0;28.883241176605225;True;57;90
TF-66.tf;49;ptf;1;9;0.9015544041450777;10.0;16.564549684524536;True;46;90
TF-62.tf;50;ptf;1;9;0.9136442141623489;7.0;3.4410645961761475;True;21;90
TF-97.tf;51;ptf;1;9;0.9015544041450777;9.0;103.39001512527466;True;99;90
TF-13.tf;52;ptf;1;6;0.9360967184801382;7.0;6.270540475845337;True;16;90
scp1000-7.txt;53;ptf;1;59;0.9700000000000003;63.0;1.1035292148590088;True;1;90
scp1000-0.txt;54;ptf;1;66;0.98;58.0;0.3069002628326416;True;1;90
scp1000-5.txt;55;ptf;1;65;0.98;70.0;1.3585093021392822;True;1;90
rtf30-4.txt;56;ptf;1;3;0.9090909090909091;31.0;0.20186233520507812;True;4;90
