Glasgow, LAD, VF2, RI
0.005000, 0.045000, 0.001000, 0.001000
0.002000, 0.001000, 130.421000, 11.023000
0.001000, 0.002000, 1000.000000, 553.783000
0.001000, 0.001000, 790.047000, 30.947000
0.002000, 0.001000, 1000.000000, 283.135000
240.806000, 133.823000, 1000.000000, 1000.000000
0.001000, 0.001000, 0.001000, 0.001000
1000.000000, 1000.000000, 1000.000000, 1000.000000
1000.000000, 1000.000000, 1000.000000, 1000.000000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.008000, 0.091000, 0.003000, 0.001000
0.002000, 0.001000, 59.040000, 0.001000
0.001000, 0.001000, 3.729000, 0.001000
0.004000, 0.967000, 1000.000000, 19.930000
0.001000, 0.001000, 1000.000000, 1000.000000
0.006000, 0.113000, 3.789000, 3.005000
0.001000, 0.002000, 17.703000, 0.001000
0.004000, 0.113000, 1000.000000, 4.572000
1000.000000, 1000.000000, 1000.000000, 1000.000000
1000.000000, 1000.000000, 1000.000000, 1000.000000
1000.000000, 1000.000000, 1000.000000, 1000.000000
4.502000, 217.714000, 1000.000000, 18.678000
4.402000, 211.632000, 1000.000000, 18.139000
18.174000, 743.721000, 1000.000000, 83.314000
32.553000, 148.229000, 1000.000000, 1000.000000
0.007000, 0.127000, 0.001000, 1000.000000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.002000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.002000, 0.001000, 0.001000
0.002000, 0.005000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.002000, 0.001000, 0.001000
0.001000, 0.001000, 0.008000, 0.003000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.002000, 19.718000, 2.373000
0.001000, 0.002000, 0.001000, 0.001000
0.001000, 0.002000, 0.001000, 0.001000
0.004000, 0.003000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.002000, 0.002000, 0.001000, 0.001000
0.002000, 0.003000, 0.001000, 0.001000
0.007000, 0.007000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.003000, 0.001000, 0.001000
0.001000, 0.004000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.003000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.004000, 0.007000, 0.001000, 0.001000
0.001000, 0.003000, 0.001000, 0.001000
0.001000, 0.004000, 0.001000, 0.001000
0.001000, 0.003000, 0.001000, 0.001000
0.004000, 0.004000, 0.001000, 0.001000
0.002000, 0.006000, 0.001000, 0.001000
0.002000, 0.002000, 0.001000, 0.001000
0.002000, 0.004000, 0.001000, 0.001000
0.002000, 0.004000, 0.001000, 0.001000
0.002000, 0.003000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.005000, 0.012000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.027000, 0.335000, 0.001000, 1000.000000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.125000, 0.001000
0.002000, 0.001000, 0.001000, 0.001000
0.002000, 0.001000, 0.001000, 0.001000
0.002000, 0.001000, 0.004000, 0.001000
0.012000, 0.961000, 0.003000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.002000, 0.001000, 0.004000, 1000.000000
0.002000, 0.002000, 0.007000, 0.001000
0.002000, 0.002000, 0.003000, 0.001000
0.002000, 0.001000, 0.001000, 0.001000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.003000, 0.001000, 0.001000, 0.001000
0.014000, 4.374000, 0.002000, 0.001000
0.009000, 0.007000, 0.004000, 1000.000000
0.007000, 0.004000, 1000.000000, 1000.000000
0.001000, 0.001000, 1000.000000, 2.909000
0.001000, 0.001000, 1.548000, 2.451000
0.001000, 0.001000, 1000.000000, 118.542000
0.027000, 0.016000, 1000.000000, 1000.000000
0.001000, 0.001000, 0.001000, 0.001000
0.006000, 0.002000, 1000.000000, 0.014000
0.004000, 0.002000, 1000.000000, 0.013000
0.007000, 0.003000, 1000.000000, 0.040000
0.009000, 0.139000, 0.001000, 0.001000
0.001000, 0.001000, 0.002000, 0.001000
0.006000, 0.008000, 1000.000000, 0.063000
0.001000, 0.001000, 0.063000, 0.001000
0.006000, 0.107000, 1000.000000, 0.001000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.005000, 0.002000, 1000.000000, 0.030000
0.005000, 0.002000, 1000.000000, 0.017000
0.004000, 0.002000, 1000.000000, 0.008000
0.007000, 0.001000, 1000.000000, 0.010000
0.006000, 0.001000, 1000.000000, 0.014000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.012000, 0.133000, 1000.000000, 1.398000
0.002000, 0.001000, 1000.000000, 2.891000
0.016000, 0.157000, 0.002000, 0.001000
0.015000, 0.078000, 1000.000000, 811.929000
0.008000, 0.094000, 1000.000000, 0.019000
0.001000, 0.001000, 1000.000000, 1000.000000
0.004000, 0.007000, 1000.000000, 1000.000000
0.001000, 0.014000, 0.001000, 1000.000000
0.001000, 0.001000, 0.001000, 0.001000
1000.000000, 0.004000, 1000.000000, 0.250000
1000.000000, 0.004000, 1000.000000, 0.224000
1000.000000, 0.013000, 1000.000000, 0.448000
0.015000, 0.031000, 0.003000, 0.001000
0.001000, 0.001000, 30.844000, 0.002000
0.001000, 0.001000, 5.491000, 0.001000
0.001000, 0.001000, 2.114000, 0.001000
0.002000, 0.021000, 0.013000, 0.002000
0.001000, 0.001000, 1000.000000, 0.004000
0.001000, 0.001000, 0.754000, 0.001000
0.005000, 0.022000, 0.002000, 0.001000
0.001000, 0.001000, 4.524000, 0.001000
0.005000, 0.021000, 0.042000, 0.322000
0.002000, 0.021000, 0.009000, 0.003000
0.004000, 0.012000, 1000.000000, 0.509000
0.005000, 0.007000, 1000.000000, 0.350000
0.003000, 0.001000, 1000.000000, 0.074000
0.003000, 0.002000, 1000.000000, 0.112000
0.003000, 0.005000, 1000.000000, 0.126000
0.002000, 0.013000, 0.100000, 0.001000
0.010000, 0.027000, 0.001000, 0.001000
0.001000, 0.002000, 70.785000, 0.255000
0.307000, 0.019000, 1000.000000, 87.399000
0.002000, 0.001000, 1000.000000, 0.009000
0.005000, 0.001000, 1000.000000, 0.016000
0.003000, 0.001000, 1000.000000, 0.021000
0.008000, 0.069000, 0.002000, 0.001000
0.001000, 0.001000, 1000.000000, 0.001000
0.005000, 0.034000, 1000.000000, 0.001000
0.002000, 66.811000, 1000.000000, 1000.000000
0.003000, 0.001000, 1000.000000, 0.023000
0.006000, 0.002000, 1000.000000, 0.016000
0.004000, 0.001000, 1000.000000, 0.001000
0.004000, 0.001000, 1000.000000, 0.001000
0.003000, 0.001000, 1000.000000, 0.004000
0.009000, 0.026000, 1000.000000, 1000.000000
0.006000, 0.040000, 1000.000000, 0.001000
0.002000, 0.001000, 1000.000000, 1.819000
0.009000, 0.185000, 0.003000, 0.001000
0.012000, 0.087000, 1000.000000, 0.038000
0.008000, 0.148000, 0.001000, 1000.000000
0.012000, 0.259000, 0.003000, 0.001000
0.019000, 0.134000, 1000.000000, 0.131000
0.003000, 0.032000, 1000.000000, 0.001000
0.003000, 0.041000, 1000.000000, 0.001000
0.003000, 0.023000, 1000.000000, 0.001000
0.012000, 0.045000, 0.001000, 0.001000
0.001000, 0.001000, 1000.000000, 0.001000
46.374000, 1.480000, 1000.000000, 1000.000000
0.001000, 0.001000, 1000.000000, 1000.000000
0.006000, 0.038000, 1000.000000, 0.001000
489.780000, 1000.000000, 1000.000000, 1000.000000
0.003000, 0.040000, 1000.000000, 0.001000
0.003000, 0.035000, 1000.000000, 0.001000
0.003000, 0.036000, 1000.000000, 1000.000000
0.003000, 0.026000, 1000.000000, 1000.000000
0.004000, 0.030000, 1000.000000, 0.037000
8.044000, 11.517000, 1000.000000, 1000.000000
0.013000, 0.070000, 0.043000, 0.001000
0.005000, 0.001000, 1000.000000, 0.001000
0.008000, 0.002000, 0.001000, 0.001000
0.023000, 0.940000, 0.003000, 0.001000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.005000, 0.001000, 1000.000000, 0.001000
0.005000, 0.001000, 1000.000000, 0.001000
0.018000, 1000.000000, 1000.000000, 1000.000000
0.001000, 0.001000, 0.005000, 0.001000
0.001000, 0.002000, 0.759000, 0.002000
0.001000, 0.002000, 89.259000, 0.027000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.008000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.084000, 0.003000
0.001000, 0.001000, 0.002000, 0.001000
0.001000, 0.005000, 0.001000, 0.001000
0.001000, 0.009000, 0.230000, 0.003000
0.001000, 0.002000, 0.001000, 0.001000
0.002000, 0.004000, 0.001000, 0.001000
0.001000, 0.003000, 0.079000, 0.001000
0.001000, 0.001000, 0.015000, 0.001000
0.001000, 0.002000, 0.001000, 0.005000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.002000, 0.747000, 0.003000
0.001000, 0.002000, 0.002000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.002000, 0.002000, 0.001000, 0.001000
0.002000, 0.005000, 0.001000, 0.001000
0.002000, 0.006000, 0.001000, 0.001000
0.007000, 0.010000, 0.003000, 0.001000
0.006000, 0.062000, 2.857000, 0.022000
0.001000, 0.029000, 0.006000, 0.001000
0.001000, 0.003000, 0.001000, 0.001000
0.003000, 0.058000, 0.117000, 0.022000
0.001000, 0.005000, 0.002000, 0.001000
0.001000, 0.005000, 114.431000, 0.051000
0.003000, 0.068000, 0.592000, 0.010000
0.001000, 0.001000, 0.001000, 0.001000
0.004000, 0.014000, 0.002000, 0.001000
0.006000, 0.088000, 1.939000, 0.022000
0.001000, 0.002000, 0.001000, 0.001000
0.001000, 0.003000, 0.001000, 0.001000
0.002000, 0.008000, 0.009000, 0.001000
0.002000, 0.003000, 0.010000, 0.001000
0.002000, 0.005000, 0.002000, 0.001000
0.002000, 0.005000, 0.001000, 0.001000
0.002000, 0.005000, 0.001000, 0.001000
0.001000, 0.004000, 0.060000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.005000, 0.020000, 0.002000, 0.001000
0.001000, 0.001000, 0.003000, 0.001000
0.001000, 0.001000, 7.792000, 0.016000
0.001000, 0.003000, 0.058000, 0.002000
0.001000, 0.001000, 0.006000, 0.003000
0.008000, 0.001000, 2.826000, 0.001000
0.015000, 0.004000, 1000.000000, 0.042000
0.014000, 0.002000, 1000.000000, 0.024000
0.005000, 0.001000, 1.919000, 0.001000
0.005000, 0.002000, 1000.000000, 0.001000
0.014000, 0.008000, 1000.000000, 0.011000
0.023000, 1.052000, 0.003000, 0.001000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.011000, 1000.000000, 1000.000000, 1000.000000
0.003000, 0.021000, 1000.000000, 0.106000
0.001000, 0.001000, 0.001000, 0.001000
0.007000, 0.178000, 1000.000000, 0.001000
0.003000, 0.021000, 1000.000000, 1000.000000
17.617000, 0.001000, 1000.000000, 184.471000
17.538000, 0.002000, 1000.000000, 162.429000
0.007000, 0.036000, 1000.000000, 0.074000
0.008000, 0.062000, 1000.000000, 0.044000
0.013000, 0.211000, 1000.000000, 0.120000
1000.000000, 429.054000, 1000.000000, 1000.000000
1.695000, 0.430000, 1000.000000, 1000.000000
0.002000, 0.001000, 0.913000, 0.033000
0.003000, 0.402000, 1.729000, 0.005000
467.564000, 169.127000, 1000.000000, 1000.000000
0.002000, 0.001000, 1000.000000, 1000.000000
0.003000, 0.001000, 0.646000, 0.022000
0.007000, 0.142000, 1.224000, 0.204000
0.032000, 0.030000, 2.786000, 0.033000
0.371000, 0.414000, 1000.000000, 369.217000
0.003000, 0.001000, 1000.000000, 1000.000000
0.004000, 0.001000, 1000.000000, 1000.000000
0.005000, 0.001000, 1000.000000, 1000.000000
1000.000000, 1000.000000, 1000.000000, 1000.000000
1000.000000, 1000.000000, 1000.000000, 1000.000000
1000.000000, 1000.000000, 1000.000000, 1000.000000
1000.000000, 1000.000000, 1000.000000, 1000.000000
1000.000000, 1000.000000, 1000.000000, 1000.000000
2.107000, 3.592000, 1000.000000, 175.889000
0.002000, 0.001000, 0.001000, 0.001000
0.009000, 0.188000, 1000.000000, 0.065000
0.002000, 0.001000, 0.001000, 0.001000
0.004000, 0.105000, 1000.000000, 32.590000
0.004000, 0.009000, 1000.000000, 1000.000000
0.005000, 0.001000, 1000.000000, 210.206000
0.004000, 0.001000, 1000.000000, 185.806000
0.005000, 0.060000, 1000.000000, 0.011000
0.005000, 0.033000, 1000.000000, 0.012000
0.006000, 0.038000, 1000.000000, 0.016000
1000.000000, 1000.000000, 1000.000000, 1000.000000
15.451000, 1000.000000, 1000.000000, 1000.000000
0.269000, 0.124000, 1000.000000, 0.198000
0.002000, 0.001000, 60.997000, 0.001000
0.008000, 0.201000, 1000.000000, 1000.000000
0.002000, 0.001000, 11.346000, 0.001000
0.003000, 0.239000, 1000.000000, 2.240000
0.004000, 0.002000, 1000.000000, 1000.000000
0.004000, 0.001000, 1000.000000, 1000.000000
0.005000, 0.001000, 1000.000000, 1000.000000
0.012000, 1.062000, 1000.000000, 0.021000
0.012000, 0.866000, 1000.000000, 0.029000
0.023000, 2.432000, 1000.000000, 0.064000
1000.000000, 1000.000000, 1000.000000, 1000.000000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.003000, 0.001000, 13.613000, 0.001000
417.025000, 1000.000000, 1000.000000, 1000.000000
0.005000, 0.001000, 1000.000000, 1000.000000
0.006000, 0.002000, 1000.000000, 0.016000
0.006000, 0.003000, 1000.000000, 0.016000
0.007000, 0.001000, 1000.000000, 0.006000
0.007000, 0.001000, 1000.000000, 0.004000
0.008000, 0.001000, 1000.000000, 0.006000
0.004000, 0.790000, 1000.000000, 1000.000000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.006000, 1000.000000, 1000.000000, 1000.000000
0.002000, 0.001000, 1000.000000, 1000.000000
0.003000, 0.018000, 1000.000000, 0.008000
0.003000, 0.016000, 1000.000000, 0.009000
0.007000, 0.086000, 1000.000000, 2.236000
0.017000, 0.181000, 9.210000, 1000.000000
0.002000, 0.001000, 1000.000000, 0.001000
0.003000, 0.021000, 1000.000000, 1000.000000
0.004000, 0.001000, 1000.000000, 1000.000000
0.004000, 0.001000, 1000.000000, 1000.000000
0.004000, 0.001000, 1000.000000, 1000.000000
0.017000, 0.023000, 1000.000000, 4.207000
0.023000, 0.041000, 1000.000000, 3.669000
0.035000, 1.627000, 1000.000000, 58.854000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.135000, 1000.000000, 1000.000000, 1000.000000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.004000, 0.001000
0.001000, 0.001000, 0.003000, 0.002000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.007000, 0.016000, 5.760000, 2.897000
0.002000, 0.015000, 0.001000, 0.001000
0.001000, 0.001000, 0.003000, 0.090000
0.001000, 0.001000, 0.010000, 0.001000
0.001000, 0.001000, 0.004000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.002000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.004000, 0.001000, 0.002000, 0.014000
0.002000, 0.002000, 0.002000, 0.018000
0.002000, 0.001000, 0.012000, 0.022000
0.007000, 0.024000, 0.002000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.003000, 1.269000
0.001000, 0.001000, 0.001000, 0.001000
0.004000, 0.013000, 0.001000, 0.001000
0.001000, 0.001000, 0.001000, 0.001000
0.001000, 0.001000, 0.179000, 0.285000
0.001000, 0.002000, 0.016000, 0.041000
0.004000, 0.001000, 0.019000, 0.018000
0.002000, 0.001000, 0.009000, 0.017000
0.004000, 0.001000, 0.001000, 0.007000
0.002000, 0.001000, 0.002000, 0.007000
0.002000, 0.001000, 0.002000, 0.007000
