Glasgow, LAD, VF2, RI
0.001000, 0.004000, 0.004000, 0.001000
0.002000, 0.006000, 0.001000, 0.001000
0.071000, 2.303000, 4.882000, 1.835000
0.006000, 0.016000, 0.025000, 0.018000
0.109000, 21.197000, 10.056000, 2.266000
0.009000, 0.180000, 0.026000, 0.006000
1.476000, 1.151000, 1000.000000, 0.050000
0.004000, 0.001000, 0.002000, 0.001000
0.005000, 0.001000, 0.002000, 0.001000
0.006000, 0.001000, 9.947000, 0.001000
0.009000, 0.002000, 0.003000, 0.001000
0.009000, 0.001000, 20.856000, 0.001000
0.025000, 0.005000, 0.016000, 0.001000
0.010000, 0.001000, 0.012000, 0.001000
1.608000, 0.517000, 1000.000000, 2.873000
0.004000, 0.001000, 0.003000, 0.001000
0.004000, 0.001000, 0.001000, 0.001000
0.006000, 0.001000, 1000.000000, 1000.000000
0.009000, 0.001000, 0.003000, 0.001000
0.009000, 0.001000, 1000.000000, 1000.000000
0.021000, 0.004000, 0.022000, 0.001000
0.011000, 0.001000, 0.008000, 0.001000
37.925000, 1000.000000, 1000.000000, 435.560000
0.009000, 0.008000, 0.002000, 0.001000
0.009000, 0.004000, 0.004000, 0.001000
0.014000, 0.007000, 0.002000, 0.001000
0.017000, 0.010000, 0.009000, 0.001000
0.012000, 0.004000, 0.007000, 0.001000
0.020000, 0.005000, 0.018000, 0.001000
0.016000, 0.007000, 0.009000, 0.001000
4.634000, 0.900000, 1.165000, 430.521000
0.003000, 0.001000, 1000.000000, 0.038000
0.003000, 0.001000, 1000.000000, 0.089000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.012000, 0.002000, 0.005000, 0.001000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.027000, 0.004000, 0.028000, 0.001000
0.010000, 0.001000, 0.011000, 0.001000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.003000, 0.001000, 1000.000000, 137.542000
0.003000, 0.001000, 1000.000000, 19.816000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.467000, 327.964000, 295.637000, 2.799000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.219000, 491.258000, 1000.000000, 0.390000
0.010000, 0.002000, 0.011000, 0.001000
1.582000, 17.683000, 0.274000, 0.009000
0.003000, 0.001000, 1000.000000, 3.841000
0.003000, 0.001000, 1000.000000, 34.980000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.014000, 0.003000, 0.003000, 0.005000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.033000, 0.003000, 0.021000, 0.011000
0.015000, 0.002000, 0.007000, 0.001000
41.550000, 1000.000000, 1000.000000, 640.629000
0.003000, 0.001000, 1000.000000, 0.541000
0.004000, 0.002000, 1000.000000, 0.340000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.015000, 0.001000, 1000.000000, 0.007000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.036000, 0.003000, 1000.000000, 0.008000
0.010000, 0.001000, 0.007000, 0.001000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.003000, 0.001000, 1.429000, 0.001000
0.003000, 0.001000, 0.986000, 0.002000
0.010000, 0.001000, 1000.000000, 1000.000000
0.013000, 0.002000, 0.042000, 0.001000
0.018000, 0.002000, 1000.000000, 1000.000000
0.031000, 0.005000, 0.157000, 0.001000
0.010000, 0.003000, 0.007000, 0.001000
1000.000000, 1000.000000, 1000.000000, 445.713000
0.002000, 0.001000, 1000.000000, 0.001000
0.002000, 0.001000, 1000.000000, 0.001000
563.384000, 0.085000, 1000.000000, 1000.000000
0.006000, 0.001000, 1000.000000, 0.001000
1000.000000, 0.090000, 1000.000000, 1000.000000
0.025000, 0.002000, 1000.000000, 0.001000
0.008000, 0.001000, 1000.000000, 0.001000
1.513000, 5.362000, 1000.000000, 1000.000000
0.003000, 0.001000, 1000.000000, 1.597000
0.005000, 0.001000, 1000.000000, 48.493000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.016000, 0.001000, 1000.000000, 0.006000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.032000, 0.003000, 1000.000000, 0.014000
0.011000, 0.001000, 0.015000, 0.001000
1.534000, 14.518000, 1000.000000, 0.012000
0.001000, 0.001000, 0.001000, 0.002000
0.001000, 0.001000, 0.002000, 0.008000
0.002000, 0.002000, 0.458000, 0.159000
0.005000, 0.001000, 0.003000, 0.003000
0.005000, 0.003000, 0.004000, 0.001000
0.016000, 0.002000, 0.020000, 0.014000
0.004000, 0.002000, 0.007000, 0.001000
4.529000, 31.053000, 426.129000, 432.361000
0.012000, 0.005000, 0.003000, 0.001000
0.015000, 0.008000, 0.001000, 0.001000
0.011000, 0.005000, 0.004000, 0.001000
0.010000, 0.005000, 0.005000, 0.001000
0.011000, 0.004000, 0.004000, 0.001000
0.018000, 0.006000, 0.030000, 0.001000
0.015000, 0.006000, 0.009000, 0.001000
5.259000, 0.594000, 1.121000, 437.873000
0.003000, 0.001000, 1000.000000, 0.490000
0.003000, 0.002000, 1000.000000, 0.252000
1000.000000, 0.035000, 1000.000000, 1000.000000
0.015000, 0.002000, 0.003000, 0.005000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.033000, 0.004000, 0.021000, 0.011000
0.012000, 0.002000, 0.007000, 0.001000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.004000, 0.004000, 0.016000, 0.001000
0.003000, 0.001000, 0.030000, 0.002000
0.012000, 0.004000, 1000.000000, 1000.000000
0.015000, 0.003000, 0.004000, 0.004000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.033000, 0.004000, 0.020000, 0.008000
0.012000, 0.001000, 0.015000, 0.001000
29.088000, 1000.000000, 432.656000, 433.877000
0.004000, 0.001000, 7.216000, 0.001000
0.004000, 0.002000, 107.784000, 0.001000
0.013000, 0.005000, 1000.000000, 8.408000
0.011000, 0.001000, 0.003000, 0.001000
0.013000, 0.004000, 1000.000000, 7.855000
0.037000, 0.002000, 0.017000, 0.001000
0.013000, 0.002000, 0.007000, 0.001000
15.698000, 351.546000, 1000.000000, 432.882000
0.005000, 0.001000, 1000.000000, 0.001000
0.005000, 0.001000, 1000.000000, 0.001000
0.012000, 0.002000, 1000.000000, 1000.000000
0.010000, 0.001000, 0.377000, 0.001000
0.020000, 0.003000, 1000.000000, 1000.000000
0.024000, 0.004000, 6.260000, 0.001000
0.015000, 0.001000, 2.596000, 0.001000
34.271000, 1000.000000, 1000.000000, 465.597000
0.005000, 0.001000, 1000.000000, 0.001000
0.005000, 0.002000, 1000.000000, 0.001000
0.012000, 0.001000, 1000.000000, 72.686000
0.010000, 0.002000, 0.372000, 0.001000
0.020000, 0.001000, 1000.000000, 117.170000
0.024000, 0.004000, 6.191000, 0.001000
0.013000, 0.003000, 2.587000, 0.001000
1.633000, 0.505000, 1000.000000, 456.112000
0.005000, 0.001000, 0.607000, 0.001000
0.005000, 0.001000, 0.238000, 0.001000
0.010000, 0.002000, 1000.000000, 1000.000000
0.010000, 0.001000, 0.003000, 0.001000
0.013000, 0.004000, 1000.000000, 1000.000000
0.024000, 0.003000, 0.016000, 0.001000
0.012000, 0.001000, 0.007000, 0.001000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.005000, 0.002000, 0.450000, 0.001000
0.007000, 0.001000, 0.224000, 0.001000
0.007000, 0.002000, 1000.000000, 1000.000000
0.010000, 0.003000, 0.004000, 0.001000
0.013000, 0.003000, 1000.000000, 1000.000000
0.031000, 0.003000, 0.030000, 0.001000
0.012000, 0.003000, 0.008000, 0.001000
1.617000, 0.516000, 1000.000000, 1000.000000
0.005000, 0.001000, 0.207000, 0.001000
0.005000, 0.001000, 0.083000, 0.001000
0.007000, 0.004000, 1000.000000, 1000.000000
0.019000, 0.002000, 0.004000, 0.001000
0.013000, 0.006000, 1000.000000, 1000.000000
0.025000, 0.003000, 0.016000, 0.001000
0.012000, 0.003000, 0.012000, 0.001000
1000.000000, 1000.000000, 1000.000000, 469.161000
0.004000, 0.001000, 0.001000, 0.001000
0.004000, 0.002000, 0.002000, 0.001000
0.007000, 0.003000, 1000.000000, 109.219000
0.011000, 0.001000, 0.004000, 0.001000
0.012000, 0.002000, 1000.000000, 119.431000
0.023000, 0.002000, 0.016000, 0.001000
0.011000, 0.002000, 0.008000, 0.001000
18.239000, 1000.000000, 1000.000000, 442.734000
0.001000, 0.136000, 0.812000, 0.585000
0.001000, 0.001000, 0.002000, 0.001000
0.002000, 0.003000, 0.001000, 0.001000
0.006000, 0.003000, 0.007000, 0.007000
0.006000, 0.004000, 0.006000, 0.001000
0.016000, 0.002000, 0.020000, 0.008000
0.005000, 0.001000, 0.007000, 0.001000
1.472000, 0.807000, 0.271000, 0.007000
0.008000, 0.005000, 0.002000, 0.001000
0.008000, 0.005000, 0.001000, 0.001000
0.009000, 0.007000, 0.003000, 0.001000
0.010000, 0.007000, 0.004000, 0.001000
0.020000, 0.005000, 0.005000, 0.001000
0.020000, 0.007000, 0.017000, 0.001000
0.016000, 0.004000, 0.009000, 0.001000
5.661000, 0.554000, 1000.000000, 433.273000
0.001000, 0.004000, 2.964000, 0.122000
0.001000, 0.002000, 0.574000, 0.003000
0.003000, 0.010000, 0.001000, 0.001000
0.012000, 0.003000, 0.048000, 0.004000
0.007000, 0.011000, 2.635000, 0.001000
0.017000, 0.003000, 0.477000, 0.008000
0.006000, 0.003000, 0.009000, 0.001000
1.476000, 1.291000, 0.273000, 0.010000
0.001000, 0.001000, 0.007000, 0.006000
0.001000, 0.001000, 0.003000, 0.008000
4.180000, 0.074000, 1000.000000, 1000.000000
0.006000, 0.765000, 0.015000, 0.078000
7.896000, 0.264000, 1000.000000, 1000.000000
0.017000, 4.084000, 0.079000, 0.108000
0.005000, 0.001000, 0.007000, 0.001000
1.530000, 2.778000, 67.904000, 4.710000
0.010000, 0.062000, 381.029000, 0.967000
0.004000, 0.023000, 202.798000, 0.696000
0.003000, 0.032000, 1000.000000, 0.005000
0.007000, 0.002000, 0.023000, 0.003000
0.008000, 0.025000, 1000.000000, 0.001000
0.020000, 0.002000, 0.078000, 0.009000
0.007000, 0.005000, 0.007000, 0.001000
1000.000000, 1000.000000, 1000.000000, 1000.000000
0.002000, 0.005000, 1000.000000, 1.615000
0.002000, 0.004000, 1000.000000, 0.060000
0.003000, 0.011000, 0.001000, 0.001000
0.009000, 0.002000, 0.003000, 0.007000
0.008000, 0.018000, 1000.000000, 0.001000
0.019000, 0.004000, 0.028000, 0.013000
0.006000, 0.003000, 0.007000, 0.001000
10.456000, 358.952000, 1000.000000, 431.269000
0.219000, 0.741000, 0.495000, 0.001000
0.208000, 28.365000, 0.325000, 0.012000
0.175000, 0.182000, 0.246000, 0.001000
0.200000, 1.046000, 0.212000, 0.001000
0.172000, 0.457000, 0.342000, 0.001000
0.234000, 0.791000, 0.376000, 0.001000
0.264000, 2.130000, 0.284000, 0.001000
0.171000, 0.825000, 0.134000, 0.001000
0.223000, 2.546000, 0.303000, 0.001000
0.184000, 1.227000, 0.134000, 0.001000
0.173000, 0.201000, 0.134000, 0.001000
0.174000, 0.102000, 0.204000, 0.002000
0.213000, 1.458000, 6.646000, 0.001000
0.246000, 4.472000, 0.365000, 0.001000
0.224000, 0.899000, 0.436000, 0.002000
0.171000, 0.690000, 0.147000, 0.001000
0.198000, 0.491000, 0.150000, 0.001000
0.227000, 16.872000, 0.226000, 0.002000
0.168000, 1.411000, 0.135000, 0.001000
0.172000, 1.090000, 0.212000, 0.001000
0.181000, 0.055000, 0.401000, 0.001000
0.166000, 1.675000, 0.135000, 0.001000
0.171000, 3.070000, 0.165000, 0.003000
0.202000, 4.077000, 0.385000, 0.005000
0.237000, 2.604000, 1.608000, 0.001000
0.142000, 1.581000, 4.388000, 0.001000
0.038000, 0.373000, 1.133000, 0.001000
0.041000, 0.313000, 1.041000, 0.001000
0.141000, 0.745000, 2.479000, 0.001000
0.141000, 1.510000, 2.575000, 0.001000
0.195000, 2.154000, 7.040000, 0.001000
0.203000, 1.959000, 6.557000, 0.001000
0.211000, 2.471000, 5.674000, 0.001000
0.171000, 1.804000, 3.681000, 0.001000
0.328000, 5.275000, 13.313000, 0.001000
0.210000, 2.006000, 5.644000, 0.001000
0.071000, 7.028000, 2.213000, 0.001000
0.087000, 0.939000, 2.009000, 0.001000
0.076000, 0.676000, 2.049000, 0.001000
0.079000, 0.704000, 2.040000, 0.001000
0.099000, 0.024000, 2.533000, 0.001000
0.061000, 0.507000, 1.752000, 0.001000
0.139000, 1.854000, 4.409000, 0.001000
0.335000, 5.221000, 13.020000, 0.001000
0.274000, 2.667000, 6.695000, 0.001000
0.192000, 1.281000, 4.218000, 0.001000
0.319000, 5.258000, 10.803000, 0.001000
0.165000, 2.821000, 5.410000, 0.001000
0.202000, 2.900000, 6.482000, 0.001000
0.255000, 2.530000, 8.709000, 0.001000
0.127000, 1.205000, 4.742000, 0.001000
0.257000, 3.858000, 9.993000, 0.001000
0.152000, 1.477000, 5.691000, 0.001000
0.213000, 2.224000, 7.452000, 0.001000
0.029000, 0.004000, 0.657000, 0.001000
0.059000, 0.364000, 0.839000, 0.001000
0.217000, 2.468000, 7.808000, 0.001000
0.040000, 0.361000, 1.225000, 0.001000
0.166000, 1.713000, 5.134000, 0.001000
0.039000, 0.329000, 1.303000, 0.001000
0.084000, 0.775000, 2.750000, 0.001000
0.105000, 1.603000, 3.902000, 0.001000
0.095000, 0.943000, 3.296000, 0.001000
0.117000, 1.174000, 4.059000, 0.001000
0.099000, 1.376000, 3.554000, 0.001000
0.113000, 1.156000, 4.663000, 0.001000
0.041000, 0.439000, 1.570000, 0.001000
0.318000, 5.250000, 12.111000, 0.001000
0.061000, 0.807000, 2.043000, 0.001000
0.057000, 0.366000, 1.032000, 0.001000
0.106000, 0.600000, 2.279000, 0.001000
0.052000, 0.468000, 1.696000, 0.001000
0.146000, 1.694000, 3.785000, 0.001000
0.082000, 0.719000, 2.977000, 0.001000
0.136000, 1.592000, 3.481000, 0.001000
0.064000, 0.513000, 1.792000, 0.001000
0.246000, 18.361000, 9.337000, 0.001000
0.029000, 0.002000, 0.773000, 0.001000
0.060000, 0.498000, 1.308000, 0.001000
0.214000, 2.107000, 7.925000, 0.001000
0.199000, 2.880000, 6.996000, 0.001000
0.713000, 4.147000, 12.601000, 0.001000
0.143000, 1.336000, 3.627000, 0.001000
0.231000, 3.435000, 7.914000, 0.001000
0.164000, 2.610000, 5.178000, 0.001000
0.152000, 1.009000, 3.327000, 0.001000
0.200000, 3.238000, 6.487000, 0.001000
0.031000, 0.266000, 0.782000, 0.001000
0.135000, 1.016000, 1.745000, 0.001000
0.070000, 0.492000, 1.058000, 0.001000
0.216000, 1.963000, 4.664000, 0.001000
0.040000, 0.311000, 1.189000, 0.001000
0.313000, 5.144000, 12.397000, 0.001000
0.212000, 3.757000, 7.066000, 0.001000
0.244000, 3.337000, 8.586000, 0.001000
0.273000, 1.789000, 6.154000, 0.001000
0.359000, 5.886000, 12.678000, 0.001000
0.345000, 5.518000, 13.328000, 0.001000
0.230000, 2.689000, 5.219000, 0.001000
0.322000, 3.677000, 12.247000, 0.001000
0.111000, 1.741000, 3.740000, 0.001000
0.468000, 4.406000, 11.901000, 0.001000
0.293000, 5.194000, 10.133000, 0.001000
0.115000, 1.512000, 3.755000, 0.001000
0.271000, 2.942000, 5.432000, 0.001000
0.156000, 2.624000, 5.312000, 0.001000
0.141000, 1.972000, 4.103000, 0.001000
0.161000, 1.578000, 5.874000, 0.001000
0.378000, 3.460000, 8.326000, 0.001000
0.353000, 5.775000, 11.100000, 0.001000
0.430000, 3.473000, 10.091000, 0.001000
0.158000, 1.545000, 5.967000, 0.001000
0.401000, 4.182000, 10.822000, 0.001000
0.145000, 0.916000, 3.425000, 0.001000
0.153000, 1.636000, 5.775000, 0.001000
0.273000, 3.346000, 9.899000, 0.001000
0.303000, 31.201000, 11.033000, 0.001000
0.185000, 1.917000, 4.986000, 0.001000
0.130000, 2.160000, 7.217000, 0.001000
0.087000, 0.790000, 2.898000, 0.001000
0.142000, 1.438000, 3.038000, 0.001000
0.088000, 1.227000, 2.918000, 0.001000
0.070000, 0.689000, 2.214000, 0.001000
0.409000, 3.941000, 14.821000, 0.001000
0.072000, 0.948000, 2.601000, 0.001000
0.326000, 2.644000, 7.816000, 0.001000
0.259000, 3.934000, 8.896000, 0.001000
0.152000, 2.420000, 4.407000, 0.001000
0.255000, 4.140000, 8.689000, 0.001000
0.369000, 5.712000, 9.136000, 0.001000
0.209000, 2.932000, 7.420000, 0.001000
0.205000, 2.322000, 5.624000, 0.001000
0.138000, 1.395000, 4.722000, 0.001000
0.089000, 1.571000, 2.961000, 0.001000
0.299000, 2.982000, 11.220000, 0.001000
0.324000, 4.742000, 11.585000, 0.001000
0.584000, 3.895000, 12.672000, 0.001000
0.246000, 3.985000, 8.564000, 0.001000
0.305000, 3.145000, 9.903000, 0.001000
0.237000, 2.487000, 8.405000, 0.001000
0.206000, 4.398000, 6.588000, 0.001000
0.299000, 4.227000, 10.850000, 0.001000
0.344000, 4.917000, 11.645000, 0.001000
0.310000, 3.358000, 11.248000, 0.001000
0.585000, 3.849000, 11.430000, 0.001000
0.356000, 3.811000, 12.502000, 0.001000
0.412000, 4.946000, 11.599000, 0.001000
0.072000, 0.622000, 2.245000, 0.001000
0.140000, 1.833000, 3.780000, 0.001000
0.097000, 1.872000, 2.988000, 0.001000
0.192000, 1.955000, 4.441000, 0.001000
0.179000, 3.270000, 6.146000, 0.001000
0.197000, 3.290000, 6.516000, 0.001000
0.021000, 0.151000, 0.414000, 0.001000
0.249000, 4.445000, 9.118000, 0.001000
0.150000, 1.691000, 5.030000, 0.001000
0.200000, 16.143000, 4.276000, 0.001000
0.219000, 3.332000, 7.148000, 0.001000
0.092000, 1.344000, 3.076000, 0.001000
0.127000, 1.301000, 3.772000, 0.001000
0.071000, 0.506000, 1.694000, 0.001000
0.049000, 0.400000, 0.902000, 0.001000
0.325000, 4.720000, 13.802000, 0.001000
0.164000, 2.540000, 9.779000, 0.001000
0.340000, 4.940000, 8.712000, 0.001000
0.057000, 0.644000, 1.042000, 0.001000
0.102000, 1.376000, 3.029000, 0.001000
0.123000, 1.162000, 3.152000, 0.001000
0.047000, 0.608000, 1.983000, 0.001000
0.222000, 3.225000, 7.930000, 0.001000
0.174000, 0.213000, 0.198000, 0.001000
0.127000, 0.089000, 0.194000, 0.001000
0.055000, 0.101000, 0.036000, 0.001000
0.034000, 0.013000, 0.060000, 0.001000
0.136000, 0.092000, 0.079000, 0.001000
0.086000, 0.008000, 0.089000, 0.001000
0.246000, 0.310000, 0.212000, 0.001000
0.178000, 0.287000, 0.190000, 0.001000
0.131000, 0.286000, 0.154000, 0.001000
0.100000, 0.211000, 0.111000, 0.001000
0.291000, 0.625000, 0.695000, 0.002000
0.188000, 0.216000, 0.241000, 0.001000
0.062000, 0.117000, 0.061000, 0.001000
0.077000, 0.084000, 0.105000, 0.001000
0.084000, 0.020000, 0.070000, 0.001000
0.074000, 0.075000, 0.094000, 0.001000
0.112000, 0.047000, 0.121000, 0.001000
0.056000, 0.065000, 0.052000, 0.001000
0.130000, 0.289000, 0.148000, 0.001000
0.307000, 1.329000, 0.426000, 0.002000
0.261000, 0.382000, 0.196000, 0.001000
0.118000, 0.110000, 0.236000, 0.001000
0.356000, 0.804000, 0.333000, 0.001000
0.154000, 0.369000, 0.175000, 0.001000
0.189000, 0.322000, 0.218000, 0.001000
0.228000, 0.386000, 0.270000, 0.001000
0.111000, 1.152000, 0.127000, 0.001000
0.250000, 0.045000, 0.291000, 0.001000
0.136000, 0.244000, 0.157000, 0.001000
0.210000, 0.216000, 0.238000, 0.001000
0.048000, 0.012000, 0.038000, 0.001000
0.030000, 0.031000, 0.027000, 0.001000
0.194000, 0.277000, 0.407000, 0.001000
0.057000, 0.010000, 0.061000, 0.001000
0.152000, 0.220000, 0.209000, 0.001000
0.036000, 0.017000, 0.035000, 0.001000
0.079000, 0.110000, 0.082000, 0.001000
0.097000, 0.334000, 0.180000, 0.001000
0.105000, 0.057000, 0.093000, 0.001000
0.103000, 0.020000, 0.152000, 0.001000
0.089000, 0.114000, 0.158000, 0.001000
0.112000, 0.229000, 0.178000, 0.001000
0.038000, 0.043000, 0.038000, 0.001000
0.291000, 0.204000, 0.443000, 0.001000
0.059000, 0.073000, 0.054000, 0.001000
0.039000, 0.049000, 0.063000, 0.001000
0.065000, 0.007000, 0.062000, 0.001000
0.056000, 0.014000, 0.047000, 0.001000
0.093000, 0.005000, 0.106000, 0.001000
0.113000, 0.092000, 0.073000, 0.001000
0.123000, 0.187000, 0.161000, 0.001000
0.053000, 0.023000, 0.082000, 0.001000
0.246000, 0.502000, 0.249000, 0.001000
0.025000, 0.012000, 0.041000, 0.001000
0.087000, 0.022000, 0.078000, 0.001000
0.188000, 0.332000, 0.277000, 0.001000
0.183000, 0.275000, 0.213000, 0.001000
0.332000, 0.670000, 0.424000, 0.001000
0.136000, 0.050000, 0.260000, 0.001000
0.299000, 0.360000, 0.254000, 0.001000
0.142000, 0.018000, 0.173000, 0.001000
0.087000, 0.055000, 0.163000, 0.001000
0.179000, 0.392000, 0.204000, 0.001000
0.027000, 0.041000, 0.025000, 0.001000
0.087000, 0.033000, 0.138000, 0.001000
0.094000, 0.047000, 0.081000, 0.001000
0.132000, 1.677000, 0.119000, 0.001000
0.035000, 0.022000, 0.033000, 0.001000
0.312000, 0.642000, 0.651000, 0.002000
0.212000, 0.314000, 0.231000, 0.001000
0.241000, 0.500000, 0.486000, 0.001000
0.173000, 0.265000, 0.194000, 0.001000
0.343000, 0.696000, 0.733000, 0.001000
0.314000, 0.516000, 0.403000, 0.001000
0.134000, 0.357000, 0.159000, 0.001000
0.329000, 0.480000, 0.379000, 0.001000
0.100000, 0.190000, 0.116000, 0.001000
0.284000, 0.681000, 0.455000, 0.001000
0.319000, 0.392000, 0.322000, 0.001000
0.180000, 0.162000, 0.202000, 0.001000
0.168000, 0.411000, 0.228000, 0.001000
0.149000, 0.469000, 0.219000, 0.001000
0.130000, 0.240000, 0.146000, 0.001000
0.143000, 0.326000, 0.200000, 0.001000
0.236000, 0.386000, 0.318000, 0.001000
0.339000, 0.565000, 0.491000, 0.001000
0.301000, 0.659000, 0.364000, 0.001000
0.148000, 0.229000, 0.169000, 0.001000
0.250000, 0.715000, 0.306000, 0.002000
0.088000, 0.283000, 0.095000, 0.001000
0.138000, 0.281000, 0.306000, 0.001000
0.252000, 0.368000, 0.347000, 0.001000
0.280000, 0.541000, 0.342000, 0.001000
0.122000, 0.254000, 0.243000, 0.001000
0.116000, 0.251000, 0.135000, 0.001000
0.080000, 0.207000, 0.083000, 0.001000
0.127000, 0.195000, 0.089000, 0.001000
0.075000, 0.159000, 0.144000, 0.001000
0.075000, 0.122000, 0.067000, 0.001000
0.331000, 0.780000, 0.477000, 0.001000
0.073000, 0.148000, 0.066000, 0.001000
0.226000, 0.397000, 0.449000, 0.001000
0.233000, 0.554000, 0.300000, 0.002000
0.125000, 0.230000, 0.247000, 0.001000
0.227000, 0.462000, 0.304000, 0.001000
0.346000, 0.497000, 0.321000, 0.001000
0.191000, 2.728000, 0.275000, 0.001000
0.131000, 0.317000, 0.183000, 0.001000
0.124000, 0.191000, 0.142000, 0.001000
0.079000, 0.093000, 0.113000, 0.001000
0.366000, 0.379000, 0.348000, 0.001000
0.301000, 0.490000, 0.559000, 0.001000
0.444000, 0.693000, 0.412000, 0.001000
0.221000, 0.506000, 0.292000, 0.002000
0.310000, 0.483000, 0.357000, 0.001000
0.227000, 0.350000, 0.254000, 0.001000
0.195000, 0.369000, 0.214000, 0.001000
0.261000, 0.547000, 0.361000, 0.002000
0.282000, 0.729000, 0.392000, 0.001000
0.297000, 0.394000, 0.371000, 0.001000
0.383000, 0.372000, 0.683000, 0.001000
0.315000, 0.501000, 0.461000, 0.001000
0.298000, 0.905000, 0.358000, 0.001000
0.062000, 0.101000, 0.091000, 0.001000
0.129000, 0.166000, 0.134000, 0.001000
0.082000, 0.054000, 0.153000, 0.001000
0.125000, 0.186000, 0.135000, 0.001000
0.159000, 0.379000, 0.187000, 0.001000
0.183000, 0.398000, 0.209000, 0.001000
0.022000, 0.020000, 0.014000, 0.001000
0.224000, 0.262000, 0.260000, 0.001000
0.137000, 0.344000, 0.190000, 0.001000
0.191000, 0.198000, 0.138000, 0.001000
0.200000, 0.622000, 0.248000, 0.001000
0.083000, 0.182000, 0.088000, 0.001000
0.118000, 0.225000, 0.137000, 0.001000
0.056000, 0.076000, 0.053000, 0.001000
0.027000, 0.007000, 0.042000, 0.001000
0.300000, 0.475000, 0.684000, 0.001000
0.146000, 0.290000, 0.213000, 0.001000
0.225000, 0.748000, 0.253000, 0.001000
0.032000, 0.034000, 0.034000, 0.001000
0.126000, 0.042000, 0.096000, 0.001000
0.091000, 0.143000, 0.097000, 0.001000
0.045000, 0.139000, 0.045000, 0.001000
0.195000, 0.296000, 0.213000, 0.001000
0.169000, 2.084000, 0.452000, 0.007000
0.083000, 0.234000, 0.360000, 0.004000
0.029000, 0.071000, 0.101000, 0.004000
0.019000, 0.061000, 0.084000, 0.002000
0.046000, 0.154000, 0.217000, 0.005000
0.052000, 0.156000, 0.209000, 0.003000
0.166000, 0.320000, 0.857000, 0.004000
0.186000, 0.323000, 0.471000, 0.004000
0.090000, 0.446000, 0.360000, 0.006000
0.066000, 0.360000, 0.266000, 0.004000
0.241000, 0.542000, 0.932000, 0.010000
0.148000, 0.377000, 0.515000, 0.009000
0.035000, 0.115000, 0.162000, 0.004000
0.046000, 0.160000, 0.264000, 0.004000
0.042000, 0.142000, 0.166000, 0.003000
0.044000, 0.127000, 0.167000, 0.005000
0.053000, 0.188000, 0.208000, 0.003000
0.030000, 0.081000, 0.152000, 0.002000
0.090000, 0.323000, 0.368000, 0.004000
0.333000, 0.576000, 0.859000, 0.010000
0.143000, 0.331000, 0.451000, 0.008000
0.087000, 0.337000, 0.319000, 0.004000
0.297000, 0.562000, 0.755000, 0.006000
0.107000, 0.318000, 0.399000, 0.004000
0.150000, 0.430000, 0.574000, 0.005000
0.215000, 0.405000, 0.617000, 0.009000
0.109000, 0.198000, 0.294000, 0.005000
0.212000, 0.459000, 0.773000, 0.005000
0.135000, 0.369000, 0.359000, 0.006000
0.161000, 0.369000, 0.550000, 0.007000
0.012000, 0.031000, 0.052000, 0.001000
0.014000, 0.057000, 0.132000, 0.002000
0.160000, 0.346000, 0.579000, 0.009000
0.019000, 0.079000, 0.125000, 0.002000
0.109000, 0.308000, 0.395000, 0.007000
0.028000, 0.057000, 0.160000, 0.002000
0.046000, 0.155000, 0.252000, 0.004000
0.063000, 0.208000, 0.259000, 0.007000
0.068000, 0.140000, 0.213000, 0.006000
0.103000, 0.186000, 0.327000, 0.003000
0.059000, 0.910000, 0.232000, 0.003000
0.069000, 0.185000, 0.273000, 0.003000
0.019000, 0.072000, 0.092000, 0.003000
0.250000, 0.962000, 0.853000, 0.006000
0.033000, 0.084000, 0.158000, 0.003000
0.022000, 0.069000, 0.178000, 0.002000
0.057000, 0.116000, 0.149000, 0.003000
0.025000, 0.136000, 0.144000, 0.002000
0.090000, 0.162000, 0.286000, 0.003000
0.039000, 0.133000, 0.173000, 0.003000
0.086000, 0.233000, 0.364000, 0.006000
0.032000, 0.091000, 0.123000, 0.004000
0.162000, 0.358000, 0.732000, 0.005000
0.011000, 0.056000, 0.086000, 0.002000
0.033000, 0.108000, 0.227000, 0.002000
0.157000, 0.328000, 0.570000, 0.009000
0.147000, 0.334000, 0.646000, 0.007000
0.271000, 0.667000, 1.019000, 0.010000
0.088000, 0.255000, 0.094000, 0.001000
0.174000, 0.411000, 0.570000, 0.008000
0.103000, 0.271000, 0.394000, 0.007000
