family,instance,solver,time
13,all-meshes-CVIU11-pattern5-target401,Glasgow,0.262000
13,all-meshes-CVIU11-pattern5-target401,LAD,0.049000
13,all-meshes-CVIU11-pattern5-target401,VF2,0.092000
13,all-meshes-CVIU11-pattern5-target401,RI,0.000033
13,all-meshes-CVIU11-pattern5-target402,Glasgow,0.003000
13,all-meshes-CVIU11-pattern5-target402,LAD,0.001000
13,all-meshes-CVIU11-pattern5-target402,VF2,0.001000
13,all-meshes-CVIU11-pattern5-target402,RI,0.000000
13,all-meshes-CVIU11-pattern5-target403,Glasgow,0.020000
13,all-meshes-CVIU11-pattern5-target403,LAD,0.008000
13,all-meshes-CVIU11-pattern5-target403,VF2,0.009000
13,all-meshes-CVIU11-pattern5-target403,RI,0.000001
13,all-meshes-CVIU11-pattern5-target404,Glasgow,0.060000
13,all-meshes-CVIU11-pattern5-target404,LAD,0.014000
13,all-meshes-CVIU11-pattern5-target404,VF2,0.018000
13,all-meshes-CVIU11-pattern5-target404,RI,0.000016
13,all-meshes-CVIU11-pattern5-target405,Glasgow,0.482000
13,all-meshes-CVIU11-pattern5-target405,LAD,0.058000
13,all-meshes-CVIU11-pattern5-target405,VF2,0.075000
13,all-meshes-CVIU11-pattern5-target405,RI,0.000232
13,all-meshes-CVIU11-pattern5-target406,Glasgow,0.051000
13,all-meshes-CVIU11-pattern5-target406,LAD,0.005000
13,all-meshes-CVIU11-pattern5-target406,VF2,0.007000
13,all-meshes-CVIU11-pattern5-target406,RI,0.000005
13,all-meshes-CVIU11-pattern5-target407,Glasgow,0.003000
13,all-meshes-CVIU11-pattern5-target407,LAD,0.003000
13,all-meshes-CVIU11-pattern5-target407,VF2,0.001000
13,all-meshes-CVIU11-pattern5-target407,RI,0.000001
13,all-meshes-CVIU11-pattern5-target408,Glasgow,0.006000
13,all-meshes-CVIU11-pattern5-target408,LAD,0.002000
13,all-meshes-CVIU11-pattern5-target408,VF2,0.002000
13,all-meshes-CVIU11-pattern5-target408,RI,0.000002
13,all-meshes-CVIU11-pattern5-target409,Glasgow,0.005000
13,all-meshes-CVIU11-pattern5-target409,LAD,0.003000
13,all-meshes-CVIU11-pattern5-target409,VF2,0.001000
13,all-meshes-CVIU11-pattern5-target409,RI,0.000004
13,all-meshes-CVIU11-pattern5-target41,Glasgow,0.283000
13,all-meshes-CVIU11-pattern5-target41,LAD,0.034000
13,all-meshes-CVIU11-pattern5-target41,VF2,0.066000
13,all-meshes-CVIU11-pattern5-target41,RI,0.000182
13,all-meshes-CVIU11-pattern5-target410,Glasgow,0.004000
13,all-meshes-CVIU11-pattern5-target410,LAD,0.001000
13,all-meshes-CVIU11-pattern5-target410,VF2,0.002000
13,all-meshes-CVIU11-pattern5-target410,RI,0.000000
13,all-meshes-CVIU11-pattern5-target411,Glasgow,0.045000
13,all-meshes-CVIU11-pattern5-target411,LAD,0.006000
13,all-meshes-CVIU11-pattern5-target411,VF2,0.011000
13,all-meshes-CVIU11-pattern5-target411,RI,0.000012
13,all-meshes-CVIU11-pattern5-target412,Glasgow,0.002000
13,all-meshes-CVIU11-pattern5-target412,LAD,0.000000
13,all-meshes-CVIU11-pattern5-target412,VF2,0.000000
13,all-meshes-CVIU11-pattern5-target412,RI,0.000000
13,all-meshes-CVIU11-pattern5-target413,Glasgow,0.001000
13,all-meshes-CVIU11-pattern5-target413,LAD,0.000000
13,all-meshes-CVIU11-pattern5-target413,VF2,0.001000
13,all-meshes-CVIU11-pattern5-target413,RI,0.000000
13,all-meshes-CVIU11-pattern5-target414,Glasgow,0.006000
13,all-meshes-CVIU11-pattern5-target414,LAD,0.000000
13,all-meshes-CVIU11-pattern5-target414,VF2,0.001000
13,all-meshes-CVIU11-pattern5-target414,RI,0.000004
13,all-meshes-CVIU11-pattern5-target415,Glasgow,0.075000
13,all-meshes-CVIU11-pattern5-target415,LAD,0.010000
13,all-meshes-CVIU11-pattern5-target415,VF2,0.017000
13,all-meshes-CVIU11-pattern5-target415,RI,0.000093
13,all-meshes-CVIU11-pattern5-target416,Glasgow,0.004000
13,all-meshes-CVIU11-pattern5-target416,LAD,0.000000
13,all-meshes-CVIU11-pattern5-target416,VF2,0.001000
13,all-meshes-CVIU11-pattern5-target416,RI,0.000002
13,all-meshes-CVIU11-pattern5-target417,Glasgow,0.003000
13,all-meshes-CVIU11-pattern5-target417,LAD,0.000000
13,all-meshes-CVIU11-pattern5-target417,VF2,0.001000
13,all-meshes-CVIU11-pattern5-target417,RI,0.000003
13,all-meshes-CVIU11-pattern5-target418,Glasgow,0.016000
13,all-meshes-CVIU11-pattern5-target418,LAD,0.002000
13,all-meshes-CVIU11-pattern5-target418,VF2,0.002000
13,all-meshes-CVIU11-pattern5-target418,RI,0.000008
13,all-meshes-CVIU11-pattern5-target419,Glasgow,0.012000
13,all-meshes-CVIU11-pattern5-target419,LAD,0.002000
13,all-meshes-CVIU11-pattern5-target419,VF2,0.003000
13,all-meshes-CVIU11-pattern5-target419,RI,0.000010
13,all-meshes-CVIU11-pattern5-target42,Glasgow,0.103000
13,all-meshes-CVIU11-pattern5-target42,LAD,0.011000
13,all-meshes-CVIU11-pattern5-target42,VF2,0.027000
13,all-meshes-CVIU11-pattern5-target42,RI,0.000046
13,all-meshes-CVIU11-pattern5-target420,Glasgow,1.662000
13,all-meshes-CVIU11-pattern5-target420,LAD,0.136000
13,all-meshes-CVIU11-pattern5-target420,VF2,0.123000
13,all-meshes-CVIU11-pattern5-target420,RI,0.000590
13,all-meshes-CVIU11-pattern5-target421,Glasgow,0.020000
13,all-meshes-CVIU11-pattern5-target421,LAD,0.001000
13,all-meshes-CVIU11-pattern5-target421,VF2,0.005000
13,all-meshes-CVIU11-pattern5-target421,RI,0.000013
13,all-meshes-CVIU11-pattern5-target422,Glasgow,0.064000
13,all-meshes-CVIU11-pattern5-target422,LAD,0.008000
13,all-meshes-CVIU11-pattern5-target422,VF2,0.016000
13,all-meshes-CVIU11-pattern5-target422,RI,0.000040
13,all-meshes-CVIU11-pattern5-target423,Glasgow,0.015000
13,all-meshes-CVIU11-pattern5-target423,LAD,0.002000
13,all-meshes-CVIU11-pattern5-target423,VF2,0.006000
13,all-meshes-CVIU11-pattern5-target423,RI,0.000002
13,all-meshes-CVIU11-pattern5-target424,Glasgow,0.166000
13,all-meshes-CVIU11-pattern5-target424,LAD,0.027000
13,all-meshes-CVIU11-pattern5-target424,VF2,0.220000
13,all-meshes-CVIU11-pattern5-target424,RI,0.000044
13,all-meshes-CVIU11-pattern5-target425,Glasgow,0.007000
13,all-meshes-CVIU11-pattern5-target425,LAD,0.002000
13,all-meshes-CVIU11-pattern5-target425,VF2,0.003000
13,all-meshes-CVIU11-pattern5-target425,RI,0.000004
13,all-meshes-CVIU11-pattern5-target427,Glasgow,0.027000
13,all-meshes-CVIU11-pattern5-target427,LAD,0.007000
13,all-meshes-CVIU11-pattern5-target427,VF2,0.014000
13,all-meshes-CVIU11-pattern5-target427,RI,0.000013
13,all-meshes-CVIU11-pattern5-target428,Glasgow,1.145000
13,all-meshes-CVIU11-pattern5-target428,LAD,0.130000
13,all-meshes-CVIU11-pattern5-target428,VF2,0.163000
13,all-meshes-CVIU11-pattern5-target428,RI,0.000117
13,all-meshes-CVIU11-pattern5-target429,Glasgow,0.007000
13,all-meshes-CVIU11-pattern5-target429,LAD,0.000000
13,all-meshes-CVIU11-pattern5-target429,VF2,0.002000
13,all-meshes-CVIU11-pattern5-target429,RI,0.000003
13,all-meshes-CVIU11-pattern5-target43,Glasgow,0.575000
13,all-meshes-CVIU11-pattern5-target43,LAD,0.294000
13,all-meshes-CVIU11-pattern5-target43,VF2,0.223000
13,all-meshes-CVIU11-pattern5-target43,RI,0.000078
13,all-meshes-CVIU11-pattern5-target430,Glasgow,0.572000
13,all-meshes-CVIU11-pattern5-target430,LAD,0.057000
13,all-meshes-CVIU11-pattern5-target430,VF2,0.078000
13,all-meshes-CVIU11-pattern5-target430,RI,0.000233
13,all-meshes-CVIU11-pattern5-target431,Glasgow,0.561000
13,all-meshes-CVIU11-pattern5-target431,LAD,0.104000
13,all-meshes-CVIU11-pattern5-target431,VF2,0.487000
13,all-meshes-CVIU11-pattern5-target431,RI,0.000030
13,all-meshes-CVIU11-pattern5-target432,Glasgow,0.014000
13,all-meshes-CVIU11-pattern5-target432,LAD,0.005000
13,all-meshes-CVIU11-pattern5-target432,VF2,0.011000
13,all-meshes-CVIU11-pattern5-target432,RI,0.000000
13,all-meshes-CVIU11-pattern5-target433,Glasgow,0.109000
13,all-meshes-CVIU11-pattern5-target433,LAD,0.016000
13,all-meshes-CVIU11-pattern5-target433,VF2,0.049000
13,all-meshes-CVIU11-pattern5-target433,RI,0.000020
13,all-meshes-CVIU11-pattern5-target434,Glasgow,0.494000
13,all-meshes-CVIU11-pattern5-target434,LAD,0.100000
13,all-meshes-CVIU11-pattern5-target434,VF2,0.109000
13,all-meshes-CVIU11-pattern5-target434,RI,0.000143
13,all-meshes-CVIU11-pattern5-target435,Glasgow,0.094000
13,all-meshes-CVIU11-pattern5-target435,LAD,0.029000
13,all-meshes-CVIU11-pattern5-target435,VF2,0.035000
13,all-meshes-CVIU11-pattern5-target435,RI,0.000003
13,all-meshes-CVIU11-pattern5-target436,Glasgow,0.272000
13,all-meshes-CVIU11-pattern5-target436,LAD,0.045000
13,all-meshes-CVIU11-pattern5-target436,VF2,0.064000
13,all-meshes-CVIU11-pattern5-target436,RI,0.000091
13,all-meshes-CVIU11-pattern5-target437,Glasgow,0.002000
13,all-meshes-CVIU11-pattern5-target437,LAD,0.000000
13,all-meshes-CVIU11-pattern5-target437,VF2,0.000000
13,all-meshes-CVIU11-pattern5-target437,RI,0.000000
13,all-meshes-CVIU11-pattern5-target438,Glasgow,0.514000
13,all-meshes-CVIU11-pattern5-target438,LAD,0.089000
13,all-meshes-CVIU11-pattern5-target438,VF2,0.078000
13,all-meshes-CVIU11-pattern5-target438,RI,0.000235
13,all-meshes-CVIU11-pattern5-target439,Glasgow,0.068000
13,all-meshes-CVIU11-pattern5-target439,LAD,0.022000
13,all-meshes-CVIU11-pattern5-target439,VF2,0.032000
13,all-meshes-CVIU11-pattern5-target439,RI,0.000004
13,all-meshes-CVIU11-pattern5-target44,Glasgow,0.042000
13,all-meshes-CVIU11-pattern5-target44,LAD,0.006000
13,all-meshes-CVIU11-pattern5-target44,VF2,0.052000
13,all-meshes-CVIU11-pattern5-target44,RI,0.000000
13,all-meshes-CVIU11-pattern5-target440,Glasgow,0.020000
13,all-meshes-CVIU11-pattern5-target440,LAD,0.008000
13,all-meshes-CVIU11-pattern5-target440,VF2,0.009000
13,all-meshes-CVIU11-pattern5-target440,RI,0.000007
13,all-meshes-CVIU11-pattern5-target441,Glasgow,0.183000
13,all-meshes-CVIU11-pattern5-target441,LAD,0.050000
13,all-meshes-CVIU11-pattern5-target441,VF2,0.057000
13,all-meshes-CVIU11-pattern5-target441,RI,0.000004
13,all-meshes-CVIU11-pattern5-target442,Glasgow,0.097000
13,all-meshes-CVIU11-pattern5-target442,LAD,0.021000
13,all-meshes-CVIU11-pattern5-target442,VF2,0.032000
13,all-meshes-CVIU11-pattern5-target442,RI,0.000001
13,all-meshes-CVIU11-pattern5-target443,Glasgow,0.098000
13,all-meshes-CVIU11-pattern5-target443,LAD,0.018000
13,all-meshes-CVIU11-pattern5-target443,VF2,0.047000
13,all-meshes-CVIU11-pattern5-target443,RI,0.000002
13,all-meshes-CVIU11-pattern5-target444,Glasgow,0.487000
13,all-meshes-CVIU11-pattern5-target444,LAD,0.070000
13,all-meshes-CVIU11-pattern5-target444,VF2,0.083000
13,all-meshes-CVIU11-pattern5-target444,RI,0.000248
13,all-meshes-CVIU11-pattern5-target446,Glasgow,0.203000
13,all-meshes-CVIU11-pattern5-target446,LAD,0.034000
13,all-meshes-CVIU11-pattern5-target446,VF2,0.061000
13,all-meshes-CVIU11-pattern5-target446,RI,0.000114
13,all-meshes-CVIU11-pattern5-target447,Glasgow,0.605000
13,all-meshes-CVIU11-pattern5-target447,LAD,0.094000
13,all-meshes-CVIU11-pattern5-target447,VF2,3.128000
13,all-meshes-CVIU11-pattern5-target447,RI,0.000214
13,all-meshes-CVIU11-pattern5-target448,Glasgow,0.234000
13,all-meshes-CVIU11-pattern5-target448,LAD,0.052000
13,all-meshes-CVIU11-pattern5-target448,VF2,0.088000
13,all-meshes-CVIU11-pattern5-target448,RI,0.000060
13,all-meshes-CVIU11-pattern5-target449,Glasgow,0.505000
13,all-meshes-CVIU11-pattern5-target449,LAD,0.057000
13,all-meshes-CVIU11-pattern5-target449,VF2,0.074000
13,all-meshes-CVIU11-pattern5-target449,RI,0.000125
13,all-meshes-CVIU11-pattern5-target45,Glasgow,0.049000
13,all-meshes-CVIU11-pattern5-target45,LAD,0.015000
13,all-meshes-CVIU11-pattern5-target45,VF2,0.016000
13,all-meshes-CVIU11-pattern5-target45,RI,0.000014
13,all-meshes-CVIU11-pattern5-target450,Glasgow,0.204000
13,all-meshes-CVIU11-pattern5-target450,LAD,0.031000
13,all-meshes-CVIU11-pattern5-target450,VF2,0.071000
13,all-meshes-CVIU11-pattern5-target450,RI,0.000019
13,all-meshes-CVIU11-pattern5-target451,Glasgow,0.064000
13,all-meshes-CVIU11-pattern5-target451,LAD,0.015000
13,all-meshes-CVIU11-pattern5-target451,VF2,0.023000
13,all-meshes-CVIU11-pattern5-target451,RI,0.000004
13,all-meshes-CVIU11-pattern5-target452,Glasgow,0.968000
13,all-meshes-CVIU11-pattern5-target452,LAD,0.177000
13,all-meshes-CVIU11-pattern5-target452,VF2,0.260000
13,all-meshes-CVIU11-pattern5-target452,RI,0.000253
13,all-meshes-CVIU11-pattern5-target453,Glasgow,0.244000
13,all-meshes-CVIU11-pattern5-target453,LAD,0.029000
13,all-meshes-CVIU11-pattern5-target453,VF2,0.070000
13,all-meshes-CVIU11-pattern5-target453,RI,0.000126
13,all-meshes-CVIU11-pattern5-target454,Glasgow,0.496000
13,all-meshes-CVIU11-pattern5-target454,LAD,0.071000
13,all-meshes-CVIU11-pattern5-target454,VF2,0.174000
13,all-meshes-CVIU11-pattern5-target454,RI,0.000025
13,all-meshes-CVIU11-pattern5-target455,Glasgow,0.064000
13,all-meshes-CVIU11-pattern5-target455,LAD,0.010000
13,all-meshes-CVIU11-pattern5-target455,VF2,0.031000
13,all-meshes-CVIU11-pattern5-target455,RI,0.000024
13,all-meshes-CVIU11-pattern5-target456,Glasgow,0.644000
13,all-meshes-CVIU11-pattern5-target456,LAD,0.217000
13,all-meshes-CVIU11-pattern5-target456,VF2,0.230000
13,all-meshes-CVIU11-pattern5-target456,RI,0.000003
13,all-meshes-CVIU11-pattern5-target457,Glasgow,0.057000
13,all-meshes-CVIU11-pattern5-target457,LAD,0.012000
13,all-meshes-CVIU11-pattern5-target457,VF2,0.098000
13,all-meshes-CVIU11-pattern5-target457,RI,0.000016
13,all-meshes-CVIU11-pattern5-target458,Glasgow,0.115000
13,all-meshes-CVIU11-pattern5-target458,LAD,0.028000
13,all-meshes-CVIU11-pattern5-target458,VF2,0.049000
13,all-meshes-CVIU11-pattern5-target458,RI,0.000009
13,all-meshes-CVIU11-pattern5-target459,Glasgow,0.563000
13,all-meshes-CVIU11-pattern5-target459,LAD,0.094000
13,all-meshes-CVIU11-pattern5-target459,VF2,0.115000
13,all-meshes-CVIU11-pattern5-target459,RI,0.000171
13,all-meshes-CVIU11-pattern5-target46,Glasgow,0.012000
13,all-meshes-CVIU11-pattern5-target46,LAD,0.004000
13,all-meshes-CVIU11-pattern5-target46,VF2,0.005000
13,all-meshes-CVIU11-pattern5-target46,RI,0.000001
13,all-meshes-CVIU11-pattern5-target460,Glasgow,0.091000
13,all-meshes-CVIU11-pattern5-target460,LAD,0.011000
13,all-meshes-CVIU11-pattern5-target460,VF2,0.018000
13,all-meshes-CVIU11-pattern5-target460,RI,0.000075
13,all-meshes-CVIU11-pattern5-target461,Glasgow,1.433000
13,all-meshes-CVIU11-pattern5-target461,LAD,0.271000
13,all-meshes-CVIU11-pattern5-target461,VF2,2.263000
13,all-meshes-CVIU11-pattern5-target461,RI,0.000269
13,all-meshes-CVIU11-pattern5-target462,Glasgow,0.005000
13,all-meshes-CVIU11-pattern5-target462,LAD,0.002000
13,all-meshes-CVIU11-pattern5-target462,VF2,0.002000
13,all-meshes-CVIU11-pattern5-target462,RI,0.000000
13,all-meshes-CVIU11-pattern5-target463,Glasgow,0.007000
13,all-meshes-CVIU11-pattern5-target463,LAD,0.002000
13,all-meshes-CVIU11-pattern5-target463,VF2,0.001000
13,all-meshes-CVIU11-pattern5-target463,RI,0.000002
13,all-meshes-CVIU11-pattern5-target464,Glasgow,0.669000
13,all-meshes-CVIU11-pattern5-target464,LAD,0.113000
13,all-meshes-CVIU11-pattern5-target464,VF2,0.161000
13,all-meshes-CVIU11-pattern5-target464,RI,0.000104
13,all-meshes-CVIU11-pattern5-target465,Glasgow,0.052000
13,all-meshes-CVIU11-pattern5-target465,LAD,0.018000
13,all-meshes-CVIU11-pattern5-target465,VF2,0.016000
13,all-meshes-CVIU11-pattern5-target465,RI,0.000017
13,all-meshes-CVIU11-pattern5-target466,Glasgow,0.001000
13,all-meshes-CVIU11-pattern5-target466,LAD,0.001000
13,all-meshes-CVIU11-pattern5-target466,VF2,0.000000
13,all-meshes-CVIU11-pattern5-target466,RI,0.000000
13,all-meshes-CVIU11-pattern5-target467,Glasgow,0.653000
13,all-meshes-CVIU11-pattern5-target467,LAD,0.290000
13,all-meshes-CVIU11-pattern5-target467,VF2,0.108000
13,all-meshes-CVIU11-pattern5-target467,RI,0.000002
13,all-meshes-CVIU11-pattern5-target468,Glasgow,0.089000
13,all-meshes-CVIU11-pattern5-target468,LAD,0.013000
13,all-meshes-CVIU11-pattern5-target468,VF2,0.019000
13,all-meshes-CVIU11-pattern5-target468,RI,0.000042
13,all-meshes-CVIU11-pattern5-target469,Glasgow,0.407000
13,all-meshes-CVIU11-pattern5-target469,LAD,0.117000
13,all-meshes-CVIU11-pattern5-target469,VF2,0.117000
13,all-meshes-CVIU11-pattern5-target469,RI,0.000007
13,all-meshes-CVIU11-pattern5-target47,Glasgow,0.003000
13,all-meshes-CVIU11-pattern5-target47,LAD,0.000000
13,all-meshes-CVIU11-pattern5-target47,VF2,0.002000
13,all-meshes-CVIU11-pattern5-target47,RI,0.000001
13,all-meshes-CVIU11-pattern5-target470,Glasgow,0.040000
13,all-meshes-CVIU11-pattern5-target470,LAD,0.005000
13,all-meshes-CVIU11-pattern5-target470,VF2,0.015000
13,all-meshes-CVIU11-pattern5-target470,RI,0.000097
13,all-meshes-CVIU11-pattern5-target471,Glasgow,0.414000
13,all-meshes-CVIU11-pattern5-target471,LAD,0.085000
13,all-meshes-CVIU11-pattern5-target471,VF2,0.128000
13,all-meshes-CVIU11-pattern5-target471,RI,0.000059
13,all-meshes-CVIU11-pattern5-target472,Glasgow,0.003000
13,all-meshes-CVIU11-pattern5-target472,LAD,0.002000
13,all-meshes-CVIU11-pattern5-target472,VF2,0.001000
13,all-meshes-CVIU11-pattern5-target472,RI,0.000000
13,all-meshes-CVIU11-pattern5-target473,Glasgow,0.103000
13,all-meshes-CVIU11-pattern5-target473,LAD,0.007000
13,all-meshes-CVIU11-pattern5-target473,VF2,0.028000
13,all-meshes-CVIU11-pattern5-target473,RI,0.000046
13,all-meshes-CVIU11-pattern5-target474,Glasgow,0.109000
13,all-meshes-CVIU11-pattern5-target474,LAD,0.024000
13,all-meshes-CVIU11-pattern5-target474,VF2,0.146000
13,all-meshes-CVIU11-pattern5-target474,RI,0.000021
13,all-meshes-CVIU11-pattern5-target475,Glasgow,0.012000
13,all-meshes-CVIU11-pattern5-target475,LAD,0.002000
13,all-meshes-CVIU11-pattern5-target475,VF2,0.018000
13,all-meshes-CVIU11-pattern5-target475,RI,0.000001
13,all-meshes-CVIU11-pattern5-target476,Glasgow,0.451000
13,all-meshes-CVIU11-pattern5-target476,LAD,0.030000
13,all-meshes-CVIU11-pattern5-target476,VF2,0.102000
13,all-meshes-CVIU11-pattern5-target476,RI,0.000262
13,all-meshes-CVIU11-pattern5-target477,Glasgow,0.002000
13,all-meshes-CVIU11-pattern5-target477,LAD,0.002000
13,all-meshes-CVIU11-pattern5-target477,VF2,0.000000
13,all-meshes-CVIU11-pattern5-target477,RI,0.000000
13,all-meshes-CVIU11-pattern5-target478,Glasgow,0.009000
13,all-meshes-CVIU11-pattern5-target478,LAD,0.001000
13,all-meshes-CVIU11-pattern5-target478,VF2,0.002000
13,all-meshes-CVIU11-pattern5-target478,RI,0.000008
13,all-meshes-CVIU11-pattern5-target479,Glasgow,0.585000
13,all-meshes-CVIU11-pattern5-target479,LAD,0.206000
13,all-meshes-CVIU11-pattern5-target479,VF2,0.217000
13,all-meshes-CVIU11-pattern5-target479,RI,0.000041
13,all-meshes-CVIU11-pattern5-target48,Glasgow,0.180000
13,all-meshes-CVIU11-pattern5-target48,LAD,0.037000
13,all-meshes-CVIU11-pattern5-target48,VF2,0.066000
13,all-meshes-CVIU11-pattern5-target48,RI,0.000074
13,all-meshes-CVIU11-pattern5-target481,Glasgow,0.082000
13,all-meshes-CVIU11-pattern5-target481,LAD,0.014000
13,all-meshes-CVIU11-pattern5-target481,VF2,0.060000
13,all-meshes-CVIU11-pattern5-target481,RI,0.000001
13,all-meshes-CVIU11-pattern5-target482,Glasgow,0.003000
13,all-meshes-CVIU11-pattern5-target482,LAD,0.000000
13,all-meshes-CVIU11-pattern5-target482,VF2,0.000000
13,all-meshes-CVIU11-pattern5-target482,RI,0.000000
13,all-meshes-CVIU11-pattern5-target483,Glasgow,0.509000
13,all-meshes-CVIU11-pattern5-target483,LAD,0.112000
13,all-meshes-CVIU11-pattern5-target483,VF2,0.162000
13,all-meshes-CVIU11-pattern5-target483,RI,0.000077
13,all-meshes-CVIU11-pattern5-target484,Glasgow,0.643000
13,all-meshes-CVIU11-pattern5-target484,LAD,0.081000
13,all-meshes-CVIU11-pattern5-target484,VF2,0.131000
13,all-meshes-CVIU11-pattern5-target484,RI,0.000181
13,all-meshes-CVIU11-pattern5-target485,Glasgow,0.027000
13,all-meshes-CVIU11-pattern5-target485,LAD,0.004000
13,all-meshes-CVIU11-pattern5-target485,VF2,0.049000
13,all-meshes-CVIU11-pattern5-target485,RI,0.000009
13,all-meshes-CVIU11-pattern5-target486,Glasgow,0.001000
13,all-meshes-CVIU11-pattern5-target486,LAD,0.001000
13,all-meshes-CVIU11-pattern5-target486,VF2,0.001000
13,all-meshes-CVIU11-pattern5-target486,RI,0.000000
13,all-meshes-CVIU11-pattern5-target487,Glasgow,0.493000
13,all-meshes-CVIU11-pattern5-target487,LAD,0.158000
13,all-meshes-CVIU11-pattern5-target487,VF2,0.162000
13,all-meshes-CVIU11-pattern5-target487,RI,0.000011
13,all-meshes-CVIU11-pattern5-target488,Glasgow,0.230000
13,all-meshes-CVIU11-pattern5-target488,LAD,0.024000
13,all-meshes-CVIU11-pattern5-target488,VF2,0.143000
13,all-meshes-CVIU11-pattern5-target488,RI,0.000035
13,all-meshes-CVIU11-pattern5-target489,Glasgow,0.398000
13,all-meshes-CVIU11-pattern5-target489,LAD,0.128000
13,all-meshes-CVIU11-pattern5-target489,VF2,0.137000
13,all-meshes-CVIU11-pattern5-target489,RI,0.000052
13,all-meshes-CVIU11-pattern5-target49,Glasgow,0.014000
13,all-meshes-CVIU11-pattern5-target49,LAD,0.005000
13,all-meshes-CVIU11-pattern5-target49,VF2,0.004000
13,all-meshes-CVIU11-pattern5-target49,RI,0.000010
13,all-meshes-CVIU11-pattern5-target490,Glasgow,0.020000
13,all-meshes-CVIU11-pattern5-target490,LAD,0.004000
13,all-meshes-CVIU11-pattern5-target490,VF2,0.014000
13,all-meshes-CVIU11-pattern5-target490,RI,0.000004
13,all-meshes-CVIU11-pattern5-target491,Glasgow,0.050000
13,all-meshes-CVIU11-pattern5-target491,LAD,0.024000
13,all-meshes-CVIU11-pattern5-target491,VF2,0.030000
13,all-meshes-CVIU11-pattern5-target491,RI,0.000001
13,all-meshes-CVIU11-pattern5-target492,Glasgow,0.002000
13,all-meshes-CVIU11-pattern5-target492,LAD,0.000000
13,all-meshes-CVIU11-pattern5-target492,VF2,0.002000
13,all-meshes-CVIU11-pattern5-target492,RI,0.000000
13,all-meshes-CVIU11-pattern5-target493,Glasgow,0.050000
13,all-meshes-CVIU11-pattern5-target493,LAD,0.004000
13,all-meshes-CVIU11-pattern5-target493,VF2,0.013000
13,all-meshes-CVIU11-pattern5-target493,RI,0.000008
13,all-meshes-CVIU11-pattern5-target494,Glasgow,0.010000
13,all-meshes-CVIU11-pattern5-target494,LAD,0.003000
13,all-meshes-CVIU11-pattern5-target494,VF2,0.008000
13,all-meshes-CVIU11-pattern5-target494,RI,0.000002
13,all-meshes-CVIU11-pattern5-target495,Glasgow,0.293000
13,all-meshes-CVIU11-pattern5-target495,LAD,0.031000
13,all-meshes-CVIU11-pattern5-target495,VF2,0.086000
13,all-meshes-CVIU11-pattern5-target495,RI,0.000088
13,all-meshes-CVIU11-pattern5-target496,Glasgow,0.026000
13,all-meshes-CVIU11-pattern5-target496,LAD,0.007000
13,all-meshes-CVIU11-pattern5-target496,VF2,0.009000
13,all-meshes-CVIU11-pattern5-target496,RI,0.000010
13,all-meshes-CVIU11-pattern5-target497,Glasgow,0.038000
13,all-meshes-CVIU11-pattern5-target497,LAD,0.012000
13,all-meshes-CVIU11-pattern5-target497,VF2,0.015000
13,all-meshes-CVIU11-pattern5-target497,RI,0.000000
13,all-meshes-CVIU11-pattern5-target498,Glasgow,0.005000
13,all-meshes-CVIU11-pattern5-target498,LAD,0.003000
13,all-meshes-CVIU11-pattern5-target498,VF2,0.001000
13,all-meshes-CVIU11-pattern5-target498,RI,0.000002
13,all-meshes-CVIU11-pattern5-target499,Glasgow,0.008000
13,all-meshes-CVIU11-pattern5-target499,LAD,0.003000
13,all-meshes-CVIU11-pattern5-target499,VF2,0.004000
13,all-meshes-CVIU11-pattern5-target499,RI,0.000000
13,all-meshes-CVIU11-pattern5-target5,Glasgow,0.001000
13,all-meshes-CVIU11-pattern5-target5,LAD,0.001000
13,all-meshes-CVIU11-pattern5-target5,VF2,0.000000
13,all-meshes-CVIU11-pattern5-target5,RI,0.000000
13,all-meshes-CVIU11-pattern5-target50,Glasgow,0.072000
13,all-meshes-CVIU11-pattern5-target50,LAD,0.016000
13,all-meshes-CVIU11-pattern5-target50,VF2,0.013000
13,all-meshes-CVIU11-pattern5-target50,RI,0.000011
13,all-meshes-CVIU11-pattern5-target500,Glasgow,0.008000
13,all-meshes-CVIU11-pattern5-target500,LAD,0.003000
13,all-meshes-CVIU11-pattern5-target500,VF2,0.008000
13,all-meshes-CVIU11-pattern5-target500,RI,0.000000
13,all-meshes-CVIU11-pattern5-target501,Glasgow,0.812000
13,all-meshes-CVIU11-pattern5-target501,LAD,0.107000
13,all-meshes-CVIU11-pattern5-target501,VF2,0.102000
13,all-meshes-CVIU11-pattern5-target501,RI,0.000390
13,all-meshes-CVIU11-pattern5-target502,Glasgow,0.100000
13,all-meshes-CVIU11-pattern5-target502,LAD,0.012000
13,all-meshes-CVIU11-pattern5-target502,VF2,0.021000
13,all-meshes-CVIU11-pattern5-target502,RI,0.000086
13,all-meshes-CVIU11-pattern5-target503,Glasgow,0.037000
13,all-meshes-CVIU11-pattern5-target503,LAD,0.010000
13,all-meshes-CVIU11-pattern5-target503,VF2,0.018000
13,all-meshes-CVIU11-pattern5-target503,RI,0.000000
13,all-meshes-CVIU11-pattern5-target504,Glasgow,0.051000
13,all-meshes-CVIU11-pattern5-target504,LAD,0.060000
13,all-meshes-CVIU11-pattern5-target504,VF2,0.020000
