family,instance,solver,time
3,si6_b06_m200.05,RI,0.000000
3,si6_b06_m200.00,Glasgow,0.005000
3,si6_b06_m200.00,LAD,0.059000
3,si6_b06_m200.00,VF2,0.000000
3,si6_b06_m200.00,RI,0.000000
3,si6_b06_m200.08,Glasgow,0.005000
3,si6_b06_m200.08,LAD,0.057000
3,si6_b06_m200.08,VF2,0.000000
3,si6_b06_m200.08,RI,0.000000
3,si6_b06_m200.02,Glasgow,0.005000
3,si6_b06_m200.02,LAD,0.056000
3,si6_b06_m200.02,VF2,0.000000
3,si6_b06_m200.02,RI,0.000000
3,si6_b06_m200.06,Glasgow,0.005000
3,si6_b06_m200.06,LAD,0.091000
3,si6_b06_m200.06,VF2,0.001000
3,si6_b06_m200.06,RI,0.000000
3,si6_b06_m200.04,Glasgow,0.005000
3,si6_b06_m200.04,LAD,0.056000
3,si6_b06_m200.04,VF2,0.001000
3,si6_b06_m200.04,RI,0.000000
3,si6_b06_m200.01,Glasgow,0.005000
3,si6_b06_m200.01,LAD,0.090000
3,si6_b06_m200.01,VF2,0.000000
3,si6_b06_m200.01,RI,0.000000
3,si6_b06_m200.07,Glasgow,0.005000
3,si6_b06_m200.07,LAD,0.090000
3,si6_b06_m200.07,VF2,0.000000
3,si6_b06_m200.07,RI,0.000000
6,si4_m4Dr6_m625.02,Glasgow,0.027000
6,si4_m4Dr6_m625.02,LAD,0.008000
6,si4_m4Dr6_m625.02,VF2,0.009000
6,si4_m4Dr6_m625.02,RI,0.000001
6,si4_m4Dr6_m625.06,Glasgow,0.028000
6,si4_m4Dr6_m625.06,LAD,0.153000
6,si4_m4Dr6_m625.06,VF2,0.014000
6,si4_m4Dr6_m625.06,RI,0.000001
6,si4_m4Dr6_m625.03,Glasgow,0.027000
6,si4_m4Dr6_m625.03,LAD,0.008000
6,si4_m4Dr6_m625.03,VF2,0.009000
6,si4_m4Dr6_m625.03,RI,0.000001
6,si4_m4Dr6_m625.07,Glasgow,0.030000
6,si4_m4Dr6_m625.07,LAD,0.397000
6,si4_m4Dr6_m625.07,VF2,0.006000
6,si4_m4Dr6_m625.07,RI,0.000001
6,si4_m4Dr6_m625.08,Glasgow,0.026000
6,si4_m4Dr6_m625.08,LAD,0.007000
6,si4_m4Dr6_m625.08,VF2,0.006000
6,si4_m4Dr6_m625.08,RI,0.000000
6,si4_m4Dr6_m625.09,Glasgow,0.030000
6,si4_m4Dr6_m625.09,LAD,0.015000
6,si4_m4Dr6_m625.09,VF2,0.007000
6,si4_m4Dr6_m625.09,RI,0.000001
6,si4_m4Dr6_m625.00,Glasgow,0.027000
6,si4_m4Dr6_m625.00,LAD,0.009000
6,si4_m4Dr6_m625.00,VF2,0.010000
6,si4_m4Dr6_m625.00,RI,0.000000
6,si4_m4Dr6_m625.01,Glasgow,0.027000
6,si4_m4Dr6_m625.01,LAD,0.007000
6,si4_m4Dr6_m625.01,VF2,0.006000
6,si4_m4Dr6_m625.01,RI,0.000000
6,si4_m4Dr6_m625.05,Glasgow,0.027000
6,si4_m4Dr6_m625.05,LAD,0.008000
6,si4_m4Dr6_m625.05,VF2,0.012000
6,si4_m4Dr6_m625.05,RI,0.000001
6,si4_m4Dr6_m625.04,Glasgow,0.026000
6,si4_m4Dr6_m625.04,LAD,0.011000
6,si4_m4Dr6_m625.04,VF2,0.006000
6,si4_m4Dr6_m625.04,RI,0.000000
4,si6_b06m_m200.09,Glasgow,0.004000
4,si6_b06m_m200.09,LAD,0.002000
4,si6_b06m_m200.09,VF2,0.001000
4,si6_b06m_m200.09,RI,0.000000
4,si6_b06m_m200.02,Glasgow,0.004000
4,si6_b06m_m200.02,LAD,0.003000
4,si6_b06m_m200.02,VF2,0.001000
4,si6_b06m_m200.02,RI,0.000000
4,si6_b06m_m200.05,Glasgow,0.004000
4,si6_b06m_m200.05,LAD,0.003000
4,si6_b06m_m200.05,VF2,0.001000
4,si6_b06m_m200.05,RI,0.000000
4,si6_b06m_m200.00,Glasgow,0.006000
4,si6_b06m_m200.00,LAD,0.004000
4,si6_b06m_m200.00,VF2,0.001000
4,si6_b06m_m200.00,RI,0.000000
4,si6_b06m_m200.07,Glasgow,0.004000
4,si6_b06m_m200.07,LAD,0.003000
4,si6_b06m_m200.07,VF2,0.001000
4,si6_b06m_m200.07,RI,0.000000
4,si6_b06m_m200.04,Glasgow,0.004000
4,si6_b06m_m200.04,LAD,0.003000
4,si6_b06m_m200.04,VF2,0.001000
4,si6_b06m_m200.04,RI,0.000000
4,si6_b06m_m200.08,Glasgow,0.004000
4,si6_b06m_m200.08,LAD,0.001000
4,si6_b06m_m200.08,VF2,0.001000
4,si6_b06m_m200.08,RI,0.000000
4,si6_b06m_m200.06,Glasgow,0.004000
4,si6_b06m_m200.06,LAD,0.003000
4,si6_b06m_m200.06,VF2,0.001000
4,si6_b06m_m200.06,RI,0.000000
4,si6_b06m_m200.03,Glasgow,0.004000
4,si6_b06m_m200.03,LAD,0.001000
4,si6_b06m_m200.03,VF2,0.001000
4,si6_b06m_m200.03,RI,0.000000
4,si6_b06m_m200.01,Glasgow,0.004000
4,si6_b06m_m200.01,LAD,0.002000
4,si6_b06m_m200.01,VF2,0.001000
4,si6_b06m_m200.01,RI,0.000000
6,si6_m4Dr4_m256.05,Glasgow,0.006000
6,si6_m4Dr4_m256.05,LAD,0.002000
6,si6_m4Dr4_m256.05,VF2,0.002000
6,si6_m4Dr4_m256.05,RI,0.000000
6,si6_m4Dr4_m256.03,Glasgow,0.006000
6,si6_m4Dr4_m256.03,LAD,0.003000
6,si6_m4Dr4_m256.03,VF2,0.001000
6,si6_m4Dr4_m256.03,RI,0.000000
6,si6_m4Dr4_m256.02,Glasgow,0.006000
6,si6_m4Dr4_m256.02,LAD,0.003000
6,si6_m4Dr4_m256.02,VF2,0.001000
6,si6_m4Dr4_m256.02,RI,0.000000
6,si6_m4Dr4_m256.01,Glasgow,0.006000
6,si6_m4Dr4_m256.01,LAD,0.003000
6,si6_m4Dr4_m256.01,VF2,0.002000
6,si6_m4Dr4_m256.01,RI,0.000000
6,si6_m4Dr4_m256.08,Glasgow,0.007000
6,si6_m4Dr4_m256.08,LAD,0.015000
6,si6_m4Dr4_m256.08,VF2,0.001000
6,si6_m4Dr4_m256.08,RI,0.000000
6,si6_m4Dr4_m256.09,Glasgow,0.008000
6,si6_m4Dr4_m256.09,LAD,0.022000
6,si6_m4Dr4_m256.09,VF2,0.002000
6,si6_m4Dr4_m256.09,RI,0.000000
6,si6_m4Dr4_m256.07,Glasgow,0.011000
6,si6_m4Dr4_m256.07,LAD,0.011000
6,si6_m4Dr4_m256.07,VF2,0.001000
6,si6_m4Dr4_m256.07,RI,0.000000
6,si6_m4Dr4_m256.06,Glasgow,0.006000
6,si6_m4Dr4_m256.06,LAD,0.033000
6,si6_m4Dr4_m256.06,VF2,0.002000
6,si6_m4Dr4_m256.06,RI,0.000000
6,si6_m4Dr4_m256.04,Glasgow,0.006000
6,si6_m4Dr4_m256.04,LAD,0.001000
6,si6_m4Dr4_m256.04,VF2,0.002000
6,si6_m4Dr4_m256.04,RI,0.000000
6,si6_m4Dr4_m256.00,Glasgow,0.006000
6,si6_m4Dr4_m256.00,LAD,0.004000
6,si6_m4Dr4_m256.00,VF2,0.001000
6,si6_m4Dr4_m256.00,RI,0.000000
7,si4_r001_m600.01,Glasgow,0.049000
7,si4_r001_m600.01,LAD,4.205000
7,si4_r001_m600.01,VF2,1000.000000
7,si4_r001_m600.01,RI,0.000024
7,si4_r001_m600.08,Glasgow,0.043000
7,si4_r001_m600.08,LAD,2.133000
7,si4_r001_m600.08,VF2,1000.000000
7,si4_r001_m600.08,RI,0.000008
7,si4_r001_m600.02,Glasgow,0.046000
7,si4_r001_m600.02,LAD,2.854000
7,si4_r001_m600.02,VF2,1000.000000
7,si4_r001_m600.02,RI,0.000025
7,si4_r001_m600.07,Glasgow,0.042000
7,si4_r001_m600.07,LAD,0.940000
7,si4_r001_m600.07,VF2,1000.000000
7,si4_r001_m600.07,RI,0.000002
7,si4_r001_m600.05,Glasgow,0.042000
7,si4_r001_m600.05,LAD,2.035000
7,si4_r001_m600.05,VF2,1000.000000
7,si4_r001_m600.05,RI,0.000001
7,si4_r001_m600.06,Glasgow,0.044000
7,si4_r001_m600.06,LAD,50.593000
7,si4_r001_m600.06,VF2,1000.000000
7,si4_r001_m600.06,RI,0.000003
7,si4_r001_m600.00,Glasgow,0.043000
7,si4_r001_m600.00,LAD,2.574000
7,si4_r001_m600.00,VF2,1000.000000
7,si4_r001_m600.00,RI,0.000051
7,si4_r001_m600.04,Glasgow,0.044000
7,si4_r001_m600.04,LAD,1.832000
7,si4_r001_m600.04,VF2,1000.000000
7,si4_r001_m600.04,RI,0.000018
7,si4_r001_m600.09,Glasgow,0.052000
7,si4_r001_m600.09,LAD,2.911000
7,si4_r001_m600.09,VF2,1000.000000
7,si4_r001_m600.09,RI,0.000006
7,si4_r001_m600.03,Glasgow,0.043000
7,si4_r001_m600.03,LAD,2.570000
7,si4_r001_m600.03,VF2,1000.000000
7,si4_r001_m600.03,RI,0.000152
4,si2_b09m_m200.08,Glasgow,0.002000
4,si2_b09m_m200.08,LAD,0.003000
4,si2_b09m_m200.08,VF2,0.001000
4,si2_b09m_m200.08,RI,0.000000
4,si2_b09m_m200.06,Glasgow,0.002000
4,si2_b09m_m200.06,LAD,0.001000
4,si2_b09m_m200.06,VF2,0.001000
4,si2_b09m_m200.06,RI,0.000000
4,si2_b09m_m200.03,Glasgow,0.004000
4,si2_b09m_m200.03,LAD,0.000000
4,si2_b09m_m200.03,VF2,0.001000
4,si2_b09m_m200.03,RI,0.000001
4,si2_b09m_m200.09,Glasgow,0.002000
4,si2_b09m_m200.09,LAD,0.000000
4,si2_b09m_m200.09,VF2,0.000000
4,si2_b09m_m200.09,RI,0.000000
4,si2_b09m_m200.04,Glasgow,0.004000
4,si2_b09m_m200.04,LAD,0.000000
4,si2_b09m_m200.04,VF2,0.000000
4,si2_b09m_m200.04,RI,0.000000
4,si2_b09m_m200.00,Glasgow,0.002000
4,si2_b09m_m200.00,LAD,0.001000
4,si2_b09m_m200.00,VF2,0.000000
4,si2_b09m_m200.00,RI,0.000000
4,si2_b09m_m200.01,Glasgow,0.002000
4,si2_b09m_m200.01,LAD,0.001000
4,si2_b09m_m200.01,VF2,0.000000
4,si2_b09m_m200.01,RI,0.000000
4,si2_b09m_m200.05,Glasgow,0.002000
4,si2_b09m_m200.05,LAD,0.000000
4,si2_b09m_m200.05,VF2,0.001000
4,si2_b09m_m200.05,RI,0.000000
4,si2_b09m_m200.07,Glasgow,0.002000
4,si2_b09m_m200.07,LAD,0.001000
4,si2_b09m_m200.07,VF2,0.001000
4,si2_b09m_m200.07,RI,0.000000
4,si2_b09m_m200.02,Glasgow,0.003000
4,si2_b09m_m200.02,LAD,0.001000
4,si2_b09m_m200.02,VF2,0.000000
4,si2_b09m_m200.02,RI,0.000000
3,si6_b03_m200.01,Glasgow,0.003000
3,si6_b03_m200.01,LAD,0.050000
3,si6_b03_m200.01,VF2,0.000000
3,si6_b03_m200.01,RI,0.000000
3,si6_b03_m200.03,Glasgow,0.004000
3,si6_b03_m200.03,LAD,0.055000
3,si6_b03_m200.03,VF2,0.000000
3,si6_b03_m200.03,RI,0.000000
3,si6_b03_m200.04,Glasgow,0.006000
3,si6_b03_m200.04,LAD,0.076000
3,si6_b03_m200.04,VF2,0.001000
3,si6_b03_m200.04,RI,0.000000
3,si6_b03_m200.08,Glasgow,0.004000
3,si6_b03_m200.08,LAD,0.052000
3,si6_b03_m200.08,VF2,0.000000
3,si6_b03_m200.08,RI,0.000000
3,si6_b03_m200.07,Glasgow,0.004000
3,si6_b03_m200.07,LAD,0.051000
3,si6_b03_m200.07,VF2,0.001000
3,si6_b03_m200.07,RI,0.000000
3,si6_b03_m200.09,Glasgow,0.004000
3,si6_b03_m200.09,LAD,0.075000
3,si6_b03_m200.09,VF2,0.000000
3,si6_b03_m200.09,RI,0.000000
3,si6_b03_m200.05,Glasgow,0.003000
3,si6_b03_m200.05,LAD,0.087000
3,si6_b03_m200.05,VF2,0.001000
3,si6_b03_m200.05,RI,0.000000
3,si6_b03_m200.02,Glasgow,0.004000
3,si6_b03_m200.02,LAD,0.085000
3,si6_b03_m200.02,VF2,0.000000
3,si6_b03_m200.02,RI,0.000000
3,si6_b03_m200.06,Glasgow,0.003000
3,si6_b03_m200.06,LAD,0.050000
3,si6_b03_m200.06,VF2,0.001000
3,si6_b03_m200.06,RI,0.000000
3,si6_b03_m200.00,Glasgow,0.004000
3,si6_b03_m200.00,LAD,0.069000
3,si6_b03_m200.00,VF2,0.000000
3,si6_b03_m200.00,RI,0.000000
3,si6_b09_m200.09,Glasgow,0.012000
3,si6_b09_m200.09,LAD,0.127000
3,si6_b09_m200.09,VF2,0.001000
3,si6_b09_m200.09,RI,0.000000
3,si6_b09_m200.06,Glasgow,0.007000
3,si6_b09_m200.06,LAD,0.107000
3,si6_b09_m200.06,VF2,0.001000
3,si6_b09_m200.06,RI,0.000000
3,si6_b09_m200.08,Glasgow,0.008000
3,si6_b09_m200.08,LAD,0.137000
3,si6_b09_m200.08,VF2,0.002000
3,si6_b09_m200.08,RI,0.000000
3,si6_b09_m200.03,Glasgow,0.015000
3,si6_b09_m200.03,LAD,0.116000
3,si6_b09_m200.03,VF2,0.001000
3,si6_b09_m200.03,RI,0.000000
3,si6_b09_m200.00,Glasgow,0.008000
3,si6_b09_m200.00,LAD,0.107000
3,si6_b09_m200.00,VF2,0.001000
3,si6_b09_m200.00,RI,0.000000
3,si6_b09_m200.02,Glasgow,0.007000
3,si6_b09_m200.02,LAD,0.150000
3,si6_b09_m200.02,VF2,0.001000
3,si6_b09_m200.02,RI,0.000000
3,si6_b09_m200.07,Glasgow,0.008000
3,si6_b09_m200.07,LAD,0.107000
3,si6_b09_m200.07,VF2,0.001000
3,si6_b09_m200.07,RI,0.000000
3,si6_b09_m200.04,Glasgow,0.011000
3,si6_b09_m200.04,LAD,0.134000
3,si6_b09_m200.04,VF2,0.001000
3,si6_b09_m200.04,RI,0.000000
3,si6_b09_m200.01,Glasgow,0.008000
3,si6_b09_m200.01,LAD,0.117000
3,si6_b09_m200.01,VF2,0.001000
3,si6_b09_m200.01,RI,0.000000
3,si6_b09_m200.05,Glasgow,0.014000
3,si6_b09_m200.05,LAD,0.145000
3,si6_b09_m200.05,VF2,0.001000
3,si6_b09_m200.05,RI,0.000000
2,g10-g11,Glasgow,0.000000
2,g10-g11,LAD,0.000000
2,g10-g11,VF2,0.000000
2,g10-g11,RI,0.000000
2,g10-g12,Glasgow,0.000000
2,g10-g12,LAD,0.001000
2,g10-g12,VF2,0.000000
2,g10-g12,RI,0.000000
2,g10-g13,Glasgow,0.000000
2,g10-g13,LAD,0.000000
2,g10-g13,VF2,954.601000
2,g10-g13,RI,0.033762
2,g10-g14,Glasgow,0.000000
2,g10-g14,LAD,0.000000
2,g10-g14,VF2,53.954000
2,g10-g14,RI,0.001229
2,g10-g15,Glasgow,0.001000
2,g10-g15,LAD,0.001000
2,g10-g15,VF2,1000.000000
2,g10-g15,RI,0.896838
2,g10-g16,Glasgow,0.004000
2,g10-g16,LAD,0.015000
2,g10-g16,VF2,109.610000
2,g10-g16,RI,0.000121
2,g10-g20,Glasgow,0.001000
2,g10-g20,LAD,0.012000
2,g10-g20,VF2,0.004000
2,g10-g20,RI,0.000000
2,g10-g21,Glasgow,0.002000
2,g10-g21,LAD,0.028000
2,g10-g21,VF2,0.000000
2,g10-g21,RI,0.000000
2,g10-g22,Glasgow,0.000000
2,g10-g22,LAD,0.003000
2,g10-g22,VF2,11.075000
2,g10-g22,RI,0.009323
2,g10-g23,Glasgow,217.588000
2,g10-g23,LAD,107.512000
2,g10-g23,VF2,1000.000000
2,g10-g23,RI,1000.000000
2,g10-g25,Glasgow,0.003000
2,g10-g25,LAD,0.000000
2,g10-g25,VF2,1000.000000
2,g10-g25,RI,0.431641
2,g10-g26,Glasgow,1000.000000
2,g10-g26,LAD,219.391000
2,g10-g26,VF2,1000.000000
2,g10-g26,RI,1000.000000
2,g10-g27,Glasgow,0.690000
2,g10-g27,LAD,1000.000000
2,g10-g27,VF2,1000.000000
2,g10-g27,RI,1000.000000
2,g10-g28,Glasgow,0.000000
2,g10-g28,LAD,0.000000
2,g10-g28,VF2,0.000000
2,g10-g28,RI,0.000000
2,g10-g29,Glasgow,0.004000
2,g10-g29,LAD,0.022000
2,g10-g29,VF2,25.076000
2,g10-g29,RI,0.000277
2,g10-g30,Glasgow,0.003000
2,g10-g30,LAD,0.022000
2,g10-g30,VF2,16.309000
2,g10-g30,RI,0.000209
2,g10-g31,Glasgow,0.003000
2,g10-g31,LAD,0.039000
2,g10-g31,VF2,0.093000
2,g10-g31,RI,0.000001
2,g10-g32,Glasgow,0.009000
2,g10-g32,LAD,0.037000
2,g10-g32,VF2,0.002000
2,g10-g32,RI,0.000000
2,g10-g33,Glasgow,0.001000
2,g10-g33,LAD,0.005000
2,g10-g33,VF2,3.983000
2,g10-g33,RI,0.000000
2,g10-g37,Glasgow,1.762000
2,g10-g37,LAD,56.061000
2,g10-g37,VF2,1000.000000
2,g10-g37,RI,0.577760
2,g10-g38,Glasgow,0.003000
2,g10-g38,LAD,0.000000
2,g10-g38,VF2,0.000000
2,g10-g38,RI,0.000000
2,g10-g40,Glasgow,0.005000
2,g10-g40,LAD,0.065000
2,g10-g40,VF2,0.001000
2,g10-g40,RI,0.000000
2,g10-g41,Glasgow,0.001000
2,g10-g41,LAD,0.008000
2,g10-g41,VF2,2.181000
2,g10-g41,RI,0.000000
2,g10-g42,Glasgow,0.006000
2,g10-g42,LAD,0.308000
2,g10-g42,VF2,1000.000000
2,g10-g42,RI,0.023400
2,g10-g43,Glasgow,0.008000
2,g10-g43,LAD,3.560000
2,g10-g43,VF2,1000.000000
2,g10-g43,RI,1000.000000
2,g10-g44,Glasgow,0.003000
2,g10-g44,LAD,0.024000
2,g10-g44,VF2,0.196000
2,g10-g44,RI,0.000008
2,g10-g45,Glasgow,0.003000
2,g10-g45,LAD,0.021000
2,g10-g45,VF2,0.109000
2,g10-g45,RI,0.000024
2,g10-g46,Glasgow,0.086000
2,g10-g46,LAD,3.031000
2,g10-g46,VF2,1000.000000
2,g10-g46,RI,0.000950
2,g10-g47,Glasgow,0.200000
2,g10-g47,LAD,2.951000
2,g10-g47,VF2,1000.000000
2,g10-g47,RI,0.000911
2,g10-g48,Glasgow,0.004000
2,g10-g48,LAD,1.763000
2,g10-g48,VF2,16.456000
2,g10-g48,RI,0.000048
2,g10-g49,Glasgow,0.002000
2,g10-g49,LAD,0.037000
2,g10-g49,VF2,1000.000000
2,g10-g49,RI,1000.000000
2,g10-g50,Glasgow,0.006000
2,g10-g50,LAD,0.049000
2,g10-g50,VF2,0.001000
2,g10-g50,RI,0.000000
2,g11-g12,Glasgow,0.000000
2,g11-g12,LAD,0.000000
2,g11-g12,VF2,1000.000000
2,g11-g12,RI,1000.000000
2,g11-g13,Glasgow,0.000000
2,g11-g13,LAD,0.000000
2,g11-g13,VF2,1000.000000
2,g11-g13,RI,0.000822
2,g11-g14,Glasgow,0.000000
2,g11-g14,LAD,0.001000
2,g11-g14,VF2,50.571000
2,g11-g14,RI,0.000041
2,g11-g15,Glasgow,0.001000
2,g11-g15,LAD,0.000000
2,g11-g15,VF2,1000.000000
2,g11-g15,RI,0.007367
2,g11-g16,Glasgow,0.000000
2,g11-g16,LAD,0.002000
2,g11-g16,VF2,77.618000
2,g11-g16,RI,0.000005
2,g11-g20,Glasgow,0.002000
2,g11-g20,LAD,17.433000
2,g11-g20,VF2,248.003000
2,g11-g20,RI,0.002118
2,g11-g21,Glasgow,0.002000
2,g11-g21,LAD,0.050000
2,g11-g21,VF2,0.000000
2,g11-g21,RI,0.000000
2,g11-g22,Glasgow,0.000000
2,g11-g22,LAD,0.002000
2,g11-g22,VF2,13.506000
2,g11-g22,RI,0.001012
2,g11-g23,Glasgow,0.001000
2,g11-g23,LAD,0.027000
2,g11-g23,VF2,1000.000000
2,g11-g23,RI,0.150631
2,g11-g25,Glasgow,0.000000
2,g11-g25,LAD,0.000000
2,g11-g25,VF2,499.999000
2,g11-g25,RI,0.033104
2,g11-g26,Glasgow,0.001000
2,g11-g26,LAD,0.027000
2,g11-g26,VF2,1000.000000
2,g11-g26,RI,0.214638
2,g11-g27,Glasgow,36.963000
2,g11-g27,LAD,65.749000
2,g11-g27,VF2,1000.000000
2,g11-g27,RI,1000.000000
2,g11-g28,Glasgow,0.000000
2,g11-g28,LAD,0.000000
2,g11-g28,VF2,0.000000
2,g11-g28,RI,0.000000
2,g11-g29,Glasgow,1.330000
2,g11-g29,LAD,161.126000
2,g11-g29,VF2,1000.000000
2,g11-g29,RI,0.014554
2,g11-g30,Glasgow,1.172000
2,g11-g30,LAD,45.346000
2,g11-g30,VF2,1000.000000
2,g11-g30,RI,0.013192
2,g11-g31,Glasgow,11.000000
2,g11-g31,LAD,394.769000
2,g11-g31,VF2,1000.000000
2,g11-g31,RI,0.088792
2,g11-g32,Glasgow,0.008000
2,g11-g32,LAD,0.061000
2,g11-g32,VF2,0.002000
2,g11-g32,RI,0.000000
2,g11-g33,Glasgow,0.001000
2,g11-g33,LAD,0.000000
2,g11-g33,VF2,2.990000
2,g11-g33,RI,0.000000
2,g11-g37,Glasgow,0.002000
2,g11-g37,LAD,0.182000
2,g11-g37,VF2,1000.000000
2,g11-g37,RI,0.003180
2,g11-g38,Glasgow,0.001000
2,g11-g38,LAD,0.000000
2,g11-g38,VF2,1000.000000
2,g11-g38,RI,1000.000000
2,g11-g40,Glasgow,0.008000
2,g11-g40,LAD,0.086000
2,g11-g40,VF2,0.573000
2,g11-g40,RI,0.000000
2,g11-g41,Glasgow,0.001000
2,g11-g41,LAD,0.000000
2,g11-g41,VF2,2.262000
2,g11-g41,RI,0.000000
2,g11-g42,Glasgow,0.001000
2,g11-g42,LAD,0.035000
2,g11-g42,VF2,666.549000
2,g11-g42,RI,0.002415
2,g11-g43,Glasgow,1.236000
2,g11-g43,LAD,6.963000
2,g11-g43,VF2,1000.000000
2,g11-g43,RI,1000.000000
2,g11-g44,Glasgow,7.725000
2,g11-g44,LAD,227.506000
2,g11-g44,VF2,1000.000000
2,g11-g44,RI,0.078039
2,g11-g45,Glasgow,7.460000
2,g11-g45,LAD,215.073000
2,g11-g45,VF2,1000.000000
2,g11-g45,RI,0.073943
2,g11-g46,Glasgow,0.009000
2,g11-g46,LAD,0.738000
2,g11-g46,VF2,1000.000000
2,g11-g46,RI,0.000417
2,g11-g47,Glasgow,0.009000
2,g11-g47,LAD,0.758000
2,g11-g47,VF2,1000.000000
2,g11-g47,RI,0.000383
2,g11-g48,Glasgow,0.030000
2,g11-g48,LAD,1.599000
2,g11-g48,VF2,1000.000000
2,g11-g48,RI,0.000873
2,g11-g49,Glasgow,1000.000000
2,g11-g49,LAD,1000.000000
2,g11-g49,VF2,1000.000000
2,g11-g49,RI,1000.000000
2,g11-g50,Glasgow,0.006000
2,g11-g50,LAD,0.095000
2,g11-g50,VF2,1000.000000
2,g11-g50,RI,0.000000
2,g12-g20,Glasgow,0.008000
2,g12-g20,LAD,0.083000
2,g12-g20,VF2,1000.000000
2,g12-g20,RI,0.021467
2,g12-g21,Glasgow,0.003000
2,g12-g21,LAD,0.050000
2,g12-g21,VF2,0.001000
2,g12-g21,RI,0.000000
2,g12-g23,Glasgow,0.001000
2,g12-g23,LAD,0.000000
2,g12-g23,VF2,837.791000
2,g12-g23,RI,0.000000
2,g12-g26,Glasgow,0.001000
2,g12-g26,LAD,0.000000
2,g12-g26,VF2,3.483000
2,g12-g26,RI,0.000000
2,g12-g27,Glasgow,0.001000
2,g12-g27,LAD,0.000000
2,g12-g27,VF2,1000.000000
2,g12-g27,RI,0.007615
2,g12-g29,Glasgow,0.004000
2,g12-g29,LAD,0.044000
2,g12-g29,VF2,1000.000000
2,g12-g29,RI,0.000188
2,g12-g30,Glasgow,0.004000
2,g12-g30,LAD,0.057000
2,g12-g30,VF2,1000.000000
2,g12-g30,RI,0.000166
2,g12-g31,Glasgow,0.008000
2,g12-g31,LAD,0.124000
2,g12-g31,VF2,1000.000000
2,g12-g31,RI,0.000984
2,g12-g32,Glasgow,0.008000
2,g12-g32,LAD,0.144000
2,g12-g32,VF2,0.001000
2,g12-g32,RI,0.000000
2,g12-g38,Glasgow,0.000000
2,g12-g38,LAD,0.002000
2,g12-g38,VF2,1000.000000
2,g12-g38,RI,0.000035
2,g12-g40,Glasgow,0.006000
2,g12-g40,LAD,0.081000
2,g12-g40,VF2,1000.000000
2,g12-g40,RI,0.000000
2,g12-g43,Glasgow,0.004000
2,g12-g43,LAD,0.051000
2,g12-g43,VF2,1000.000000
2,g12-g43,RI,1000.000000
2,g12-g44,Glasgow,0.005000
2,g12-g44,LAD,0.085000
2,g12-g44,VF2,1000.000000
2,g12-g44,RI,0.000466
2,g12-g45,Glasgow,0.005000
2,g12-g45,LAD,0.050000
2,g12-g45,VF2,1000.000000
2,g12-g45,RI,0.000449
2,g12-g46,Glasgow,0.005000
2,g12-g46,LAD,0.001000
2,g12-g46,VF2,0.015000
2,g12-g46,RI,0.000000
2,g12-g47,Glasgow,0.003000
2,g12-g47,LAD,0.000000
2,g12-g47,VF2,0.012000
2,g12-g47,RI,0.000000
2,g12-g48,Glasgow,0.003000
2,g12-g48,LAD,0.014000
2,g12-g48,VF2,0.021000
2,g12-g48,RI,0.000004
2,g12-g50,Glasgow,0.007000
2,g12-g50,LAD,0.092000
2,g12-g50,VF2,1000.000000
2,g12-g50,RI,0.000000
2,g13-g15,Glasgow,0.000000
2,g13-g15,LAD,0.001000
2,g13-g15,VF2,0.008000
2,g13-g15,RI,0.000004
2,g13-g20,Glasgow,0.044000
2,g13-g20,LAD,0.003000
2,g13-g20,VF2,5.583000
2,g13-g20,RI,0.002884
2,g13-g21,Glasgow,0.003000
2,g13-g21,LAD,0.020000
2,g13-g21,VF2,0.000000
2,g13-g21,RI,0.000000
2,g13-g23,Glasgow,0.001000
2,g13-g23,LAD,0.002000
2,g13-g23,VF2,0.001000
2,g13-g23,RI,0.000000
2,g13-g25,Glasgow,0.000000
2,g13-g25,LAD,0.000000
2,g13-g25,VF2,0.000000
2,g13-g25,RI,0.000000
2,g13-g26,Glasgow,0.001000
2,g13-g26,LAD,0.000000
2,g13-g26,VF2,0.000000
2,g13-g26,RI,0.000000
2,g13-g27,Glasgow,0.094000
2,g13-g27,LAD,0.122000
2,g13-g27,VF2,1000.000000
2,g13-g27,RI,0.467542
2,g13-g29,Glasgow,0.003000
2,g13-g29,LAD,0.001000
2,g13-g29,VF2,0.003000
2,g13-g29,RI,0.000007
2,g13-g30,Glasgow,0.003000
2,g13-g30,LAD,0.000000
2,g13-g30,VF2,0.002000
2,g13-g30,RI,0.000012
2,g13-g31,Glasgow,0.005000
2,g13-g31,LAD,0.001000
2,g13-g31,VF2,0.004000
2,g13-g31,RI,0.000017
2,g13-g32,Glasgow,0.008000
2,g13-g32,LAD,0.066000
2,g13-g32,VF2,0.001000
2,g13-g32,RI,0.000000
2,g13-g38,Glasgow,0.000000
2,g13-g38,LAD,0.001000
2,g13-g38,VF2,0.000000
2,g13-g38,RI,0.000000
2,g13-g40,Glasgow,0.006000
2,g13-g40,LAD,0.066000
2,g13-g40,VF2,0.002000
2,g13-g40,RI,0.000000
2,g13-g43,Glasgow,0.010000
2,g13-g43,LAD,0.009000
2,g13-g43,VF2,1000.000000
2,g13-g43,RI,1000.000000
2,g13-g44,Glasgow,0.004000
2,g13-g44,LAD,0.001000
2,g13-g44,VF2,0.009000
2,g13-g44,RI,0.000020
2,g13-g45,Glasgow,0.004000
