input,experiment_ware,cpu_time,Checked answer,Wallclock time,Memory,Solver name,Solver version,timeout,success,user_success,missing,consistent_xp,consistent_input,error,family
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-01.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),179.69,SAT,169.467,15142500.0,Fun-sCOP,order+GlueMiniSat (2019-06-15),2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-01.xml,VBS,11.8697,SAT,11.8713,2088784.0,PicatSAT,2019-09-12,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-06.xml,cosoco 2,2400.0,UNKNOWN TO,2520.01,33296.0,cosoco,2,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-06.xml,AbsCon 2019-07-23,353.413,SAT,350.303,10749348.0,AbsCon,2019-07-23,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-06.xml,PicatSAT 2019-09-12,18.363,SAT,18.3699,2100276.0,PicatSAT,2019-09-12,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-06.xml,choco-solver 2019-09-24,2400.0,UNKNOWN TO,2511.31,15266356.0,choco-solver,2019-09-24,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-06.xml,Concrete 3.10,120.684,SAT,108.83,10856052.0,Concrete,3.10,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-06.xml,Concrete 3.12.3,40.8064,SAT,29.0,10852028.0,Concrete,3.12.3,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-06.xml,choco-solver 2019-09-20,2400.0,UNKNOWN TO,634.08,15530540.0,choco-solver,2019-09-20,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-06.xml,choco-solver 2019-06-14,341.737,SAT,86.1329,15530532.0,choco-solver,2019-06-14,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-06.xml,choco-solver 2019-09-16,2400.0,UNKNOWN TO,634.086,15530540.0,choco-solver,2019-09-16,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-06.xml,BTD 19.07.01,2400.0,UNKNOWN TO,2519.8,39880.0,BTD,19.07.01,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-06.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),95.349,SAT,84.0957,15142500.0,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-06.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),161.739,SAT,151.38,15142500.0,Fun-sCOP,order+GlueMiniSat (2019-06-15),2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-06.xml,VBS,18.363,SAT,18.3699,2100276.0,PicatSAT,2019-09-12,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-07.xml,cosoco 2,2400.0,UNKNOWN TO,2520.01,33296.0,cosoco,2,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-07.xml,AbsCon 2019-07-23,17.8083,SAT,15.4855,10748324.0,AbsCon,2019-07-23,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-07.xml,PicatSAT 2019-09-12,9.08383,SAT,9.08912,2088788.0,PicatSAT,2019-09-12,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-07.xml,choco-solver 2019-09-24,1279.55,SAT,1273.9,15266140.0,choco-solver,2019-09-24,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-07.xml,Concrete 3.10,13.983,SAT,5.86053,10852008.0,Concrete,3.10,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-07.xml,Concrete 3.12.3,89.6472,SAT,77.6761,10853240.0,Concrete,3.12.3,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-07.xml,choco-solver 2019-09-20,1153.4,SAT,290.191,15530540.0,choco-solver,2019-09-20,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-07.xml,choco-solver 2019-06-14,1305.65,SAT,328.338,15533352.0,choco-solver,2019-06-14,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-07.xml,choco-solver 2019-09-16,1153.26,SAT,290.149,15530540.0,choco-solver,2019-09-16,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-07.xml,BTD 19.07.01,2400.0,UNKNOWN TO,2520.01,40016.0,BTD,19.07.01,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-07.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),89.9082,SAT,79.1226,15142500.0,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-07.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),87.5001,SAT,76.7678,15142500.0,Fun-sCOP,order+GlueMiniSat (2019-06-15),2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-07.xml,VBS,9.08383,SAT,9.08912,2088788.0,PicatSAT,2019-09-12,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-19.xml,cosoco 2,2400.0,UNKNOWN TO,2520.01,33164.0,cosoco,2,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-19.xml,AbsCon 2019-07-23,6.57156,SAT,4.32772,10748324.0,AbsCon,2019-07-23,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-19.xml,PicatSAT 2019-09-12,11.0206,SAT,11.0227,2088784.0,PicatSAT,2019-09-12,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-19.xml,choco-solver 2019-09-24,1100.63,SAT,1096.1,15264284.0,choco-solver,2019-09-24,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-19.xml,Concrete 3.10,66.1857,SAT,53.812,10855984.0,Concrete,3.10,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-19.xml,Concrete 3.12.3,201.681,SAT,188.957,10849048.0,Concrete,3.12.3,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-19.xml,choco-solver 2019-09-20,1371.61,SAT,344.985,15533148.0,choco-solver,2019-09-20,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-19.xml,choco-solver 2019-06-14,1162.95,SAT,292.43,15532932.0,choco-solver,2019-06-14,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-19.xml,choco-solver 2019-09-16,1433.17,SAT,360.829,15533320.0,choco-solver,2019-09-16,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-19.xml,BTD 19.07.01,2400.0,UNKNOWN,2520.0,40148.0,BTD,19.07.01,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-19.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),61.0486,SAT,50.0027,15142500.0,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-19.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),60.2619,SAT,48.7946,15142500.0,Fun-sCOP,order+GlueMiniSat (2019-06-15),2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-19.xml,VBS,6.57156,SAT,4.32772,10748324.0,AbsCon,2019-07-23,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-20.xml,cosoco 2,2400.0,UNKNOWN TO,2520.01,33300.0,cosoco,2,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-20.xml,AbsCon 2019-07-23,28.8683,SAT,26.5342,10748324.0,AbsCon,2019-07-23,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-20.xml,PicatSAT 2019-09-12,41.2011,SAT,41.2048,2089128.0,PicatSAT,2019-09-12,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-20.xml,choco-solver 2019-09-24,2400.0,UNKNOWN TO,2511.73,15266308.0,choco-solver,2019-09-24,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-20.xml,Concrete 3.10,297.395,SAT,283.442,10855536.0,Concrete,3.10,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-20.xml,Concrete 3.12.3,345.901,SAT,330.378,10852036.0,Concrete,3.12.3,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-20.xml,choco-solver 2019-09-20,2400.0,UNKNOWN TO,634.204,15533224.0,choco-solver,2019-09-20,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-20.xml,choco-solver 2019-06-14,2400.0,UNKNOWN TO,633.684,15530532.0,choco-solver,2019-06-14,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-20.xml,choco-solver 2019-09-16,2400.0,UNKNOWN TO,633.896,15530540.0,choco-solver,2019-09-16,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-20.xml,BTD 19.07.01,2400.0,UNKNOWN TO,2519.9,40012.0,BTD,19.07.01,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-20.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),160.882,SAT,150.605,15142500.0,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-20.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),153.855,SAT,143.493,15142500.0,Fun-sCOP,order+GlueMiniSat (2019-06-15),2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gp/qwh-o30-h375-20.xml,VBS,28.8683,SAT,26.5342,10748324.0,AbsCon,2019-07-23,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gs/qwh-o100-h10000.xml,cosoco 2,2400.0,UNKNOWN TO,2519.9,429856.0,cosoco,2,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gs/qwh-o100-h10000.xml,AbsCon 2019-07-23,133.527,SAT,129.93,10748216.0,AbsCon,2019-07-23,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gs/qwh-o100-h10000.xml,PicatSAT 2019-09-12,2400.0,UNKNOWN TO,2520.02,9467560.0,PicatSAT,2019-09-12,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gs/qwh-o100-h10000.xml,choco-solver 2019-09-24,2400.0,UNKNOWN TO,2499.52,15264284.0,choco-solver,2019-09-24,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gs/qwh-o100-h10000.xml,Concrete 3.10,1540.28,SAT,1501.91,10850084.0,Concrete,3.10,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gs/qwh-o100-h10000.xml,Concrete 3.12.3,1502.85,SAT,1381.74,10947356.0,Concrete,3.12.3,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gs/qwh-o100-h10000.xml,choco-solver 2019-09-20,77.4379,SAT,19.8699,15530540.0,choco-solver,2019-09-20,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gs/qwh-o100-h10000.xml,choco-solver 2019-06-14,67.7052,SAT,17.7842,15530532.0,choco-solver,2019-06-14,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gs/qwh-o100-h10000.xml,choco-solver 2019-09-16,72.7803,SAT,18.655,15530540.0,choco-solver,2019-09-16,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gs/qwh-o100-h10000.xml,BTD 19.07.01,2400.0,UNKNOWN TO,2520.01,262940.0,BTD,19.07.01,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gs/qwh-o100-h10000.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),2400.0,UNKNOWN MO,1272.57,16006068.0,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gs/qwh-o100-h10000.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),2400.0,UNKNOWN MO,1206.21,15905588.0,Fun-sCOP,order+GlueMiniSat (2019-06-15),2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-m1-gs/qwh-o100-h10000.xml,VBS,67.7052,SAT,17.7842,15530532.0,choco-solver,2019-06-14,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-08_X2.xml,cosoco 2,2400.0,UNKNOWN TO,2519.9,75320.0,cosoco,2,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-08_X2.xml,AbsCon 2019-07-23,2400.0,UNKNOWN TO,2512.81,10748324.0,AbsCon,2019-07-23,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-08_X2.xml,PicatSAT 2019-09-12,7.73665,SAT,7.73776,2062688.0,PicatSAT,2019-09-12,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-08_X2.xml,choco-solver 2019-09-24,2400.0,UNKNOWN TO,2513.02,15265936.0,choco-solver,2019-09-24,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-08_X2.xml,Concrete 3.10,2400.0,UNKNOWN TO,2466.04,10847580.0,Concrete,3.10,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-08_X2.xml,Concrete 3.12.3,2400.0,UNKNOWN TO,2470.64,10846988.0,Concrete,3.12.3,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-08_X2.xml,choco-solver 2019-09-20,2400.0,UNKNOWN TO,633.695,15530540.0,choco-solver,2019-09-20,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-08_X2.xml,choco-solver 2019-06-14,2400.0,UNKNOWN TO,633.679,15530532.0,choco-solver,2019-06-14,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-08_X2.xml,choco-solver 2019-09-16,2400.0,UNKNOWN TO,633.998,15530540.0,choco-solver,2019-09-16,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-08_X2.xml,BTD 19.07.01,2400.0,UNKNOWN TO,2520.01,73544.0,BTD,19.07.01,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-08_X2.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),25.7279,SAT,15.7906,15142500.0,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-08_X2.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),33.043,SAT,23.4329,15140452.0,Fun-sCOP,order+GlueMiniSat (2019-06-15),2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-08_X2.xml,VBS,7.73665,SAT,7.73776,2062688.0,PicatSAT,2019-09-12,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-12_X2.xml,cosoco 2,97.022,UNSAT,97.0223,75076.0,cosoco,2,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-12_X2.xml,AbsCon 2019-07-23,2400.0,UNKNOWN TO,2512.21,10748324.0,AbsCon,2019-07-23,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-12_X2.xml,PicatSAT 2019-09-12,3.28665,UNSAT,3.28712,2062424.0,PicatSAT,2019-09-12,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-12_X2.xml,choco-solver 2019-09-24,2059.93,UNSAT,2053.62,15264284.0,choco-solver,2019-09-24,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-12_X2.xml,Concrete 3.10,2400.0,UNKNOWN TO,2465.04,10844916.0,Concrete,3.10,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-12_X2.xml,Concrete 3.12.3,2400.0,UNKNOWN TO,2468.33,10849632.0,Concrete,3.12.3,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-12_X2.xml,choco-solver 2019-09-20,2400.0,UNKNOWN TO,633.696,15530540.0,choco-solver,2019-09-20,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-12_X2.xml,choco-solver 2019-06-14,2400.0,UNKNOWN EXCODE,-1.0,15532948.0,choco-solver,2019-06-14,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-12_X2.xml,choco-solver 2019-09-16,2400.0,UNKNOWN TO,633.487,15530540.0,choco-solver,2019-09-16,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-12_X2.xml,BTD 19.07.01,2400.0,UNKNOWN TO,2520.01,73540.0,BTD,19.07.01,2400.0,False,False,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-12_X2.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),21.8886,UNSAT,12.3803,15142500.0,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-12_X2.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),21.7113,UNSAT,12.0936,15142500.0,Fun-sCOP,order+GlueMiniSat (2019-06-15),2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/LatinSquare/LatinSquare-xcsp2-qcp25/qcp-25-264-12_X2.xml,VBS,3.28665,UNSAT,3.28712,2062424.0,PicatSAT,2019-09-12,2400.0,True,True,False,True,True,False,LatinSquare
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-04-m018.xml,cosoco 2,4.60566,SAT,4.60743,27356.0,cosoco,2,2400.0,True,True,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-04-m018.xml,AbsCon 2019-07-23,5.79909,SAT,4.08097,10746276.0,AbsCon,2019-07-23,2400.0,True,True,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-04-m018.xml,PicatSAT 2019-09-12,140.299,SAT,140.304,2148000.0,PicatSAT,2019-09-12,2400.0,True,True,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-04-m018.xml,choco-solver 2019-09-24,5.41157,SAT,2.04082,15264284.0,choco-solver,2019-09-24,2400.0,True,True,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-04-m018.xml,Concrete 3.10,53.519,SAT,43.324,10849952.0,Concrete,3.10,2400.0,True,True,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-04-m018.xml,Concrete 3.12.3,167.081,SAT,153.189,10852036.0,Concrete,3.12.3,2400.0,True,True,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-04-m018.xml,choco-solver 2019-09-20,10.0731,SAT,2.84157,15530540.0,choco-solver,2019-09-20,2400.0,True,True,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-04-m018.xml,choco-solver 2019-06-14,10.1513,SAT,2.88823,15530532.0,choco-solver,2019-06-14,2400.0,True,True,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-04-m018.xml,choco-solver 2019-09-16,8.44593,SAT,2.54407,15533596.0,choco-solver,2019-09-16,2400.0,True,True,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-04-m018.xml,BTD 19.07.01,9.81931,SAT,9.82496,32848.0,BTD,19.07.01,2400.0,True,True,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-04-m018.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),46.1515,SAT,41.4794,15142500.0,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),2400.0,True,True,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-04-m018.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),158.591,SAT,153.312,15141472.0,Fun-sCOP,order+GlueMiniSat (2019-06-15),2400.0,True,True,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-04-m018.xml,VBS,4.60566,SAT,4.60743,27356.0,cosoco,2,2400.0,True,True,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-06-0021.xml,cosoco 2,2400.0,UNKNOWN TO,2520.01,27488.0,cosoco,2,2400.0,False,False,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-06-0021.xml,AbsCon 2019-07-23,2400.0,UNKNOWN TO,2515.02,10747476.0,AbsCon,2019-07-23,2400.0,False,False,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-06-0021.xml,PicatSAT 2019-09-12,2400.0,UNKNOWN TO,2520.01,2335676.0,PicatSAT,2019-09-12,2400.0,False,False,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-06-0021.xml,choco-solver 2019-09-24,2400.0,UNKNOWN TO,2496.61,15264284.0,choco-solver,2019-09-24,2400.0,False,False,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-06-0021.xml,Concrete 3.10,2400.0,UNKNOWN TO,2467.63,10852008.0,Concrete,3.10,2400.0,False,False,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-06-0021.xml,Concrete 3.12.3,2400.0,UNKNOWN TO,2467.63,10852036.0,Concrete,3.12.3,2400.0,False,False,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-06-0021.xml,choco-solver 2019-09-20,2400.0,UNKNOWN TO,636.119,15532528.0,choco-solver,2019-09-20,2400.0,False,False,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-06-0021.xml,choco-solver 2019-06-14,2400.0,UNKNOWN TO,636.107,15530532.0,choco-solver,2019-06-14,2400.0,False,False,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-06-0021.xml,choco-solver 2019-09-16,2400.0,UNKNOWN TO,636.191,15530540.0,choco-solver,2019-09-16,2400.0,False,False,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-06-0021.xml,BTD 19.07.01,2400.0,UNKNOWN TO,2520.01,35052.0,BTD,19.07.01,2400.0,False,False,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-06-0021.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),2400.0,UNKNOWN TO,2510.05,15142500.0,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),2400.0,False,False,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-06-0021.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),2400.0,UNKNOWN TO,2511.76,15140432.0,Fun-sCOP,order+GlueMiniSat (2019-06-15),2400.0,False,False,False,True,True,False,MagicHexagon
XCSP17/MagicHexagon/MagicHexagon-m1-s1/MagicHexagon-06-0021.xml,VBS,2400.0,UNKNOWN TO,2520.01,27488.0,cosoco,2,2400.0,False,False,False,True,True,False,MagicHexagon
