Category | Instance name                                                                                  | Checked answer | Objective function | CPU time | Wallclock time | Memory   | Solver name  | Solver version                   
____________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | SAT TO         | 6                  | 2519.89  | 2520.01        | 33400    | cosoco       | 2                                
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | SAT TO         | 6                  | 2519.89  | 2520.01        | 33400    | cosoco       | 2.0                              
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | SAT TO         | 6                  | 2520.04  | 2519.8         | 33400    | cosoco       | 2.0                              
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | SAT TO         | 18                 | 2520.1   | 2513.91        | 10748324 | AbsCon       | 2019-07-23                       
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | UNKNOWN TO     |                    | 2519.99  | 2520.06        | 5285216  | PicatSAT     | 2019-09-12                       
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | UNKNOWN TO     |                    | 2520.05  | 2507.81        | 15264284 | choco-solver | 2019-09-24                       
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | UNKNOWN TO     |                    | 2520.06  | 2483.74        | 10849720 | Concrete     | 3.10                             
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | UNKNOWN TO     |                    | 2520.08  | 2482.65        | 10849732 | Concrete     | 3.12.2                           
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | UNKNOWN TO     |                    | 2520.08  | 2485.14        | 10846984 | Concrete     | 3.12.2                           
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | UNKNOWN TO     |                    | 2520.14  | 2480.75        | 10849724 | Concrete     | 3.12.3                           
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | UNKNOWN TO     |                    | 2520.43  | 635.04         | 15530540 | choco-solver | 2019-09-20                       
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | UNKNOWN TO     |                    | 2520.53  | 635.21         | 15530532 | choco-solver | 2019-06-14                       
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | UNKNOWN TO     |                    | 2520.65  | 635.105        | 15530540 | choco-solver | 2019-09-16                       
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | UNKNOWN TO     |                    | 20015.8  | 2520.12        | 28881464 | choco-solver | 2019-09-20 parallel              
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | UNKNOWN TO     |                    | 20026.8  | 2520.11        | 28881464 | choco-solver | 2019-09-24 parallel              
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | UNKNOWN TO     |                    | 20039.8  | 2520.11        | 28881464 | choco-solver | 2019-09-16 parallel              
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | UNKNOWN TO     |                    | 20042.4  | 2520.12        | 28881456 | choco-solver | 2019-06-14 parallel              
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | UNKNOWN TO     |                    | 20118.2  | 2520.02        | 655788   | cosoco       | 2.O parallel                     
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu0120-05.xml                               | UNKNOWN TO     |                    | 20120.4  | 2520.02        | 657840   | cosoco       | 2.0 parallel                     
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 2519.71  | 2520.03        | 12955544 | PicatSAT     | 2019-09-12                       
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 2519.76  | 2520.01        | 134388   | cosoco       | 2                                
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 2519.77  | 2520.01        | 134388   | cosoco       | 2.0                              
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 2520.04  | 2520.01        | 134388   | cosoco       | 2.0                              
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 2520.06  | 2508.04        | 15264284 | choco-solver | 2019-09-24                       
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 2520.06  | 2506.82        | 10748324 | AbsCon       | 2019-07-23                       
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 2520.16  | 2460.66        | 10849036 | Concrete     | 3.12.2                           
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 2520.17  | 2464.56        | 10849036 | Concrete     | 3.12.3                           
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 2520.26  | 2461.94        | 11045648 | Concrete     | 3.12.2                           
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 2520.27  | 2462.75        | 11043580 | Concrete     | 3.10                             
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 2520.84  | 679.078        | 15550540 | choco-solver | 2019-09-20                       
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 2521.09  | 682.547        | 15550540 | choco-solver | 2019-09-16                       
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 2521.23  | 677.314        | 15550532 | choco-solver | 2019-06-14                       
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 18661.2  | 2522.14        | 28881456 | choco-solver | 2019-06-14 parallel              
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 18795.9  | 2520.53        | 28881464 | choco-solver | 2019-09-20 parallel              
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 18865    | 2520.26        | 28881464 | choco-solver | 2019-09-16 parallel              
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 18880.5  | 2520.2         | 28881464 | choco-solver | 2019-09-24 parallel              
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 20109.3  | 2520.03        | 1242124  | cosoco       | 2.O parallel                     
COP      | XCSP17/BinPacking/BinPacking-mdd-fu/BinPacking-mdd-fu1000-02.xml                               | UNKNOWN TO     |                    | 20109.8  | 2520.03        | 1242124  | cosoco       | 2.0 parallel                     
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN MO     |                    | 65.498   | 65.5053        | 15879276 | PicatSAT     | 2019-09-12                       
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 2519.82  | 2520.01        | 82200    | cosoco       | 2.0                              
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 2519.95  | 2520.01        | 82200    | cosoco       | 2                                
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 2520.02  | 2515.51        | 15264284 | choco-solver | 2019-09-24                       
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 2520.04  | 2519.7         | 82200    | cosoco       | 2.0                              
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 2520.04  | 2514.91        | 10749348 | AbsCon       | 2019-07-23                       
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 2520.06  | 2470.54        | 10849700 | Concrete     | 3.10                             
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 2520.12  | 2481.18        | 10846988 | Concrete     | 3.12.3                           
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 2520.15  | 2482.17        | 10847572 | Concrete     | 3.12.2                           
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 2520.32  | 2466.57        | 11045648 | Concrete     | 3.12.2                           
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 2520.37  | 637.202        | 15530540 | choco-solver | 2019-09-20                       
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 2520.45  | 636.693        | 15530532 | choco-solver | 2019-06-14                       
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 2520.7   | 636.114        | 15530540 | choco-solver | 2019-09-16                       
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 19872.8  | 2520.14        | 28881456 | choco-solver | 2019-06-14 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 19912.6  | 2520.13        | 28879416 | choco-solver | 2019-09-16 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 19967.8  | 2520.13        | 28879416 | choco-solver | 2019-09-24 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 20032.2  | 2520.12        | 28881312 | choco-solver | 2019-09-20 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 20109.3  | 2520.03        | 1054648  | cosoco       | 2.O parallel                     
COP      | XCSP17/BinPacking/BinPacking-sum-s28/BinPacking-sum-s28-195.xml                                | UNKNOWN TO     |                    | 20113.6  | 2520.03        | 1054656  | cosoco       | 2.0 parallel                     
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | OPT            | 3                  | 5.32455  | 3.38458        | 10746276 | AbsCon       | 2019-07-23                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | OPT            | 3                  | 19.7459  | 5.28227        | 15664696 | choco-solver | 2019-09-20                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | OPT            | 3                  | 21.7435  | 5.77525        | 15730224 | choco-solver | 2019-06-14                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | OPT            | 3                  | 24.0206  | 3.57738        | 28884612 | choco-solver | 2019-06-14 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | OPT            | 3                  | 27.3343  | 3.98331        | 28950236 | choco-solver | 2019-09-20 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | OPT            | 3                  | 27.7545  | 7.31061        | 15598960 | choco-solver | 2019-09-16                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | OPT            | 3                  | 37.8803  | 4.7666         | 621160   | cosoco       | 2.O parallel                     
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | OPT            | 3                  | 39.1828  | 5.45474        | 28882492 | choco-solver | 2019-09-16 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | OPT            | 3                  | 43.3931  | 43.3991        | 2154516  | PicatSAT     | 2019-09-12                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | OPT            | 3                  | 48.0747  | 6.61174        | 28884640 | choco-solver | 2019-09-24 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | OPT            | 3                  | 55.9197  | 7.02732        | 621028   | cosoco       | 2.0 parallel                     
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | OPT            | 3                  | 409.274  | 405.325        | 15264284 | choco-solver | 2019-09-24                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | OPT            | 3                  | 1734.04  | 1698.02        | 10849588 | Concrete     | 3.10                             
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | OPT            | 3                  | 2306.09  | 2265.03        | 10912524 | Concrete     | 3.12.3                           
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | SAT TO         | 3                  | 2520.06  | 2490.03        | 10849604 | Concrete     | 3.12.2                           
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | SAT TO         | 3                  | 2520.07  | 2473.43        | 10849652 | Concrete     | 3.12.2                           
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | UNKNOWN TO     |                    | 2520.03  | 2519.9         | 27756    | cosoco       | 2.0                              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | UNKNOWN TO     |                    | 2520.04  | 2519.7         | 27756    | cosoco       | 2                                
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4k.xml                               | UNKNOWN TO     |                    | 2520.05  | 2520.01        | 27756    | cosoco       | 2.0                              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | OPT            | 2                  | 6.11337  | 4.09168        | 10746276 | AbsCon       | 2019-07-23                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | OPT            | 2                  | 51.495   | 6.47248        | 622608   | cosoco       | 2.0 parallel                     
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | OPT            | 2                  | 70.0699  | 17.9397        | 15532748 | choco-solver | 2019-09-20                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | OPT            | 2                  | 71.4896  | 18.2598        | 15531568 | choco-solver | 2019-09-16                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | OPT            | 2                  | 71.8646  | 18.3926        | 15530532 | choco-solver | 2019-06-14                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | OPT            | 2                  | 91.646   | 91.6703        | 2207360  | PicatSAT     | 2019-09-12                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | OPT            | 2                  | 133.058  | 17.2473        | 28881464 | choco-solver | 2019-09-24 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | OPT            | 2                  | 146.07   | 18.8718        | 28881464 | choco-solver | 2019-09-20 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | OPT            | 2                  | 150.894  | 19.5222        | 28883312 | choco-solver | 2019-06-14 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | OPT            | 2                  | 162.721  | 20.3971        | 622608   | cosoco       | 2.O parallel                     
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | OPT            | 2                  | 167.722  | 21.678         | 28879416 | choco-solver | 2019-09-16 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | SAT TO         | 2                  | 2520.09  | 2474.73        | 10849724 | Concrete     | 3.10                             
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | SAT TO         | 2                  | 2520.13  | 2504.64        | 15264284 | choco-solver | 2019-09-24                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | SAT TO         | 2                  | 2520.15  | 2474.33        | 10846988 | Concrete     | 3.12.3                           
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | UNKNOWN TO     |                    | 2519.81  | 2520.01        | 28024    | cosoco       | 2                                
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | UNKNOWN TO     |                    | 2519.89  | 2520.01        | 28024    | cosoco       | 2.0                              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | UNKNOWN TO     |                    | 2520.07  | 2520.01        | 28024    | cosoco       | 2.0                              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | UNKNOWN TO     |                    | 2520.09  | 2473.15        | 10851900 | Concrete     | 3.12.2                           
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4m.xml                               | UNKNOWN TO     |                    | 2520.12  | 2492.83        | 10849680 | Concrete     | 3.12.2                           
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | OPT            | 3                  | 8.21217  | 5.87377        | 10748324 | AbsCon       | 2019-07-23                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | OPT            | 3                  | 75.0648  | 19.1829        | 15597104 | choco-solver | 2019-09-16                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | OPT            | 3                  | 78.2928  | 20.1274        | 15530540 | choco-solver | 2019-09-20                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | OPT            | 3                  | 105.158  | 105.165        | 2136668  | PicatSAT     | 2019-09-12                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | OPT            | 3                  | 109.016  | 27.7099        | 15530532 | choco-solver | 2019-06-14                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | OPT            | 3                  | 132.994  | 17.3496        | 28881464 | choco-solver | 2019-09-24 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | OPT            | 3                  | 174.684  | 22.536         | 28881456 | choco-solver | 2019-06-14 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | OPT            | 3                  | 179.468  | 23.1286        | 28883592 | choco-solver | 2019-09-16 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | OPT            | 3                  | 182.968  | 23.5097        | 28881464 | choco-solver | 2019-09-20 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | OPT            | 3                  | 1090.52  | 136.581        | 622756   | cosoco       | 2.O parallel                     
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | OPT            | 3                  | 1105.13  | 138.387        | 622756   | cosoco       | 2.0 parallel                     
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | SAT TO         | 3                  | 2520.05  | 2505.81        | 15264284 | choco-solver | 2019-09-24                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | UNKNOWN TO     |                    | 2519.96  | 2520.01        | 28020    | cosoco       | 2.0                              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | UNKNOWN TO     |                    | 2520.06  | 2475.63        | 10846988 | Concrete     | 3.12.3                           
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | UNKNOWN TO     |                    | 2520.06  | 2519.8         | 28020    | cosoco       | 2                                
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | UNKNOWN TO     |                    | 2520.07  | 2520.01        | 28020    | cosoco       | 2.0                              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | UNKNOWN TO     |                    | 2520.09  | 2473.63        | 10846988 | Concrete     | 3.12.2                           
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | UNKNOWN TO     |                    | 2520.14  | 2471.73        | 10849700 | Concrete     | 3.10                             
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n1c1w4n.xml                               | UNKNOWN TO     |                    | 2520.33  | 2486.06        | 10849680 | Concrete     | 3.12.2                           
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | SAT TO         | 9                  | 20062.3  | 2520.12        | 28881456 | choco-solver | 2019-06-14 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | SAT TO         | 9                  | 20074.5  | 2520.1         | 28879416 | choco-solver | 2019-09-16 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | SAT TO         | 9                  | 20078    | 2520.09        | 28879416 | choco-solver | 2019-09-20 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | UNKNOWN TO     |                    | 2519.77  | 2520.13        | 6804492  | PicatSAT     | 2019-09-12                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | UNKNOWN TO     |                    | 2520.03  | 2519.8         | 38668    | cosoco       | 2                                
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | UNKNOWN TO     |                    | 2520.04  | 2519.9         | 38668    | cosoco       | 2.0                              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | UNKNOWN TO     |                    | 2520.06  | 2462.05        | 10849732 | Concrete     | 3.12.2                           
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | UNKNOWN TO     |                    | 2520.06  | 2520.01        | 38668    | cosoco       | 2.0                              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | UNKNOWN TO     |                    | 2520.07  | 2516.41        | 10748324 | AbsCon       | 2019-07-23                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | UNKNOWN TO     |                    | 2520.08  | 2457.64        | 10846964 | Concrete     | 3.10                             
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | UNKNOWN TO     |                    | 2520.1   | 2468.74        | 10846988 | Concrete     | 3.12.3                           
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | UNKNOWN TO     |                    | 2520.12  | 2515.61        | 15264284 | choco-solver | 2019-09-24                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | UNKNOWN TO     |                    | 2520.16  | 2475.38        | 10849032 | Concrete     | 3.12.2                           
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | UNKNOWN TO     |                    | 2520.4   | 633.298        | 15530540 | choco-solver | 2019-09-20                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | UNKNOWN TO     |                    | 2520.41  | 633.269        | 15530532 | choco-solver | 2019-06-14                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | UNKNOWN TO     |                    | 2520.58  | 633.283        | 15530540 | choco-solver | 2019-09-16                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | UNKNOWN TO     |                    | 20083.9  | 2520.1         | 28879416 | choco-solver | 2019-09-24 parallel              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | UNKNOWN TO     |                    | 20117.2  | 2520.02        | 684708   | cosoco       | 2.0 parallel                     
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n2c3w1r.xml                               | UNKNOWN TO     |                    | 20118.7  | 2520.02        | 684580   | cosoco       | 2.O parallel                     
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n3c3w2d.xml                               | UNKNOWN TO     |                    | 2519.93  | 2520.13        | 6624600  | PicatSAT     | 2019-09-12                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n3c3w2d.xml                               | UNKNOWN TO     |                    | 2519.97  | 2520.01        | 38716    | cosoco       | 2                                
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n3c3w2d.xml                               | UNKNOWN TO     |                    | 2520.01  | 2520.01        | 38716    | cosoco       | 2.0                              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n3c3w2d.xml                               | UNKNOWN TO     |                    | 2520.06  | 2515.71        | 15264284 | choco-solver | 2019-09-24                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n3c3w2d.xml                               | UNKNOWN TO     |                    | 2520.06  | 2463.53        | 10846964 | Concrete     | 3.10                             
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n3c3w2d.xml                               | UNKNOWN TO     |                    | 2520.07  | 2516.61        | 10748324 | AbsCon       | 2019-07-23                       
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n3c3w2d.xml                               | UNKNOWN TO     |                    | 2520.08  | 2520.01        | 38716    | cosoco       | 2.0                              
COP      | XCSP17/BinPacking/BinPacking-sum-skj1/BinPacking-sum-n3c3w2d.xml                               | UNKNOWN TO     |                    | 2520.11  | 2467.14        | 10846988 | Concrete     | 3.12.2                           
